CENTRALWAVELNG	BANDWIDTH	PL_TRANDEP	PL_TRANDEPERR1	PL_TRANDEPERR2	PL_TRANDEP_AUTHORS	PL_RATROR	PL_RATRORERR1	PL_RATRORERR2	PL_RATROR_AUTHORS	PL_RADJ	PL_RADJERR1	PL_RADJERR2	PL_RADJ_AUTHORS	PL_TRANMID	PL_TRANMIDERR1	PL_TRANMIDERR2	ST_RAD	ST_RADERR1	ST_RADERR2	ST_RAD_AUTHORS
0.8916	0.01273	2.0641	0.0082	-0.0082	Welbanks et al. 2024	0.14367	0.00029	-0.00029	Calculated	0.9367	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
0.92095	0.01273	2.0594	0.0072	-0.0072	Welbanks et al. 2024	0.14351	0.00025	-0.00025	Calculated	0.9356	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
0.9503	0.01273	2.0699	0.0082	-0.0082	Welbanks et al. 2024	0.14387	0.00028	-0.00029	Calculated	0.938	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
0.97965	0.01273	2.0734	0.0065	-0.0065	Welbanks et al. 2024	0.14399	0.00023	-0.00023	Calculated	0.9388	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
1.009	0.01273	2.0639	0.0074	-0.0074	Welbanks et al. 2024	0.14366	0.00026	-0.00026	Calculated	0.9367	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
1.03835	0.01273	2.0649	0.0057	-0.0057	Welbanks et al. 2024	0.1437	0.0002	-0.0002	Calculated	0.9369	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
1.06525	0.01273	2.0553	0.0066	-0.0066	Welbanks et al. 2024	0.14336	0.00023	-0.00023	Calculated	0.9347	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
1.10075	0.01273	2.0698	0.0072	-0.0072	Welbanks et al. 2024	0.14387	0.00025	-0.00025	Calculated	0.938	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
1.1264	0.01273	2.0689	0.0068	-0.0068	Welbanks et al. 2024	0.14384	0.00024	-0.00024	Calculated	0.9378	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
