#lam_um dlam_um depth depth_sigma response_mode
2.4751 0.000198 3.23905e-09 2.30658e-11 boxcar
2.4755 0.000198 3.64077e-09 2.43375e-11 boxcar
2.47589 0.000198 3.80702e-09 2.64458e-11 boxcar
2.47629 0.000198 4.3847e-09 2.7168e-11 boxcar
2.47669 0.000198 5.09927e-09 2.86692e-11 boxcar
2.47708 0.000198 4.5542e-09 2.74275e-11 boxcar
2.47748 0.000198 4.05147e-09 2.60436e-11 boxcar
2.47787 0.000198 4.27231e-09 2.75586e-11 boxcar
2.47827 0.000198 3.84785e-09 2.53536e-11 boxcar
2.47867 0.000198 3.51836e-09 2.46848e-11 boxcar
2.47906 0.000198 3.6436e-09 2.56208e-11 boxcar
2.47946 0.000198 3.9978e-09 2.62862e-11 boxcar
2.47985 0.000198 4.35483e-09 2.74572e-11 boxcar
2.48025 0.000198 4.42807e-09 2.81564e-11 boxcar
2.48065 0.000198 4.42673e-09 2.69502e-11 boxcar
2.48104 0.000198 3.82006e-09 2.52371e-11 boxcar
2.48144 0.000198 3.56528e-09 2.49354e-11 boxcar
2.48183 0.000198 3.69661e-09 2.6232e-11 boxcar
2.48223 0.000198 3.43987e-09 2.445e-11 boxcar
2.48263 0.000198 3.43179e-09 2.44453e-11 boxcar
2.48302 0.000198 3.97709e-09 2.70309e-11 boxcar
2.48342 0.000198 4.20094e-09 3.05714e-11 boxcar
2.48381 0.000198 4.4458e-09 2.77761e-11 boxcar
2.48421 0.000198 4.28338e-09 2.73102e-11 boxcar
2.48461 0.000198 4.48935e-09 2.93779e-11 boxcar
2.485 0.000198 4.82541e-09 3.41907e-11 boxcar
2.4854 0.000198 5.11981e-09 3.49434e-11 boxcar
2.48579 0.000198 4.63413e-09 3.09304e-11 boxcar
2.48619 0.000198 4.2113e-09 2.9059e-11 boxcar
2.48659 0.000198 3.79368e-09 2.6617e-11 boxcar
2.48698 0.000198 4.0887e-09 2.90474e-11 boxcar
2.48738 0.000198 3.99828e-09 2.7963e-11 boxcar
2.48777 0.000198 3.73447e-09 2.11981e-11 boxcar
2.48817 0.000198 3.46228e-09 2.1369e-11 boxcar
2.48857 0.000198 3.36354e-09 1.90199e-11 boxcar
2.48896 0.000198 3.57346e-09 2.0346e-11 boxcar
2.48936 0.000198 3.20882e-09 1.94142e-11 boxcar
2.48975 0.000198 3.27838e-09 1.8707e-11 boxcar
2.49015 0.000198 3.28953e-09 2.02165e-11 boxcar
2.49055 0.000198 3.25026e-09 2.04648e-11 boxcar
2.49094 0.000198 3.16812e-09 1.81482e-11 boxcar
2.49134 0.000198 3.7033e-09 2.001e-11 boxcar
2.49173 0.000198 4.24711e-09 2.10414e-11 boxcar
2.49213 0.000198 4.30936e-09 2.08431e-11 boxcar
2.49253 0.000198 4.28008e-09 2.16298e-11 boxcar
2.49292 0.000198 3.84984e-09 2.02819e-11 boxcar
2.49332 0.000198 3.89951e-09 1.91988e-11 boxcar
2.49371 0.000198 4.49101e-09 2.15405e-11 boxcar
2.49411 0.000198 4.81283e-09 2.19316e-11 boxcar
2.49451 0.000198 4.30711e-09 2.12316e-11 boxcar
2.4949 0.000198 4.33652e-09 2.09312e-11 boxcar
2.4953 0.000198 4.55159e-09 2.15487e-11 boxcar
2.49569 0.000198 4.33131e-09 2.24423e-11 boxcar
2.49609 0.000198 3.99543e-09 2.03691e-11 boxcar
2.49649 0.000198 3.76935e-09 1.94587e-11 boxcar
2.49688 0.000198 3.75127e-09 2.09215e-11 boxcar
2.49728 0.000198 3.87578e-09 2.00631e-11 boxcar
2.49767 0.000198 3.37309e-09 1.86796e-11 boxcar
2.49807 0.000198 3.1677e-09 1.80117e-11 boxcar
2.49847 0.000198 3.682e-09 1.92485e-11 boxcar
2.49886 0.000198 3.94743e-09 1.97907e-11 boxcar
2.49926 0.000198 3.91416e-09 1.99299e-11 boxcar
2.49965 0.000198 4.05759e-09 1.94077e-11 boxcar
2.50005 0.000198 4.18024e-09 1.98016e-11 boxcar
2.50045 0.000198 3.80508e-09 1.94481e-11 boxcar
2.50084 0.000198 3.89821e-09 1.98859e-11 boxcar
2.50124 0.000198 4.44015e-09 2.03807e-11 boxcar
2.50163 0.000198 4.60171e-09 2.0142e-11 boxcar
2.50203 0.000198 4.43028e-09 1.99151e-11 boxcar
2.50243 0.000198 4.27134e-09 2.00758e-11 boxcar
2.50282 0.000198 3.62591e-09 1.79888e-11 boxcar
2.50322 0.000198 3.17804e-09 1.70145e-11 boxcar
2.50361 0.000198 3.41094e-09 1.81445e-11 boxcar
2.50401 0.000198 3.89141e-09 1.96434e-11 boxcar
2.50441 0.000198 3.6083e-09 1.78976e-11 boxcar
2.5048 0.000198 3.6796e-09 1.86558e-11 boxcar
2.5052 0.000198 3.86308e-09 2.041e-11 boxcar
2.50559 0.000198 3.0754e-09 1.66759e-11 boxcar
2.50599 0.000198 2.47609e-09 1.58727e-11 boxcar
2.50639 0.000198 2.62709e-09 1.66866e-11 boxcar
2.50678 0.000198 3.54656e-09 1.87857e-11 boxcar
2.50718 0.000198 4.18657e-09 1.91875e-11 boxcar
2.50757 0.000198 4.22956e-09 1.8681e-11 boxcar
2.50797 0.000198 4.05102e-09 1.87041e-11 boxcar
2.50837 0.000198 3.85781e-09 1.91362e-11 boxcar
2.50876 0.000198 4.07765e-09 2.08555e-11 boxcar
2.50916 0.000198 4.04864e-09 2.02354e-11 boxcar
2.50955 0.000198 4.02908e-09 1.88747e-11 boxcar
2.50995 0.000198 4.09986e-09 1.9482e-11 boxcar
2.51035 0.000198 3.84574e-09 1.85932e-11 boxcar
2.51074 0.000198 3.55102e-09 1.88334e-11 boxcar
2.51114 0.000198 3.44401e-09 1.84507e-11 boxcar
2.51153 0.000198 3.53273e-09 1.78282e-11 boxcar
2.51193 0.000198 3.57005e-09 1.80432e-11 boxcar
2.51233 0.000198 3.36808e-09 1.80876e-11 boxcar
2.51272 0.000198 3.31404e-09 1.72954e-11 boxcar
2.51312 0.000198 3.67888e-09 2.021e-11 boxcar
2.51351 0.000198 4.16384e-09 1.96577e-11 boxcar
2.51391 0.000198 4.41612e-09 2.04133e-11 boxcar
2.51431 0.000198 3.97095e-09 1.93817e-11 boxcar
2.5147 0.000198 3.0455e-09 1.71587e-11 boxcar
2.5151 0.000198 2.46983e-09 1.53063e-11 boxcar
2.51549 0.000198 2.6406e-09 1.58396e-11 boxcar
2.51589 0.000198 3.15932e-09 1.75387e-11 boxcar
2.51629 0.000198 3.61143e-09 1.81652e-11 boxcar
2.51668 0.000198 3.97283e-09 1.88343e-11 boxcar
2.51708 0.000198 4.01078e-09 1.92303e-11 boxcar
2.51747 0.000198 3.65703e-09 2.01171e-11 boxcar
2.51787 0.000198 3.70187e-09 1.94896e-11 boxcar
2.51827 0.000198 3.80256e-09 1.89268e-11 boxcar
2.51866 0.000198 3.77579e-09 1.83049e-11 boxcar
2.51906 0.000198 3.5969e-09 1.842e-11 boxcar
2.51945 0.000198 3.49828e-09 1.88972e-11 boxcar
2.51985 0.000198 3.92165e-09 1.95455e-11 boxcar
2.52025 0.000198 4.0663e-09 1.91451e-11 boxcar
2.52064 0.000198 3.874e-09 1.84957e-11 boxcar
2.52104 0.000198 3.97338e-09 1.96172e-11 boxcar
2.52143 0.000198 4.06694e-09 2.02135e-11 boxcar
2.52183 0.000198 3.76075e-09 1.93836e-11 boxcar
2.52223 0.000198 3.38564e-09 1.82447e-11 boxcar
2.52262 0.000198 3.52523e-09 1.94882e-11 boxcar
2.52302 0.000198 3.85854e-09 2.08404e-11 boxcar
2.52341 0.000198 3.74643e-09 2.11422e-11 boxcar
2.52381 0.000198 2.90653e-09 1.7497e-11 boxcar
2.52421 0.000198 2.61707e-09 1.78321e-11 boxcar
2.5246 0.000198 3.06789e-09 1.78656e-11 boxcar
2.525 0.000198 3.48095e-09 1.85774e-11 boxcar
2.52539 0.000198 3.22385e-09 1.74979e-11 boxcar
2.52579 0.000198 3.18246e-09 1.79825e-11 boxcar
2.52619 0.000198 3.44658e-09 1.87802e-11 boxcar
2.52658 0.000198 3.71099e-09 1.95659e-11 boxcar
2.52698 0.000198 3.66294e-09 1.91586e-11 boxcar
2.52737 0.000198 3.44601e-09 1.93857e-11 boxcar
2.52777 0.000198 3.15151e-09 1.87623e-11 boxcar
2.52817 0.000198 3.26104e-09 1.77053e-11 boxcar
2.52856 0.000198 3.51958e-09 1.8318e-11 boxcar
2.52896 0.000198 3.46719e-09 1.86745e-11 boxcar
2.52935 0.000198 3.5958e-09 1.89004e-11 boxcar
2.52975 0.000198 3.90866e-09 2.06726e-11 boxcar
2.53015 0.000198 4.21118e-09 2.05932e-11 boxcar
2.53054 0.000198 4.4597e-09 2.05556e-11 boxcar
2.53094 0.000198 4.01677e-09 2.03002e-11 boxcar
2.53133 0.000198 3.14871e-09 1.82534e-11 boxcar
2.53173 0.000198 3.1223e-09 1.84785e-11 boxcar
2.53213 0.000198 3.73008e-09 2.09457e-11 boxcar
2.53252 0.000198 3.35269e-09 1.96804e-11 boxcar
2.53292 0.000198 2.68241e-09 1.78123e-11 boxcar
2.53331 0.000198 2.72009e-09 1.74119e-11 boxcar
2.53371 0.000198 3.39854e-09 1.9158e-11 boxcar
2.53411 0.000198 4.18487e-09 2.11214e-11 boxcar
2.5345 0.000198 4.25448e-09 2.14795e-11 boxcar
2.5349 0.000198 3.74116e-09 2.05941e-11 boxcar
2.53529 0.000198 3.3252e-09 1.87143e-11 boxcar
2.53569 0.000198 3.24806e-09 1.85239e-11 boxcar
2.53609 0.000198 2.68139e-09 1.69427e-11 boxcar
2.53648 0.000198 2.75058e-09 1.73952e-11 boxcar
2.53688 0.000198 3.09464e-09 1.83353e-11 boxcar
2.53727 0.000198 3.25918e-09 1.91883e-11 boxcar
2.53767 0.000198 3.30189e-09 1.92639e-11 boxcar
2.53807 0.000198 3.52831e-09 1.92739e-11 boxcar
2.53846 0.000198 3.61313e-09 1.99219e-11 boxcar
2.53886 0.000198 3.22475e-09 1.98369e-11 boxcar
2.53925 0.000198 3.14864e-09 1.83403e-11 boxcar
2.53965 0.000198 3.63153e-09 1.95354e-11 boxcar
2.54005 0.000198 4.29703e-09 2.18185e-11 boxcar
2.54044 0.000198 3.92531e-09 1.99749e-11 boxcar
2.54084 0.000198 3.56307e-09 1.93184e-11 boxcar
2.54123 0.000198 3.62022e-09 2.01548e-11 boxcar
2.54163 0.000198 3.5047e-09 1.92382e-11 boxcar
2.54203 0.000198 3.69303e-09 1.90178e-11 boxcar
2.54242 0.000198 3.60809e-09 1.94736e-11 boxcar
2.54282 0.000198 2.74283e-09 1.72123e-11 boxcar
2.54321 0.000198 2.65043e-09 1.69393e-11 boxcar
2.54361 0.000198 2.97631e-09 1.90106e-11 boxcar
2.54401 0.000198 3.12291e-09 1.7849e-11 boxcar
2.5444 0.000198 3.29557e-09 1.88101e-11 boxcar
2.5448 0.000198 3.43568e-09 2.00944e-11 boxcar
2.54519 0.000198 3.35369e-09 2.07215e-11 boxcar
2.54559 0.000198 3.24127e-09 1.96123e-11 boxcar
2.54599 0.000198 3.43571e-09 1.89115e-11 boxcar
2.54638 0.000198 3.84783e-09 2.35962e-11 boxcar
2.54678 0.000198 3.55357e-09 1.97323e-11 boxcar
2.54717 0.000198 3.2637e-09 1.88326e-11 boxcar
2.54757 0.000198 3.1519e-09 2.01346e-11 boxcar
2.54797 0.000198 2.92589e-09 1.78888e-11 boxcar
2.54836 0.000198 2.75253e-09 1.73742e-11 boxcar
2.54876 0.000198 2.69053e-09 2.17029e-11 boxcar
2.54915 0.000198 3.18112e-09 1.88729e-11 boxcar
2.54955 0.000198 3.58192e-09 2.1865e-11 boxcar
2.54995 0.000198 3.462e-09 1.96194e-11 boxcar
2.55034 0.000198 3.55188e-09 2.0818e-11 boxcar
2.55074 0.000198 3.38747e-09 1.94021e-11 boxcar
2.55113 0.000198 3.49009e-09 2.07014e-11 boxcar
2.55153 0.000198 4.17908e-09 2.26972e-11 boxcar
2.55193 0.000198 3.96877e-09 2.22565e-11 boxcar
2.55232 0.000198 3.36517e-09 1.94077e-11 boxcar
2.55272 0.000198 2.50757e-09 1.7279e-11 boxcar
2.55311 0.000198 2.39938e-09 1.66722e-11 boxcar
2.55351 0.000198 2.98034e-09 1.8416e-11 boxcar
2.55391 0.000198 3.47705e-09 1.96221e-11 boxcar
2.5543 0.000198 3.79842e-09 2.0578e-11 boxcar
2.5547 0.000198 3.73248e-09 2.03922e-11 boxcar
2.55509 0.000198 3.42507e-09 1.96837e-11 boxcar
2.55549 0.000198 3.37337e-09 1.96755e-11 boxcar
2.55589 0.000198 3.3232e-09 2.05044e-11 boxcar
2.55628 0.000198 3.23705e-09 1.94933e-11 boxcar
2.55668 0.000198 3.42089e-09 1.95783e-11 boxcar
2.55707 0.000198 3.70758e-09 2.0494e-11 boxcar
2.55747 0.000198 3.9931e-09 2.08262e-11 boxcar
2.55787 0.000198 4.21169e-09 2.17556e-11 boxcar
2.55826 0.000198 3.97704e-09 2.17357e-11 boxcar
2.55866 0.000198 3.92684e-09 2.18278e-11 boxcar
2.55905 0.000198 3.68362e-09 2.1148e-11 boxcar
2.55945 0.000198 3.54272e-09 2.04514e-11 boxcar
2.55985 0.000198 3.04839e-09 1.97938e-11 boxcar
2.56024 0.000198 2.69298e-09 1.95781e-11 boxcar
2.56064 0.000198 2.71784e-09 2.06042e-11 boxcar
2.56103 0.000198 2.40077e-09 1.84506e-11 boxcar
2.56143 0.000198 2.80588e-09 1.88226e-11 boxcar
2.56183 0.000198 3.53508e-09 2.35545e-11 boxcar
2.56222 0.000198 3.2432e-09 1.92058e-11 boxcar
2.56262 0.000198 2.39977e-09 1.88802e-11 boxcar
2.56301 0.000198 2.46742e-09 1.67376e-11 boxcar
2.56341 0.000198 3.18708e-09 1.89713e-11 boxcar
2.56381 0.000198 3.53255e-09 2.00536e-11 boxcar
2.5642 0.000198 3.03217e-09 1.8556e-11 boxcar
2.5646 0.000198 2.69923e-09 1.95635e-11 boxcar
2.56499 0.000198 3.15512e-09 2.24401e-11 boxcar
2.56539 0.000198 3.4299e-09 2.13077e-11 boxcar
2.56579 0.000198 3.3506e-09 2.07614e-11 boxcar
2.56618 0.000198 3.05533e-09 2.31047e-11 boxcar
2.56658 0.000198 3.24967e-09 2.0352e-11 boxcar
2.56697 0.000198 3.42168e-09 2.20063e-11 boxcar
2.56737 0.000198 3.45463e-09 1.9935e-11 boxcar
2.56777 0.000198 3.0164e-09 1.97821e-11 boxcar
2.56816 0.000198 3.35148e-09 2.08075e-11 boxcar
2.56856 0.000198 3.58743e-09 2.18819e-11 boxcar
2.56895 0.000198 3.21478e-09 2.00984e-11 boxcar
2.56935 0.000198 2.64198e-09 1.85682e-11 boxcar
2.56975 0.000198 2.54793e-09 1.79988e-11 boxcar
2.57014 0.000198 3.52545e-09 2.07596e-11 boxcar
2.57054 0.000198 4.4618e-09 2.20263e-11 boxcar
2.57093 0.000198 4.61395e-09 2.24847e-11 boxcar
2.57133 0.000198 4.26315e-09 2.24054e-11 boxcar
2.57173 0.000198 4.17437e-09 2.35144e-11 boxcar
2.57212 0.000198 4.07389e-09 2.13323e-11 boxcar
2.57252 0.000198 3.9117e-09 2.26999e-11 boxcar
2.57291 0.000198 3.38074e-09 1.93105e-11 boxcar
2.57331 0.000198 2.31453e-09 1.75992e-11 boxcar
2.57371 0.000198 2.32345e-09 1.75316e-11 boxcar
2.5741 0.000198 2.97511e-09 2.03303e-11 boxcar
2.5745 0.000198 3.23873e-09 1.93475e-11 boxcar
2.57489 0.000198 3.1446e-09 2.15956e-11 boxcar
2.57529 0.000198 3.45765e-09 1.98399e-11 boxcar
2.57569 0.000198 3.59233e-09 2.09388e-11 boxcar
2.57608 0.000198 3.04428e-09 1.90188e-11 boxcar
2.57648 0.000198 2.65399e-09 1.77134e-11 boxcar
2.57687 0.000198 2.26159e-09 1.7375e-11 boxcar
2.57727 0.000198 2.27269e-09 1.96215e-11 boxcar
2.57767 0.000198 2.90735e-09 1.95267e-11 boxcar
2.57806 0.000198 3.1417e-09 2.02393e-11 boxcar
2.57846 0.000198 3.41987e-09 2.10526e-11 boxcar
2.57885 0.000198 3.66931e-09 2.16467e-11 boxcar
2.57925 0.000198 3.74806e-09 2.1467e-11 boxcar
2.57965 0.000198 4.26033e-09 2.17684e-11 boxcar
2.58004 0.000198 4.56027e-09 2.72378e-11 boxcar
2.58044 0.000198 4.21937e-09 2.50322e-11 boxcar
2.58083 0.000198 3.12774e-09 2.18368e-11 boxcar
2.58123 0.000198 2.67899e-09 1.753e-11 boxcar
2.58163 0.000198 3.19953e-09 1.92221e-11 boxcar
2.58202 0.000198 3.68186e-09 1.99722e-11 boxcar
2.58242 0.000198 3.48718e-09 2.13807e-11 boxcar
2.58281 0.000198 3.00518e-09 2.03074e-11 boxcar
2.58321 0.000198 2.94769e-09 2.07889e-11 boxcar
2.58361 0.000198 2.73687e-09 1.77233e-11 boxcar
2.584 0.000198 2.73707e-09 1.80769e-11 boxcar
2.5844 0.000198 2.92167e-09 1.79325e-11 boxcar
2.58479 0.000198 3.05899e-09 1.83081e-11 boxcar
2.58519 0.000198 3.30717e-09 1.99007e-11 boxcar
2.58559 0.000198 3.97384e-09 2.05829e-11 boxcar
2.58598 0.000198 3.90062e-09 2.02317e-11 boxcar
2.58638 0.000198 3.53374e-09 1.97117e-11 boxcar
2.58677 0.000198 3.12172e-09 1.85784e-11 boxcar
2.58717 0.000198 2.93786e-09 1.85138e-11 boxcar
2.58757 0.000198 3.03368e-09 1.85222e-11 boxcar
2.58796 0.000198 3.23957e-09 1.98263e-11 boxcar
2.58836 0.000198 3.51227e-09 1.97474e-11 boxcar
2.58875 0.000198 3.62295e-09 1.9995e-11 boxcar
2.58915 0.000198 3.02317e-09 1.82216e-11 boxcar
2.58955 0.000198 2.93595e-09 1.81414e-11 boxcar
2.58994 0.000198 3.6538e-09 1.98256e-11 boxcar
2.59034 0.000198 3.9525e-09 2.27067e-11 boxcar
2.59073 0.000198 3.77305e-09 1.98278e-11 boxcar
2.59113 0.000198 3.82458e-09 2.08863e-11 boxcar
2.59153 0.000198 3.94589e-09 2.07042e-11 boxcar
2.59192 0.000198 3.70229e-09 1.96618e-11 boxcar
2.59232 0.000198 3.06222e-09 1.88553e-11 boxcar
2.59271 0.000198 2.59365e-09 1.86648e-11 boxcar
2.59311 0.000198 3.16318e-09 1.93395e-11 boxcar
2.59351 0.000198 3.6503e-09 2.13271e-11 boxcar
2.5939 0.000198 3.29192e-09 1.89992e-11 boxcar
2.5943 0.000198 2.49105e-09 1.82149e-11 boxcar
2.59469 0.000198 2.03395e-09 1.70973e-11 boxcar
2.59509 0.000198 2.75292e-09 1.89582e-11 boxcar
2.59549 0.000198 3.33334e-09 2.01182e-11 boxcar
2.59588 0.000198 2.94855e-09 1.90694e-11 boxcar
2.59628 0.000198 3.07382e-09 1.98887e-11 boxcar
2.59667 0.000198 3.65351e-09 2.02333e-11 boxcar
2.59707 0.000198 3.4093e-09 1.9637e-11 boxcar
2.59747 0.000198 2.83319e-09 2.04349e-11 boxcar
2.59786 0.000198 2.73417e-09 1.91108e-11 boxcar
2.59826 0.000198 3.31637e-09 1.8435e-11 boxcar
2.59865 0.000198 3.94457e-09 1.99346e-11 boxcar
2.59905 0.000198 3.73898e-09 2.3591e-11 boxcar
2.59945 0.000198 3.70131e-09 2.0011e-11 boxcar
2.59984 0.000198 4.11231e-09 2.11712e-11 boxcar
2.60024 0.000198 3.96988e-09 2.03534e-11 boxcar
2.60063 0.000198 3.72842e-09 2.00941e-11 boxcar
2.60103 0.000198 3.34059e-09 1.81788e-11 boxcar
2.60143 0.000198 2.86759e-09 1.79916e-11 boxcar
2.60182 0.000198 3.05651e-09 1.8859e-11 boxcar
2.60222 0.000198 3.87072e-09 2.09109e-11 boxcar
2.60261 0.000198 4.02519e-09 2.16288e-11 boxcar
2.60301 0.000198 3.44262e-09 1.91288e-11 boxcar
2.60341 0.000198 3.08996e-09 1.9159e-11 boxcar
2.6038 0.000198 3.0931e-09 1.93333e-11 boxcar
2.6042 0.000198 3.05912e-09 1.93048e-11 boxcar
2.60459 0.000198 3.4049e-09 1.90066e-11 boxcar
2.60499 0.000198 3.74207e-09 2.05817e-11 boxcar
2.60539 0.000198 3.50118e-09 2.02308e-11 boxcar
2.60578 0.000198 3.2361e-09 1.9865e-11 boxcar
2.60618 0.000198 3.83406e-09 2.10752e-11 boxcar
2.60657 0.000198 4.11728e-09 2.20553e-11 boxcar
2.60697 0.000198 3.78732e-09 1.96299e-11 boxcar
2.60737 0.000198 3.05417e-09 1.88326e-11 boxcar
2.60776 0.000198 3.10594e-09 1.8369e-11 boxcar
2.60816 0.000198 3.13822e-09 1.83807e-11 boxcar
2.60855 0.000198 2.98714e-09 1.83278e-11 boxcar
2.60895 0.000198 3.48726e-09 1.95178e-11 boxcar
2.60935 0.000198 3.45624e-09 2.21241e-11 boxcar
2.60974 0.000198 3.1083e-09 1.8221e-11 boxcar
2.61014 0.000198 3.74322e-09 2.00812e-11 boxcar
2.61053 0.000198 4.3256e-09 2.08544e-11 boxcar
2.61093 0.000198 4.46549e-09 2.14005e-11 boxcar
2.61133 0.000198 4.0572e-09 2.17396e-11 boxcar
2.61172 0.000198 4.25137e-09 2.15067e-11 boxcar
2.61212 0.000198 4.20937e-09 2.19897e-11 boxcar
2.61251 0.000198 3.5012e-09 2.06567e-11 boxcar
2.61291 0.000198 3.41329e-09 1.99939e-11 boxcar
2.61331 0.000198 3.39909e-09 2.01541e-11 boxcar
2.6137 0.000198 3.4209e-09 2.08112e-11 boxcar
2.6141 0.000198 3.7835e-09 2.02176e-11 boxcar
2.61449 0.000198 3.96974e-09 2.02793e-11 boxcar
2.61489 0.000198 3.58374e-09 2.05017e-11 boxcar
2.61529 0.000198 3.75483e-09 2.17908e-11 boxcar
2.61568 0.000198 3.81878e-09 2.26915e-11 boxcar
2.61608 0.000198 3.68706e-09 2.28061e-11 boxcar
2.61647 0.000198 3.32132e-09 2.08312e-11 boxcar
2.61687 0.000198 3.15833e-09 1.91849e-11 boxcar
2.61727 0.000198 3.08129e-09 1.83745e-11 boxcar
2.61766 0.000198 2.98674e-09 1.92837e-11 boxcar
2.61806 0.000198 3.30309e-09 1.89617e-11 boxcar
2.61845 0.000198 3.19535e-09 1.86449e-11 boxcar
2.61885 0.000198 3.18894e-09 1.97325e-11 boxcar
2.61925 0.000198 3.86123e-09 2.00911e-11 boxcar
2.61964 0.000198 4.27187e-09 2.14925e-11 boxcar
2.62004 0.000198 3.69717e-09 2.00752e-11 boxcar
2.62043 0.000198 3.15913e-09 2.20488e-11 boxcar
2.62083 0.000198 3.24415e-09 1.98699e-11 boxcar
2.62123 0.000198 4.16021e-09 2.14413e-11 boxcar
2.62162 0.000198 4.13446e-09 2.13806e-11 boxcar
2.62202 0.000198 3.97878e-09 2.11168e-11 boxcar
2.62241 0.000198 3.87045e-09 2.09801e-11 boxcar
2.62281 0.000198 3.84423e-09 2.2597e-11 boxcar
2.62321 0.000198 3.96936e-09 2.15978e-11 boxcar
2.6236 0.000198 3.92633e-09 2.17586e-11 boxcar
2.624 0.000198 3.84723e-09 2.11526e-11 boxcar
2.62439 0.000198 4.24273e-09 2.22798e-11 boxcar
2.62479 0.000198 4.42116e-09 2.15466e-11 boxcar
2.62519 0.000198 4.10397e-09 2.07411e-11 boxcar
2.62558 0.000198 3.70112e-09 2.0533e-11 boxcar
2.62598 0.000198 3.62622e-09 2.02065e-11 boxcar
2.62637 0.000198 3.39976e-09 2.03655e-11 boxcar
2.62677 0.000198 3.16691e-09 1.98527e-11 boxcar
2.62717 0.000198 3.3704e-09 2.02192e-11 boxcar
2.62756 0.000198 3.66713e-09 1.9933e-11 boxcar
2.62796 0.000198 3.97598e-09 2.0719e-11 boxcar
2.62835 0.000198 3.98203e-09 2.07756e-11 boxcar
2.62875 0.000198 4.00058e-09 2.22361e-11 boxcar
2.62915 0.000198 3.91355e-09 2.07223e-11 boxcar
2.62954 0.000198 3.62013e-09 2.3014e-11 boxcar
2.62994 0.000198 3.53431e-09 1.94748e-11 boxcar
2.63033 0.000198 2.74247e-09 1.89062e-11 boxcar
2.63073 0.000198 2.8459e-09 1.80808e-11 boxcar
2.63113 0.000198 3.35496e-09 1.91898e-11 boxcar
2.63152 0.000198 3.49615e-09 1.9492e-11 boxcar
2.63192 0.000198 3.77486e-09 2.03127e-11 boxcar
2.63231 0.000198 3.83996e-09 2.07866e-11 boxcar
2.63271 0.000198 3.93656e-09 2.13588e-11 boxcar
2.63311 0.000198 3.79057e-09 2.06441e-11 boxcar
2.6335 0.000198 3.48679e-09 1.98179e-11 boxcar
2.6339 0.000198 3.04183e-09 1.93936e-11 boxcar
2.63429 0.000198 2.84795e-09 1.91941e-11 boxcar
2.63469 0.000198 3.34972e-09 1.96369e-11 boxcar
2.63509 0.000198 4.04702e-09 2.12084e-11 boxcar
2.63548 0.000198 4.31865e-09 2.29179e-11 boxcar
2.63588 0.000198 3.80936e-09 2.1895e-11 boxcar
2.63627 0.000198 4.03316e-09 2.05977e-11 boxcar
2.63667 0.000198 4.11502e-09 2.10856e-11 boxcar
2.63707 0.000198 4.33081e-09 2.18332e-11 boxcar
2.63746 0.000198 4.61449e-09 2.18323e-11 boxcar
2.63786 0.000198 4.89272e-09 2.35129e-11 boxcar
2.63825 0.000198 4.6329e-09 2.28339e-11 boxcar
2.63865 0.000198 4.07083e-09 2.22039e-11 boxcar
2.63905 0.000198 3.84997e-09 2.11243e-11 boxcar
2.63944 0.000198 4.16282e-09 2.10892e-11 boxcar
2.63984 0.000198 4.22734e-09 2.12269e-11 boxcar
2.64023 0.000198 3.49392e-09 1.97517e-11 boxcar
2.64063 0.000198 3.13688e-09 1.859e-11 boxcar
2.64103 0.000198 3.36461e-09 1.83436e-11 boxcar
2.64142 0.000198 3.46566e-09 2.27329e-11 boxcar
2.64182 0.000198 3.35875e-09 2.30681e-11 boxcar
2.64221 0.000198 3.46532e-09 1.9797e-11 boxcar
2.64261 0.000198 3.8391e-09 2.1104e-11 boxcar
2.64301 0.000198 3.96776e-09 2.21894e-11 boxcar
2.6434 0.000198 4.03993e-09 2.19731e-11 boxcar
2.6438 0.000198 3.56545e-09 1.99359e-11 boxcar
2.64419 0.000198 3.65982e-09 1.93316e-11 boxcar
2.64459 0.000198 4.27065e-09 2.0338e-11 boxcar
2.64499 0.000198 4.37373e-09 2.19354e-11 boxcar
2.64538 0.000198 3.88573e-09 2.04642e-11 boxcar
2.64578 0.000198 3.09811e-09 1.94031e-11 boxcar
2.64617 0.000198 3.42824e-09 2.06081e-11 boxcar
2.64657 0.000198 3.88482e-09 1.98948e-11 boxcar
2.64697 0.000198 3.87053e-09 2.08437e-11 boxcar
2.64736 0.000198 4.03636e-09 2.22746e-11 boxcar
2.64776 0.000198 3.88756e-09 2.08623e-11 boxcar
2.64815 0.000198 3.93754e-09 2.04412e-11 boxcar
2.64855 0.000198 4.06763e-09 2.15082e-11 boxcar
2.64895 0.000198 4.35843e-09 2.19723e-11 boxcar
2.64934 0.000198 4.29569e-09 2.13902e-11 boxcar
2.64974 0.000198 4.18627e-09 2.11718e-11 boxcar
2.65013 0.000198 4.31715e-09 2.1797e-11 boxcar
2.65053 0.000198 4.37755e-09 2.14457e-11 boxcar
2.65093 0.000198 4.28509e-09 2.23402e-11 boxcar
2.65132 0.000198 4.19129e-09 2.13048e-11 boxcar
2.65172 0.000198 4.02157e-09 2.08757e-11 boxcar
2.65211 0.000198 3.65276e-09 2.00581e-11 boxcar
2.65251 0.000198 3.3954e-09 1.95603e-11 boxcar
2.65291 0.000198 3.66292e-09 2.00832e-11 boxcar
2.6533 0.000198 3.94773e-09 2.16948e-11 boxcar
