#lam_um dlam_um depth depth_sigma response_mode
1.03601 0.0001175 2.23149e-09 4.91114e-11 boxcar
1.03624 0.0001175 2.31675e-09 4.99654e-11 boxcar
1.03648 0.0001175 2.25255e-09 4.61266e-11 boxcar
1.03671 0.0001175 2.29385e-09 4.45795e-11 boxcar
1.03695 0.0001175 2.11854e-09 4.74223e-11 boxcar
1.03718 0.0001175 2.46833e-09 4.92812e-11 boxcar
1.03742 0.0001175 2.44574e-09 4.99935e-11 boxcar
1.03765 0.0001175 2.36963e-09 4.64487e-11 boxcar
1.03789 0.0001175 2.14434e-09 4.4576e-11 boxcar
1.03812 0.0001175 2.07397e-09 4.52997e-11 boxcar
1.03836 0.0001175 2.08071e-09 4.23648e-11 boxcar
1.03859 0.0001175 2.04567e-09 4.34837e-11 boxcar
1.03883 0.0001175 1.78605e-09 4.25227e-11 boxcar
1.03906 0.0001175 2.2751e-09 4.29643e-11 boxcar
1.0393 0.0001175 2.25415e-09 4.17256e-11 boxcar
1.03953 0.0001175 2.3192e-09 4.30969e-11 boxcar
1.03977 0.0001175 2.39091e-09 4.16043e-11 boxcar
1.04 0.0001175 2.40439e-09 4.1124e-11 boxcar
1.04024 0.0001175 2.31357e-09 4.16075e-11 boxcar
1.04047 0.0001175 2.33111e-09 4.29792e-11 boxcar
1.04071 0.0001175 2.46992e-09 4.16548e-11 boxcar
1.04094 0.0001175 2.22242e-09 4.00651e-11 boxcar
1.04118 0.0001175 2.18476e-09 3.98379e-11 boxcar
1.04141 0.0001175 2.09321e-09 6.9914e-11 boxcar
1.04165 0.0001175 2.20505e-09 4.82738e-11 boxcar
1.04188 0.0001175 2.55757e-09 4.11394e-11 boxcar
1.04212 0.0001175 2.3397e-09 4.12885e-11 boxcar
1.04235 0.0001175 2.09371e-09 4.08559e-11 boxcar
1.04259 0.0001175 2.10865e-09 4.17235e-11 boxcar
1.04282 0.0001175 2.33237e-09 4.3558e-11 boxcar
1.04306 0.0001175 1.94218e-09 4.64962e-11 boxcar
1.04329 0.0001175 2.23339e-09 4.39431e-11 boxcar
1.04353 0.0001175 2.61866e-09 4.54197e-11 boxcar
1.04376 0.0001175 2.30293e-09 4.79036e-11 boxcar
1.044 0.0001175 2.25322e-09 4.74113e-11 boxcar
1.04423 0.0001175 2.30323e-09 4.73632e-11 boxcar
1.04447 0.0001175 2.50786e-09 4.54295e-11 boxcar
1.0447 0.0001175 2.53053e-09 4.76698e-11 boxcar
1.04494 0.0001175 2.39814e-09 4.46106e-11 boxcar
1.04517 0.0001175 2.36312e-09 4.51478e-11 boxcar
1.04541 0.0001175 2.43357e-09 4.37482e-11 boxcar
1.04564 0.0001175 2.45894e-09 4.74481e-11 boxcar
1.04588 0.0001175 2.61775e-09 4.529e-11 boxcar
1.04611 0.0001175 2.5803e-09 5.00695e-11 boxcar
1.04635 0.0001175 2.53303e-09 4.42489e-11 boxcar
1.04658 0.0001175 2.48628e-09 4.6359e-11 boxcar
1.04682 0.0001175 2.36817e-09 4.49587e-11 boxcar
1.04705 0.0001175 2.34831e-09 4.29923e-11 boxcar
1.04729 0.0001175 2.58389e-09 4.27715e-11 boxcar
1.04752 0.0001175 2.49898e-09 4.17037e-11 boxcar
1.04776 0.0001175 2.38491e-09 4.19448e-11 boxcar
1.04799 0.0001175 2.4171e-09 4.15816e-11 boxcar
1.04823 0.0001175 2.4822e-09 4.00889e-11 boxcar
1.04846 0.0001175 2.5666e-09 3.98484e-11 boxcar
1.0487 0.0001175 2.51476e-09 4.37344e-11 boxcar
1.04893 0.0001175 2.72612e-09 4.23127e-11 boxcar
1.04917 0.0001175 2.45287e-09 4.52603e-11 boxcar
1.0494 0.0001175 2.44809e-09 3.91154e-11 boxcar
1.04964 0.0001175 2.52778e-09 3.941e-11 boxcar
1.04987 0.0001175 2.56395e-09 4.0792e-11 boxcar
1.05011 0.0001175 2.56195e-09 4.16174e-11 boxcar
1.05034 0.0001175 2.57376e-09 3.8454e-11 boxcar
1.05058 0.0001175 2.65176e-09 4.22671e-11 boxcar
1.05081 0.0001175 2.68349e-09 4.60009e-11 boxcar
1.05105 0.0001175 2.44614e-09 4.22585e-11 boxcar
1.05128 0.0001175 2.46219e-09 4.52057e-11 boxcar
1.05152 0.0001175 2.4104e-09 4.28808e-11 boxcar
1.05175 0.0001175 2.57743e-09 4.21238e-11 boxcar
1.05199 0.0001175 2.5251e-09 4.53254e-11 boxcar
1.05222 0.0001175 2.60098e-09 5.08263e-11 boxcar
1.05246 0.0001175 2.63556e-09 5.14354e-11 boxcar
1.05269 0.0001175 2.51449e-09 4.748e-11 boxcar
1.05293 0.0001175 2.75385e-09 4.52891e-11 boxcar
1.05316 0.0001175 2.80086e-09 4.55302e-11 boxcar
1.0534 0.0001175 2.7572e-09 4.81317e-11 boxcar
1.05363 0.0001175 2.68314e-09 4.60601e-11 boxcar
1.05387 0.0001175 2.79096e-09 4.51957e-11 boxcar
1.0541 0.0001175 2.7987e-09 4.43665e-11 boxcar
1.05434 0.0001175 2.75078e-09 4.59294e-11 boxcar
1.05457 0.0001175 2.88994e-09 4.59467e-11 boxcar
1.05481 0.0001175 2.77853e-09 4.55331e-11 boxcar
1.05504 0.0001175 2.66431e-09 5.30085e-11 boxcar
1.05528 0.0001175 2.81164e-09 4.53305e-11 boxcar
1.05551 0.0001175 2.79371e-09 4.47192e-11 boxcar
1.05575 0.0001175 2.84672e-09 4.56791e-11 boxcar
1.05598 0.0001175 2.64169e-09 4.50951e-11 boxcar
1.05622 0.0001175 2.77149e-09 4.52457e-11 boxcar
1.05645 0.0001175 2.6878e-09 3.98033e-11 boxcar
1.05669 0.0001175 2.78758e-09 4.20315e-11 boxcar
1.05692 0.0001175 2.7904e-09 4.35501e-11 boxcar
1.05716 0.0001175 2.78072e-09 4.23278e-11 boxcar
1.05739 0.0001175 2.73661e-09 4.21775e-11 boxcar
1.05763 0.0001175 2.82628e-09 4.20191e-11 boxcar
1.05786 0.0001175 2.93162e-09 4.03516e-11 boxcar
1.0581 0.0001175 2.71385e-09 4.15713e-11 boxcar
1.05833 0.0001175 2.83568e-09 4.42349e-11 boxcar
1.05857 0.0001175 2.53175e-09 3.95625e-11 boxcar
1.0588 0.0001175 2.58788e-09 3.82183e-11 boxcar
1.05904 0.0001175 2.6724e-09 3.88001e-11 boxcar
1.05927 0.0001175 2.78571e-09 4.17217e-11 boxcar
1.05951 0.0001175 2.95547e-09 5.16257e-11 boxcar
1.05974 0.0001175 2.61534e-09 3.93825e-11 boxcar
1.05998 0.0001175 2.47228e-09 3.89054e-11 boxcar
1.06021 0.0001175 2.62779e-09 4.23139e-11 boxcar
1.06045 0.0001175 2.96387e-09 4.26387e-11 boxcar
1.06068 0.0001175 2.61436e-09 4.59846e-11 boxcar
1.06092 0.0001175 2.60274e-09 4.2606e-11 boxcar
1.06115 0.0001175 2.39539e-09 4.45194e-11 boxcar
1.06139 0.0001175 3.15253e-09 4.3242e-11 boxcar
1.06162 0.0001175 3.07861e-09 4.73808e-11 boxcar
1.06186 0.0001175 3.06359e-09 4.95185e-11 boxcar
1.06209 0.0001175 2.99954e-09 4.7463e-11 boxcar
1.06233 0.0001175 2.96887e-09 4.49215e-11 boxcar
1.06256 0.0001175 2.70892e-09 4.51894e-11 boxcar
1.0628 0.0001175 2.75154e-09 4.45822e-11 boxcar
1.06303 0.0001175 3.12792e-09 4.67774e-11 boxcar
1.06327 0.0001175 2.98895e-09 4.56244e-11 boxcar
1.0635 0.0001175 2.60561e-09 4.59095e-11 boxcar
1.06374 0.0001175 2.68102e-09 4.75278e-11 boxcar
1.06397 0.0001175 2.6495e-09 4.31158e-11 boxcar
1.06421 0.0001175 2.9695e-09 4.30689e-11 boxcar
1.06444 0.0001175 2.82883e-09 4.26594e-11 boxcar
1.06468 0.0001175 2.772e-09 4.18994e-11 boxcar
1.06491 0.0001175 2.94413e-09 4.61472e-11 boxcar
1.06515 0.0001175 2.92107e-09 4.42822e-11 boxcar
1.06538 0.0001175 2.93478e-09 4.26406e-11 boxcar
1.06562 0.0001175 2.63121e-09 3.93384e-11 boxcar
1.06585 0.0001175 2.72366e-09 4.2763e-11 boxcar
1.06609 0.0001175 3.00323e-09 6.25276e-11 boxcar
1.06632 0.0001175 2.89255e-09 7.3661e-11 boxcar
1.06656 0.0001175 2.75154e-09 3.902e-11 boxcar
1.06679 0.0001175 2.6846e-09 3.81499e-11 boxcar
1.06703 0.0001175 2.69989e-09 4.20135e-11 boxcar
1.06726 0.0001175 2.66329e-09 4.1752e-11 boxcar
1.0675 0.0001175 2.64593e-09 3.83279e-11 boxcar
1.06773 0.0001175 2.62111e-09 4.19178e-11 boxcar
1.06797 0.0001175 2.55541e-09 3.85316e-11 boxcar
1.0682 0.0001175 2.75919e-09 4.40303e-11 boxcar
1.06844 0.0001175 2.74333e-09 3.90252e-11 boxcar
1.06867 0.0001175 2.87351e-09 4.16495e-11 boxcar
1.06891 0.0001175 2.83769e-09 4.03385e-11 boxcar
1.06914 0.0001175 2.7478e-09 3.96196e-11 boxcar
1.06938 0.0001175 2.7281e-09 4.13201e-11 boxcar
1.06961 0.0001175 2.77993e-09 4.2474e-11 boxcar
1.06985 0.0001175 2.79713e-09 4.34905e-11 boxcar
1.07008 0.0001175 2.79037e-09 4.19593e-11 boxcar
1.07032 0.0001175 2.82462e-09 4.39772e-11 boxcar
1.07055 0.0001175 2.79031e-09 4.25381e-11 boxcar
1.07079 0.0001175 2.8497e-09 4.36564e-11 boxcar
1.07102 0.0001175 2.82513e-09 4.69306e-11 boxcar
1.07126 0.0001175 2.99371e-09 4.37395e-11 boxcar
1.07149 0.0001175 2.90191e-09 4.33696e-11 boxcar
1.07173 0.0001175 2.8768e-09 4.26584e-11 boxcar
