# TWA 27b JWST emission spectrum
# NIRSpec binned from native sampling to R=400; MIRI rows unchanged from twa27b_JWST_em.txt
# NIRSpec errors remain the original convention of 3% assumed errors; errors not retrieved
# MIRI MRS (twa27-b_MIRI_MRS_bin100.txt): errors from data; offset_group MIRI is a free parameter
# Flux converted from Jy to erg/s/cm^2/cm (Flambda)
# lam_um  dlam_um  flux  flux_sigma  response_mode  offset_group
2.035579e+00  2.544473e-03  7.267510e-10  2.180253e-11  boxcar  NIRSpec
2.040675e+00  2.550842e-03  7.231652e-10  2.169495e-11  boxcar  NIRSpec
2.045783e+00  2.557227e-03  7.381267e-10  2.214380e-11  boxcar  NIRSpec
2.050904e+00  2.563628e-03  7.173848e-10  2.152154e-11  boxcar  NIRSpec
2.056037e+00  2.570045e-03  7.277866e-10  2.183360e-11  boxcar  NIRSpec
2.061184e+00  2.576478e-03  7.253669e-10  2.176101e-11  boxcar  NIRSpec
2.066343e+00  2.582928e-03  7.553647e-10  2.266094e-11  boxcar  NIRSpec
2.071515e+00  2.589393e-03  7.550033e-10  2.265010e-11  boxcar  NIRSpec
2.076701e+00  2.595875e-03  7.669779e-10  2.300934e-11  boxcar  NIRSpec
2.081899e+00  2.602372e-03  7.672483e-10  2.301745e-11  boxcar  NIRSpec
2.087110e+00  2.608886e-03  7.859606e-10  2.357882e-11  boxcar  NIRSpec
2.092335e+00  2.615417e-03  7.950040e-10  2.385012e-11  boxcar  NIRSpec
2.097572e+00  2.621964e-03  7.672939e-10  2.301882e-11  boxcar  NIRSpec
2.102822e+00  2.628527e-03  8.106462e-10  2.431939e-11  boxcar  NIRSpec
2.108086e+00  2.635106e-03  8.068266e-10  2.420480e-11  boxcar  NIRSpec
2.113363e+00  2.641702e-03  8.247906e-10  2.474372e-11  boxcar  NIRSpec
2.118653e+00  2.648315e-03  8.103757e-10  2.431127e-11  boxcar  NIRSpec
2.123956e+00  2.654944e-03  8.395416e-10  2.518625e-11  boxcar  NIRSpec
2.129273e+00  2.661589e-03  8.136716e-10  2.441015e-11  boxcar  NIRSpec
2.134602e+00  2.668252e-03  8.430398e-10  2.529119e-11  boxcar  NIRSpec
2.139946e+00  2.674931e-03  8.264989e-10  2.479497e-11  boxcar  NIRSpec
2.145302e+00  2.681626e-03  8.828206e-10  2.648462e-11  boxcar  NIRSpec
2.150672e+00  2.688339e-03  8.487273e-10  2.546182e-11  boxcar  NIRSpec
2.156056e+00  2.695068e-03  8.717204e-10  2.615161e-11  boxcar  NIRSpec
2.161452e+00  2.701814e-03  8.737531e-10  2.621259e-11  boxcar  NIRSpec
2.166863e+00  2.708577e-03  8.911697e-10  2.673509e-11  boxcar  NIRSpec
2.172287e+00  2.715357e-03  8.664450e-10  2.599335e-11  boxcar  NIRSpec
2.177724e+00  2.722154e-03  8.815651e-10  2.644695e-11  boxcar  NIRSpec
2.183175e+00  2.728968e-03  8.778954e-10  2.633686e-11  boxcar  NIRSpec
2.188640e+00  2.735799e-03  8.549069e-10  2.564721e-11  boxcar  NIRSpec
2.194119e+00  2.742647e-03  8.834034e-10  2.650210e-11  boxcar  NIRSpec
2.199611e+00  2.749512e-03  8.797958e-10  2.639387e-11  boxcar  NIRSpec
2.205117e+00  2.756394e-03  8.824169e-10  2.647251e-11  boxcar  NIRSpec
2.210636e+00  2.763294e-03  9.022250e-10  2.706675e-11  boxcar  NIRSpec
2.216170e+00  2.770211e-03  8.949445e-10  2.684833e-11  boxcar  NIRSpec
2.221717e+00  2.777145e-03  8.723139e-10  2.616942e-11  boxcar  NIRSpec
2.227279e+00  2.784097e-03  8.923899e-10  2.677170e-11  boxcar  NIRSpec
2.232854e+00  2.791066e-03  8.896467e-10  2.668940e-11  boxcar  NIRSpec
2.238443e+00  2.798052e-03  8.967134e-10  2.690140e-11  boxcar  NIRSpec
2.244046e+00  2.805056e-03  8.914067e-10  2.674220e-11  boxcar  NIRSpec
2.249663e+00  2.812077e-03  8.819295e-10  2.645788e-11  boxcar  NIRSpec
2.255294e+00  2.819116e-03  8.717937e-10  2.615381e-11  boxcar  NIRSpec
2.260940e+00  2.826173e-03  8.841730e-10  2.652519e-11  boxcar  NIRSpec
2.266599e+00  2.833247e-03  8.833098e-10  2.649929e-11  boxcar  NIRSpec
2.272273e+00  2.840339e-03  8.688358e-10  2.606507e-11  boxcar  NIRSpec
2.277960e+00  2.847449e-03  8.604123e-10  2.581237e-11  boxcar  NIRSpec
2.283662e+00  2.854576e-03  8.699331e-10  2.609799e-11  boxcar  NIRSpec
2.289379e+00  2.861722e-03  8.879572e-10  2.663872e-11  boxcar  NIRSpec
2.295109e+00  2.868885e-03  7.762198e-10  2.328659e-11  boxcar  NIRSpec
2.300854e+00  2.876066e-03  8.015832e-10  2.404750e-11  boxcar  NIRSpec
2.306614e+00  2.883265e-03  8.149627e-10  2.444888e-11  boxcar  NIRSpec
2.312387e+00  2.890483e-03  7.903186e-10  2.370956e-11  boxcar  NIRSpec
2.318175e+00  2.897718e-03  8.036134e-10  2.410840e-11  boxcar  NIRSpec
2.323978e+00  2.904971e-03  7.550496e-10  2.265149e-11  boxcar  NIRSpec
2.329795e+00  2.912243e-03  7.650606e-10  2.295182e-11  boxcar  NIRSpec
2.335627e+00  2.919532e-03  7.794895e-10  2.338469e-11  boxcar  NIRSpec
2.341474e+00  2.926840e-03  7.729322e-10  2.318797e-11  boxcar  NIRSpec
2.347335e+00  2.934167e-03  7.795313e-10  2.338594e-11  boxcar  NIRSpec
2.353210e+00  2.941511e-03  7.600655e-10  2.280197e-11  boxcar  NIRSpec
2.359101e+00  2.948874e-03  7.495716e-10  2.248715e-11  boxcar  NIRSpec
2.365006e+00  2.956256e-03  7.595869e-10  2.278761e-11  boxcar  NIRSpec
2.370926e+00  2.963655e-03  7.717413e-10  2.315224e-11  boxcar  NIRSpec
2.376860e+00  2.971074e-03  7.531836e-10  2.259551e-11  boxcar  NIRSpec
2.382810e+00  2.978511e-03  7.415178e-10  2.224554e-11  boxcar  NIRSpec
2.388774e+00  2.985966e-03  7.511974e-10  2.253592e-11  boxcar  NIRSpec
2.394754e+00  2.993441e-03  7.304192e-10  2.191257e-11  boxcar  NIRSpec
2.400748e+00  3.000934e-03  7.332146e-10  2.199644e-11  boxcar  NIRSpec
2.406758e+00  3.008445e-03  7.374959e-10  2.212488e-11  boxcar  NIRSpec
2.412782e+00  3.015976e-03  7.793773e-10  2.338132e-11  boxcar  NIRSpec
2.480054e+00  3.100066e-03  6.177289e-10  1.853187e-11  boxcar  NIRSpec
2.486262e+00  3.107826e-03  6.502124e-10  1.950637e-11  boxcar  NIRSpec
2.492486e+00  3.115605e-03  6.341644e-10  1.902493e-11  boxcar  NIRSpec
2.498725e+00  3.123404e-03  6.198382e-10  1.859514e-11  boxcar  NIRSpec
2.504979e+00  3.131222e-03  6.106498e-10  1.831949e-11  boxcar  NIRSpec
2.511250e+00  3.139060e-03  6.187279e-10  1.856184e-11  boxcar  NIRSpec
2.517535e+00  3.146918e-03  6.114155e-10  1.834246e-11  boxcar  NIRSpec
2.523837e+00  3.154795e-03  6.064643e-10  1.819393e-11  boxcar  NIRSpec
2.530155e+00  3.162692e-03  6.106676e-10  1.832003e-11  boxcar  NIRSpec
2.536488e+00  3.170608e-03  6.016132e-10  1.804840e-11  boxcar  NIRSpec
2.542837e+00  3.178545e-03  6.015015e-10  1.804504e-11  boxcar  NIRSpec
2.549202e+00  3.186501e-03  5.970485e-10  1.791145e-11  boxcar  NIRSpec
2.555583e+00  3.194477e-03  6.025175e-10  1.807553e-11  boxcar  NIRSpec
2.561980e+00  3.202473e-03  5.835950e-10  1.750785e-11  boxcar  NIRSpec
2.568393e+00  3.210490e-03  6.067201e-10  1.820160e-11  boxcar  NIRSpec
2.574822e+00  3.218526e-03  5.839453e-10  1.751836e-11  boxcar  NIRSpec
2.581267e+00  3.226582e-03  6.018256e-10  1.805477e-11  boxcar  NIRSpec
2.587728e+00  3.234659e-03  6.022044e-10  1.806613e-11  boxcar  NIRSpec
2.594206e+00  3.242756e-03  5.847683e-10  1.754305e-11  boxcar  NIRSpec
2.600699e+00  3.250873e-03  5.987618e-10  1.796285e-11  boxcar  NIRSpec
2.607209e+00  3.259010e-03  6.081333e-10  1.824400e-11  boxcar  NIRSpec
2.613736e+00  3.267168e-03  6.208624e-10  1.862587e-11  boxcar  NIRSpec
2.620278e+00  3.275346e-03  6.143242e-10  1.842973e-11  boxcar  NIRSpec
2.626837e+00  3.283544e-03  6.155998e-10  1.846800e-11  boxcar  NIRSpec
2.633412e+00  3.291764e-03  5.902495e-10  1.770748e-11  boxcar  NIRSpec
2.640004e+00  3.300003e-03  6.016191e-10  1.804857e-11  boxcar  NIRSpec
2.646612e+00  3.308264e-03  6.005788e-10  1.801736e-11  boxcar  NIRSpec
2.653237e+00  3.316545e-03  6.084006e-10  1.825202e-11  boxcar  NIRSpec
2.659878e+00  3.324846e-03  6.173665e-10  1.852099e-11  boxcar  NIRSpec
2.666537e+00  3.333169e-03  5.800410e-10  1.740123e-11  boxcar  NIRSpec
2.673211e+00  3.341512e-03  5.604764e-10  1.681429e-11  boxcar  NIRSpec
2.679903e+00  3.349876e-03  5.717362e-10  1.715209e-11  boxcar  NIRSpec
2.686611e+00  3.358262e-03  5.773946e-10  1.732184e-11  boxcar  NIRSpec
2.693336e+00  3.366668e-03  5.625155e-10  1.687547e-11  boxcar  NIRSpec
2.700077e+00  3.375095e-03  5.837259e-10  1.751178e-11  boxcar  NIRSpec
2.706836e+00  3.383543e-03  5.631773e-10  1.689532e-11  boxcar  NIRSpec
2.713612e+00  3.392013e-03  5.657187e-10  1.697156e-11  boxcar  NIRSpec
2.720404e+00  3.400503e-03  5.670631e-10  1.701189e-11  boxcar  NIRSpec
2.727214e+00  3.409015e-03  5.552115e-10  1.665634e-11  boxcar  NIRSpec
2.734040e+00  3.417548e-03  5.769617e-10  1.730885e-11  boxcar  NIRSpec
2.740884e+00  3.426103e-03  5.591395e-10  1.677418e-11  boxcar  NIRSpec
2.747745e+00  3.434679e-03  5.694657e-10  1.708397e-11  boxcar  NIRSpec
2.754623e+00  3.443276e-03  5.545575e-10  1.663672e-11  boxcar  NIRSpec
2.761518e+00  3.451895e-03  5.717838e-10  1.715351e-11  boxcar  NIRSpec
2.768430e+00  3.460536e-03  5.499261e-10  1.649778e-11  boxcar  NIRSpec
2.775360e+00  3.469198e-03  5.680483e-10  1.704145e-11  boxcar  NIRSpec
2.782307e+00  3.477882e-03  5.521513e-10  1.656454e-11  boxcar  NIRSpec
2.789271e+00  3.486588e-03  5.360782e-10  1.608235e-11  boxcar  NIRSpec
2.796253e+00  3.495315e-03  5.749942e-10  1.724983e-11  boxcar  NIRSpec
2.803253e+00  3.504064e-03  5.345169e-10  1.603551e-11  boxcar  NIRSpec
2.810270e+00  3.512835e-03  5.730738e-10  1.719221e-11  boxcar  NIRSpec
2.817304e+00  3.521628e-03  5.400633e-10  1.620190e-11  boxcar  NIRSpec
2.824356e+00  3.530443e-03  5.614964e-10  1.684489e-11  boxcar  NIRSpec
2.831426e+00  3.539281e-03  5.756533e-10  1.726960e-11  boxcar  NIRSpec
2.838513e+00  3.548140e-03  5.442110e-10  1.632633e-11  boxcar  NIRSpec
2.845618e+00  3.557021e-03  5.661495e-10  1.698449e-11  boxcar  NIRSpec
2.852741e+00  3.565925e-03  5.322020e-10  1.596606e-11  boxcar  NIRSpec
2.859882e+00  3.574851e-03  5.641194e-10  1.692358e-11  boxcar  NIRSpec
2.867041e+00  3.583799e-03  5.533841e-10  1.660152e-11  boxcar  NIRSpec
2.874217e+00  3.592770e-03  5.528374e-10  1.658512e-11  boxcar  NIRSpec
2.881412e+00  3.601763e-03  5.556874e-10  1.667062e-11  boxcar  NIRSpec
2.888625e+00  3.610779e-03  5.319105e-10  1.595732e-11  boxcar  NIRSpec
2.895855e+00  3.619817e-03  5.639076e-10  1.691723e-11  boxcar  NIRSpec
2.903104e+00  3.628878e-03  5.384176e-10  1.615253e-11  boxcar  NIRSpec
2.910371e+00  3.637961e-03  5.340584e-10  1.602175e-11  boxcar  NIRSpec
2.917656e+00  3.647068e-03  5.392365e-10  1.617710e-11  boxcar  NIRSpec
2.924959e+00  3.656197e-03  5.365043e-10  1.609513e-11  boxcar  NIRSpec
2.932280e+00  3.665349e-03  5.371502e-10  1.611451e-11  boxcar  NIRSpec
2.939620e+00  3.674524e-03  5.503158e-10  1.650947e-11  boxcar  NIRSpec
2.946979e+00  3.683721e-03  5.374743e-10  1.612423e-11  boxcar  NIRSpec
2.954355e+00  3.692942e-03  5.412241e-10  1.623672e-11  boxcar  NIRSpec
2.961750e+00  3.702186e-03  5.423407e-10  1.627022e-11  boxcar  NIRSpec
2.969164e+00  3.711453e-03  5.235130e-10  1.570539e-11  boxcar  NIRSpec
2.976596e+00  3.720743e-03  5.346466e-10  1.603940e-11  boxcar  NIRSpec
2.984047e+00  3.730057e-03  5.272632e-10  1.581790e-11  boxcar  NIRSpec
2.991516e+00  3.739394e-03  5.260147e-10  1.578044e-11  boxcar  NIRSpec
2.999005e+00  3.748754e-03  5.315137e-10  1.594541e-11  boxcar  NIRSpec
3.006512e+00  3.758137e-03  5.144697e-10  1.543409e-11  boxcar  NIRSpec
3.014037e+00  3.767545e-03  5.318667e-10  1.595600e-11  boxcar  NIRSpec
3.021582e+00  3.776975e-03  5.331748e-10  1.599524e-11  boxcar  NIRSpec
3.029145e+00  3.786429e-03  5.273077e-10  1.581923e-11  boxcar  NIRSpec
3.036727e+00  3.795907e-03  5.408754e-10  1.622626e-11  boxcar  NIRSpec
3.044329e+00  3.805409e-03  5.283419e-10  1.585026e-11  boxcar  NIRSpec
3.051949e+00  3.814934e-03  5.194560e-10  1.558368e-11  boxcar  NIRSpec
3.059589e+00  3.824484e-03  5.400347e-10  1.620104e-11  boxcar  NIRSpec
3.067247e+00  3.834057e-03  5.290729e-10  1.587219e-11  boxcar  NIRSpec
3.074925e+00  3.843654e-03  5.301101e-10  1.590330e-11  boxcar  NIRSpec
3.082622e+00  3.853275e-03  5.447966e-10  1.634390e-11  boxcar  NIRSpec
3.090338e+00  3.862920e-03  5.354651e-10  1.606395e-11  boxcar  NIRSpec
3.098073e+00  3.872590e-03  5.374751e-10  1.612425e-11  boxcar  NIRSpec
3.105828e+00  3.882283e-03  5.434810e-10  1.630443e-11  boxcar  NIRSpec
3.113603e+00  3.892001e-03  5.358443e-10  1.607533e-11  boxcar  NIRSpec
3.121396e+00  3.901743e-03  5.358941e-10  1.607682e-11  boxcar  NIRSpec
3.129210e+00  3.911510e-03  5.335558e-10  1.600667e-11  boxcar  NIRSpec
3.137042e+00  3.921301e-03  5.346272e-10  1.603881e-11  boxcar  NIRSpec
3.144895e+00  3.931116e-03  5.344973e-10  1.603492e-11  boxcar  NIRSpec
3.152767e+00  3.940957e-03  5.321294e-10  1.596388e-11  boxcar  NIRSpec
3.160659e+00  3.950821e-03  5.363835e-10  1.609151e-11  boxcar  NIRSpec
3.168570e+00  3.960711e-03  5.293158e-10  1.587948e-11  boxcar  NIRSpec
3.176502e+00  3.970625e-03  5.328938e-10  1.598682e-11  boxcar  NIRSpec
3.184453e+00  3.980564e-03  5.423520e-10  1.627056e-11  boxcar  NIRSpec
3.192424e+00  3.990528e-03  5.240049e-10  1.572015e-11  boxcar  NIRSpec
3.200415e+00  4.000516e-03  5.192090e-10  1.557627e-11  boxcar  NIRSpec
3.208426e+00  4.010530e-03  5.390289e-10  1.617087e-11  boxcar  NIRSpec
3.216457e+00  4.020569e-03  5.284487e-10  1.585346e-11  boxcar  NIRSpec
3.224508e+00  4.030633e-03  5.325504e-10  1.597651e-11  boxcar  NIRSpec
3.232580e+00  4.040722e-03  5.329446e-10  1.598834e-11  boxcar  NIRSpec
3.240671e+00  4.050837e-03  5.297487e-10  1.589246e-11  boxcar  NIRSpec
3.248783e+00  4.060977e-03  5.339007e-10  1.601702e-11  boxcar  NIRSpec
3.256915e+00  4.071142e-03  5.363466e-10  1.609040e-11  boxcar  NIRSpec
3.265068e+00  4.081332e-03  5.293092e-10  1.587928e-11  boxcar  NIRSpec
3.273240e+00  4.091548e-03  5.278018e-10  1.583405e-11  boxcar  NIRSpec
3.281434e+00  4.101790e-03  5.262718e-10  1.578815e-11  boxcar  NIRSpec
3.289648e+00  4.112057e-03  5.238729e-10  1.571619e-11  boxcar  NIRSpec
3.297882e+00  4.122350e-03  5.285083e-10  1.585525e-11  boxcar  NIRSpec
3.306137e+00  4.132669e-03  5.272053e-10  1.581616e-11  boxcar  NIRSpec
3.314413e+00  4.143014e-03  5.250312e-10  1.575094e-11  boxcar  NIRSpec
3.322709e+00  4.153384e-03  5.178201e-10  1.553460e-11  boxcar  NIRSpec
3.331026e+00  4.163781e-03  5.249216e-10  1.574765e-11  boxcar  NIRSpec
3.339364e+00  4.174203e-03  5.190877e-10  1.557263e-11  boxcar  NIRSpec
3.347723e+00  4.184652e-03  5.182612e-10  1.554784e-11  boxcar  NIRSpec
3.356103e+00  4.195126e-03  5.157267e-10  1.547180e-11  boxcar  NIRSpec
3.364504e+00  4.205627e-03  5.173827e-10  1.552148e-11  boxcar  NIRSpec
3.372925e+00  4.216155e-03  5.138194e-10  1.541458e-11  boxcar  NIRSpec
3.381368e+00  4.226708e-03  5.129798e-10  1.538939e-11  boxcar  NIRSpec
3.389832e+00  4.237288e-03  5.185448e-10  1.555634e-11  boxcar  NIRSpec
3.398317e+00  4.247895e-03  5.134852e-10  1.540456e-11  boxcar  NIRSpec
3.406824e+00  4.258528e-03  5.132430e-10  1.539729e-11  boxcar  NIRSpec
3.415352e+00  4.269187e-03  5.041987e-10  1.512596e-11  boxcar  NIRSpec
3.423901e+00  4.279874e-03  5.093303e-10  1.527991e-11  boxcar  NIRSpec
3.432471e+00  4.290587e-03  5.062683e-10  1.518805e-11  boxcar  NIRSpec
3.441063e+00  4.301327e-03  5.070200e-10  1.521060e-11  boxcar  NIRSpec
3.449676e+00  4.312093e-03  5.108082e-10  1.532424e-11  boxcar  NIRSpec
3.458311e+00  4.322887e-03  5.039979e-10  1.511994e-11  boxcar  NIRSpec
3.466968e+00  4.333708e-03  5.034782e-10  1.510435e-11  boxcar  NIRSpec
3.475646e+00  4.344556e-03  5.066593e-10  1.519978e-11  boxcar  NIRSpec
3.484346e+00  4.355431e-03  4.991361e-10  1.497408e-11  boxcar  NIRSpec
3.493068e+00  4.366333e-03  4.997584e-10  1.499275e-11  boxcar  NIRSpec
3.501812e+00  4.377262e-03  5.012124e-10  1.503637e-11  boxcar  NIRSpec
3.510577e+00  4.388219e-03  5.004613e-10  1.501384e-11  boxcar  NIRSpec
3.519365e+00  4.399203e-03  4.959154e-10  1.487746e-11  boxcar  NIRSpec
3.528174e+00  4.410215e-03  4.985282e-10  1.495585e-11  boxcar  NIRSpec
3.537005e+00  4.421254e-03  5.015217e-10  1.504565e-11  boxcar  NIRSpec
3.545859e+00  4.432321e-03  5.002571e-10  1.500771e-11  boxcar  NIRSpec
3.554735e+00  4.443416e-03  4.952469e-10  1.485741e-11  boxcar  NIRSpec
3.563633e+00  4.454539e-03  4.937290e-10  1.481187e-11  boxcar  NIRSpec
3.572553e+00  4.465689e-03  4.921948e-10  1.476585e-11  boxcar  NIRSpec
3.581495e+00  4.476867e-03  4.935371e-10  1.480611e-11  boxcar  NIRSpec
3.590460e+00  4.488073e-03  4.948321e-10  1.484496e-11  boxcar  NIRSpec
3.599448e+00  4.499307e-03  4.834860e-10  1.450458e-11  boxcar  NIRSpec
3.608458e+00  4.510570e-03  4.971612e-10  1.491484e-11  boxcar  NIRSpec
3.617490e+00  4.521860e-03  4.854124e-10  1.456237e-11  boxcar  NIRSpec
3.626545e+00  4.533179e-03  4.890529e-10  1.467159e-11  boxcar  NIRSpec
3.635623e+00  4.544526e-03  4.853696e-10  1.456109e-11  boxcar  NIRSpec
3.644723e+00  4.555902e-03  4.896040e-10  1.468812e-11  boxcar  NIRSpec
3.653846e+00  4.567306e-03  4.812235e-10  1.443670e-11  boxcar  NIRSpec
3.662993e+00  4.578738e-03  4.802970e-10  1.440891e-11  boxcar  NIRSpec
3.672161e+00  4.590199e-03  4.863655e-10  1.459097e-11  boxcar  NIRSpec
3.681353e+00  4.601689e-03  4.794016e-10  1.438205e-11  boxcar  NIRSpec
3.690568e+00  4.613208e-03  4.774130e-10  1.432239e-11  boxcar  NIRSpec
3.699806e+00  4.624755e-03  4.838325e-10  1.451498e-11  boxcar  NIRSpec
3.709067e+00  4.636332e-03  4.822439e-10  1.446732e-11  boxcar  NIRSpec
3.718352e+00  4.647937e-03  4.762975e-10  1.428892e-11  boxcar  NIRSpec
3.727659e+00  4.659571e-03  4.863941e-10  1.459182e-11  boxcar  NIRSpec
3.736990e+00  4.671235e-03  4.785607e-10  1.435682e-11  boxcar  NIRSpec
3.746344e+00  4.682928e-03  4.779835e-10  1.433950e-11  boxcar  NIRSpec
3.755722e+00  4.694650e-03  4.798377e-10  1.439513e-11  boxcar  NIRSpec
3.765123e+00  4.706401e-03  4.740998e-10  1.422299e-11  boxcar  NIRSpec
3.774547e+00  4.718182e-03  4.782909e-10  1.434873e-11  boxcar  NIRSpec
3.783995e+00  4.729992e-03  4.787137e-10  1.436141e-11  boxcar  NIRSpec
3.793467e+00  4.741832e-03  4.746462e-10  1.423938e-11  boxcar  NIRSpec
3.802963e+00  4.753701e-03  4.658515e-10  1.397555e-11  boxcar  NIRSpec
3.812482e+00  4.765600e-03  4.710018e-10  1.413005e-11  boxcar  NIRSpec
3.822025e+00  4.777529e-03  4.688259e-10  1.406478e-11  boxcar  NIRSpec
3.831592e+00  4.789488e-03  4.648161e-10  1.394448e-11  boxcar  NIRSpec
3.841183e+00  4.801476e-03  4.702410e-10  1.410723e-11  boxcar  NIRSpec
3.850798e+00  4.813495e-03  4.632479e-10  1.389744e-11  boxcar  NIRSpec
3.860437e+00  4.825544e-03  4.721487e-10  1.416446e-11  boxcar  NIRSpec
3.870100e+00  4.837623e-03  4.625009e-10  1.387503e-11  boxcar  NIRSpec
3.879788e+00  4.849732e-03  4.657941e-10  1.397382e-11  boxcar  NIRSpec
3.889499e+00  4.861872e-03  4.532668e-10  1.359800e-11  boxcar  NIRSpec
3.899235e+00  4.874042e-03  4.658689e-10  1.397607e-11  boxcar  NIRSpec
3.908996e+00  4.886242e-03  4.569750e-10  1.370925e-11  boxcar  NIRSpec
3.918780e+00  4.898473e-03  4.532952e-10  1.359886e-11  boxcar  NIRSpec
3.928589e+00  4.910734e-03  4.540435e-10  1.362131e-11  boxcar  NIRSpec
3.938423e+00  4.923026e-03  4.540766e-10  1.362230e-11  boxcar  NIRSpec
3.948282e+00  4.935349e-03  4.501177e-10  1.350353e-11  boxcar  NIRSpec
3.958165e+00  4.947703e-03  4.524068e-10  1.357220e-11  boxcar  NIRSpec
3.968072e+00  4.960088e-03  4.373906e-10  1.312172e-11  boxcar  NIRSpec
3.978005e+00  4.972504e-03  4.358401e-10  1.307520e-11  boxcar  NIRSpec
3.987962e+00  4.984950e-03  4.337097e-10  1.301129e-11  boxcar  NIRSpec
3.997945e+00  4.997428e-03  4.290657e-10  1.287197e-11  boxcar  NIRSpec
4.007952e+00  5.009938e-03  4.134318e-10  1.240295e-11  boxcar  NIRSpec
4.017985e+00  5.022478e-03  4.122599e-10  1.236780e-11  boxcar  NIRSpec
4.028042e+00  5.035050e-03  4.028623e-10  1.208587e-11  boxcar  NIRSpec
4.038125e+00  5.047653e-03  4.012243e-10  1.203673e-11  boxcar  NIRSpec
4.048233e+00  5.060288e-03  3.819764e-10  1.145929e-11  boxcar  NIRSpec
4.058366e+00  5.072955e-03  3.866410e-10  1.159923e-11  boxcar  NIRSpec
4.171520e+00  5.214397e-03  3.595961e-10  1.078788e-11  boxcar  NIRSpec
4.181962e+00  5.227449e-03  3.590780e-10  1.077234e-11  boxcar  NIRSpec
4.192430e+00  5.240534e-03  3.559371e-10  1.067811e-11  boxcar  NIRSpec
4.202924e+00  5.253652e-03  3.642337e-10  1.092701e-11  boxcar  NIRSpec
4.213444e+00  5.266803e-03  3.544332e-10  1.063300e-11  boxcar  NIRSpec
4.223991e+00  5.279986e-03  3.534273e-10  1.060282e-11  boxcar  NIRSpec
4.234564e+00  5.293203e-03  3.512358e-10  1.053707e-11  boxcar  NIRSpec
4.245164e+00  5.306452e-03  3.452378e-10  1.035713e-11  boxcar  NIRSpec
4.255790e+00  5.319735e-03  3.403064e-10  1.020919e-11  boxcar  NIRSpec
4.266443e+00  5.333051e-03  3.371926e-10  1.011578e-11  boxcar  NIRSpec
4.277122e+00  5.346400e-03  3.348832e-10  1.004650e-11  boxcar  NIRSpec
4.287829e+00  5.359783e-03  3.348139e-10  1.004442e-11  boxcar  NIRSpec
4.298562e+00  5.373199e-03  3.317277e-10  9.951830e-12  boxcar  NIRSpec
4.309321e+00  5.386649e-03  3.265451e-10  9.796353e-12  boxcar  NIRSpec
4.320108e+00  5.400132e-03  3.259708e-10  9.779125e-12  boxcar  NIRSpec
4.330922e+00  5.413650e-03  3.265357e-10  9.796071e-12  boxcar  NIRSpec
4.341763e+00  5.427201e-03  3.206276e-10  9.618828e-12  boxcar  NIRSpec
4.352631e+00  5.440786e-03  3.143477e-10  9.430430e-12  boxcar  NIRSpec
4.363526e+00  5.454405e-03  3.136325e-10  9.408976e-12  boxcar  NIRSpec
4.374448e+00  5.468058e-03  3.112619e-10  9.337856e-12  boxcar  NIRSpec
4.385398e+00  5.481745e-03  3.104752e-10  9.314257e-12  boxcar  NIRSpec
4.396375e+00  5.495466e-03  3.098496e-10  9.295488e-12  boxcar  NIRSpec
4.407380e+00  5.509222e-03  3.102257e-10  9.306772e-12  boxcar  NIRSpec
4.418412e+00  5.523013e-03  3.110546e-10  9.331637e-12  boxcar  NIRSpec
4.429472e+00  5.536837e-03  3.037750e-10  9.113250e-12  boxcar  NIRSpec
4.440560e+00  5.550697e-03  3.020746e-10  9.062237e-12  boxcar  NIRSpec
4.451675e+00  5.564591e-03  3.005385e-10  9.016156e-12  boxcar  NIRSpec
4.462818e+00  5.578520e-03  2.993677e-10  8.981032e-12  boxcar  NIRSpec
4.473989e+00  5.592484e-03  2.945657e-10  8.836971e-12  boxcar  NIRSpec
4.485188e+00  5.606482e-03  2.962757e-10  8.888272e-12  boxcar  NIRSpec
4.496415e+00  5.620516e-03  2.909922e-10  8.729767e-12  boxcar  NIRSpec
4.507670e+00  5.634585e-03  2.918687e-10  8.756060e-12  boxcar  NIRSpec
4.518953e+00  5.648689e-03  2.870288e-10  8.610865e-12  boxcar  NIRSpec
4.530265e+00  5.662828e-03  2.829851e-10  8.489552e-12  boxcar  NIRSpec
4.541605e+00  5.677003e-03  2.841368e-10  8.524103e-12  boxcar  NIRSpec
4.552973e+00  5.691213e-03  2.831088e-10  8.493265e-12  boxcar  NIRSpec
4.564370e+00  5.705459e-03  2.870762e-10  8.612287e-12  boxcar  NIRSpec
4.575795e+00  5.719741e-03  2.799058e-10  8.397173e-12  boxcar  NIRSpec
4.587249e+00  5.734058e-03  2.801298e-10  8.403893e-12  boxcar  NIRSpec
4.598731e+00  5.748411e-03  2.719674e-10  8.159022e-12  boxcar  NIRSpec
4.610242e+00  5.762800e-03  2.782444e-10  8.347332e-12  boxcar  NIRSpec
4.621782e+00  5.777225e-03  2.763268e-10  8.289805e-12  boxcar  NIRSpec
4.633351e+00  5.791686e-03  2.776486e-10  8.329458e-12  boxcar  NIRSpec
4.644949e+00  5.806183e-03  2.722417e-10  8.167252e-12  boxcar  NIRSpec
4.656576e+00  5.820717e-03  2.740598e-10  8.221795e-12  boxcar  NIRSpec
4.668232e+00  5.835287e-03  2.699831e-10  8.099493e-12  boxcar  NIRSpec
