CENTRALWAVELNG	BANDWIDTH	PL_TRANDEP	PL_TRANDEPERR1	PL_TRANDEPERR2	PL_TRANDEP_AUTHORS	PL_RATROR	PL_RATRORERR1	PL_RATRORERR2	PL_RATROR_AUTHORS	PL_RADJ	PL_RADJERR1	PL_RADJERR2	PL_RADJ_AUTHORS	PL_TRANMID	PL_TRANMIDERR1	PL_TRANMIDERR2	ST_RAD	ST_RADERR1	ST_RADERR2	ST_RAD_AUTHORS
4.0475	0.0075	2.0493	0.0091	-0.0091	Welbanks et al. 2024	0.14315	0.00032	-0.00032	Calculated	0.9333	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.0625	0.0075	2.0401	0.0088	-0.0088	Welbanks et al. 2024	0.14283	0.00031	-0.00031	Calculated	0.9312	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.0775	0.0075	2.0283	0.0096	-0.0096	Welbanks et al. 2024	0.14242	0.00034	-0.00034	Calculated	0.9286	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.0925	0.0075	2.0123	0.0085	-0.0085	Welbanks et al. 2024	0.14186	0.0003	-0.0003	Calculated	0.9249	0.0277	-0.0277	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1075	0.0075	2.0274	0.0088	-0.0088	Welbanks et al. 2024	0.14239	0.00031	-0.00031	Calculated	0.9283	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1225	0.0075	2.019	0.0094	-0.0094	Welbanks et al. 2024	0.14209	0.00033	-0.00033	Calculated	0.9264	0.0277	-0.0277	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1375	0.0075	2.0233	0.0093	-0.0093	Welbanks et al. 2024	0.14224	0.00033	-0.00033	Calculated	0.9274	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1525	0.0075	2.0046	0.0088	-0.0088	Welbanks et al. 2024	0.14158	0.00031	-0.00031	Calculated	0.9231	0.0276	-0.0276	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1675	0.0075	2.0226	0.0089	-0.0089	Welbanks et al. 2024	0.14222	0.00031	-0.00031	Calculated	0.9272	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1825	0.0075	2.0497	0.0092	-0.0092	Welbanks et al. 2024	0.14317	0.00032	-0.00032	Calculated	0.9334	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.1975	0.0075	2.0317	0.0099	-0.0099	Welbanks et al. 2024	0.14254	0.00035	-0.00035	Calculated	0.9293	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.2125	0.0075	2.0583	0.0085	-0.0085	Welbanks et al. 2024	0.14347	0.0003	-0.0003	Calculated	0.9354	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.2275	0.0075	2.0988	0.0094	-0.0094	Welbanks et al. 2024	0.14487	0.00032	-0.00032	Calculated	0.9445	0.0283	-0.0283	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.2425	0.0075	2.0917	0.0101	-0.0101	Welbanks et al. 2024	0.14463	0.00035	-0.00035	Calculated	0.943	0.0282	-0.0282	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.2575	0.0075	2.1138	0.0088	-0.0088	Welbanks et al. 2024	0.14539	0.0003	-0.0003	Calculated	0.9479	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.2725	0.0075	2.1197	0.009	-0.009	Welbanks et al. 2024	0.14559	0.00031	-0.00031	Calculated	0.9492	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.2875	0.0075	2.1213	0.0102	-0.0102	Welbanks et al. 2024	0.14565	0.00035	-0.00035	Calculated	0.9496	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3025	0.0075	2.1258	0.0096	-0.0096	Welbanks et al. 2024	0.1458	0.00033	-0.00033	Calculated	0.9506	0.0285	-0.0285	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3175	0.0075	2.1132	0.01	-0.01	Welbanks et al. 2024	0.14537	0.00034	-0.00034	Calculated	0.9478	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3325	0.0075	2.1312	0.0099	-0.0099	Welbanks et al. 2024	0.14599	0.00034	-0.00034	Calculated	0.9518	0.0285	-0.0285	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3475	0.0075	2.1219	0.0105	-0.0105	Welbanks et al. 2024	0.14567	0.00036	-0.00036	Calculated	0.9497	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3625	0.0075	2.1117	0.0099	-0.0099	Welbanks et al. 2024	0.14532	0.00034	-0.00034	Calculated	0.9474	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3775	0.0075	2.1061	0.0103	-0.0103	Welbanks et al. 2024	0.14512	0.00035	-0.00036	Calculated	0.9462	0.0283	-0.0283	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.3925	0.0075	2.1063	0.0105	-0.0105	Welbanks et al. 2024	0.14513	0.00036	-0.00036	Calculated	0.9462	0.0283	-0.0283	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4075	0.0075	2.0847	0.0106	-0.0106	Welbanks et al. 2024	0.14438	0.00037	-0.00037	Calculated	0.9414	0.0282	-0.0282	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4225	0.0075	2.0965	0.0105	-0.0105	Welbanks et al. 2024	0.14479	0.00036	-0.00036	Calculated	0.944	0.0283	-0.0283	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4375	0.0075	2.0815	0.01	-0.01	Welbanks et al. 2024	0.14427	0.00035	-0.00035	Calculated	0.9406	0.0282	-0.0282	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4525	0.0075	2.0604	0.0102	-0.0102	Welbanks et al. 2024	0.14354	0.00035	-0.00036	Calculated	0.9359	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4675	0.0075	2.0756	0.011	-0.011	Welbanks et al. 2024	0.14407	0.00038	-0.00038	Calculated	0.9393	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4825	0.0075	2.0457	0.011	-0.011	Welbanks et al. 2024	0.14303	0.00038	-0.00039	Calculated	0.9325	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.4975	0.0075	2.053	0.0115	-0.0115	Welbanks et al. 2024	0.14328	0.0004	-0.0004	Calculated	0.9342	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.5125	0.0075	2.0352	0.0114	-0.0114	Welbanks et al. 2024	0.14266	0.0004	-0.0004	Calculated	0.9301	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.5275	0.0075	2.0563	0.0103	-0.0103	Welbanks et al. 2024	0.1434	0.00036	-0.00036	Calculated	0.9349	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.5425	0.0075	2.0443	0.011	-0.011	Welbanks et al. 2024	0.14298	0.00038	-0.00039	Calculated	0.9322	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.5575	0.0075	2.0635	0.0108	-0.0108	Welbanks et al. 2024	0.14365	0.00038	-0.00038	Calculated	0.9366	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.5725	0.0075	2.0513	0.0112	-0.0112	Welbanks et al. 2024	0.14322	0.00039	-0.00039	Calculated	0.9338	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.5875	0.0075	2.04	0.0114	-0.0114	Welbanks et al. 2024	0.14283	0.0004	-0.0004	Calculated	0.9312	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6025	0.0075	2.0549	0.0111	-0.0111	Welbanks et al. 2024	0.14335	0.00039	-0.00039	Calculated	0.9346	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6175	0.0075	2.0676	0.011	-0.011	Welbanks et al. 2024	0.14379	0.00038	-0.00038	Calculated	0.9375	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6325	0.0075	2.0438	0.0115	-0.0115	Welbanks et al. 2024	0.14296	0.0004	-0.0004	Calculated	0.9321	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6475	0.0075	2.0579	0.0111	-0.0111	Welbanks et al. 2024	0.14345	0.00039	-0.00039	Calculated	0.9353	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6625	0.0075	2.0435	0.0112	-0.0112	Welbanks et al. 2024	0.14295	0.00039	-0.00039	Calculated	0.932	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6775	0.0075	2.0645	0.0119	-0.0119	Welbanks et al. 2024	0.14368	0.00041	-0.00041	Calculated	0.9368	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.6925	0.0075	2.0355	0.0115	-0.0115	Welbanks et al. 2024	0.14267	0.0004	-0.0004	Calculated	0.9302	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7075	0.0075	2.0542	0.0118	-0.0118	Welbanks et al. 2024	0.14332	0.00041	-0.00041	Calculated	0.9345	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7225	0.0075	2.0659	0.0119	-0.0119	Welbanks et al. 2024	0.14373	0.00041	-0.00041	Calculated	0.9371	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7375	0.0075	2.0433	0.0119	-0.0119	Welbanks et al. 2024	0.14294	0.00042	-0.00042	Calculated	0.932	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7525	0.0075	2.07	0.0121	-0.0121	Welbanks et al. 2024	0.14387	0.00042	-0.00042	Calculated	0.938	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7675	0.0075	2.0444	0.0134	-0.0134	Welbanks et al. 2024	0.14298	0.00047	-0.00047	Calculated	0.9322	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7825	0.0075	2.0251	0.013	-0.013	Welbanks et al. 2024	0.14231	0.00046	-0.00046	Calculated	0.9278	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.7975	0.0075	2.0375	0.012	-0.012	Welbanks et al. 2024	0.14274	0.00042	-0.00042	Calculated	0.9307	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.8125	0.0075	2.0589	0.0125	-0.0125	Welbanks et al. 2024	0.14349	0.00043	-0.00044	Calculated	0.9355	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.8275	0.0075	2.0543	0.0133	-0.0133	Welbanks et al. 2024	0.14333	0.00046	-0.00046	Calculated	0.9345	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.8425	0.0075	2.0586	0.0121	-0.0121	Welbanks et al. 2024	0.14348	0.00042	-0.00042	Calculated	0.9355	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.8575	0.0075	2.0475	0.0126	-0.0126	Welbanks et al. 2024	0.14309	0.00044	-0.00044	Calculated	0.9329	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.8725	0.0075	2.0419	0.0127	-0.0127	Welbanks et al. 2024	0.1429	0.00044	-0.00045	Calculated	0.9317	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.8875	0.0075	2.0146	0.0132	-0.0132	Welbanks et al. 2024	0.14194	0.00046	-0.00047	Calculated	0.9254	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9025	0.0075	2.0215	0.0137	-0.0137	Welbanks et al. 2024	0.14218	0.00048	-0.00048	Calculated	0.927	0.0278	-0.0278	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9175	0.0075	2.0256	0.0137	-0.0137	Welbanks et al. 2024	0.14232	0.00048	-0.00048	Calculated	0.9279	0.0279	-0.0279	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9325	0.0075	2.0505	0.0137	-0.0137	Welbanks et al. 2024	0.1432	0.00048	-0.00048	Calculated	0.9336	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9475	0.0075	2.0447	0.0153	-0.0153	Welbanks et al. 2024	0.14299	0.00053	-0.00054	Calculated	0.9323	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9625	0.0075	2.0361	0.0146	-0.0146	Welbanks et al. 2024	0.14269	0.00051	-0.00051	Calculated	0.9303	0.028	-0.028	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9775	0.0075	2.0336	0.0199	-0.0199	Welbanks et al. 2024	0.1426	0.0007	-0.0007	Calculated	0.9298	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
4.9925	0.0075	2.0159	0.0228	-0.0228	Welbanks et al. 2024	0.14198	0.0008	-0.00081	Calculated	0.9257	0.0281	-0.0281	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
5.0075	0.0075	2.008	0.0292	-0.0292	Welbanks et al. 2024	0.1417	0.00103	-0.00103	Calculated	0.9239	0.0284	-0.0284	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
5.0225	0.0075	1.9991	0.0341	-0.0341	Welbanks et al. 2024	0.14139	0.0012	-0.00121	Calculated	0.9218	0.0286	-0.0286	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
5.0375	0.0075	2.0435	0.0456	-0.0456	Welbanks et al. 2024	0.14295	0.00159	-0.0016	Calculated	0.932	0.0297	-0.0297	Calculated				0.67	0.02	-0.02	Piaulet et al. 2021
