# wavelength_um flux_convolved
4.868254724018067e-01 1.226738763738896e+14
4.868498136754268e-01 9.808906735610388e+13
4.868741561661106e-01 1.162758858572385e+14
4.868984998739189e-01 1.006966629975069e+14
4.869228447989126e-01 9.685689239181794e+13
4.869471909411525e-01 8.516792676063025e+13
4.869715383006996e-01 6.655550654284113e+13
4.869958868776146e-01 1.087801305497718e+14
4.870202366719585e-01 1.244382157327049e+14
4.870445876837921e-01 1.155597764880956e+14
4.870689399131762e-01 1.229642259156708e+14
4.870932933601719e-01 1.045744577546385e+14
4.871176480248399e-01 1.009600668543019e+14
4.871420039072412e-01 6.210001869074156e+13
4.871663610074365e-01 9.509252333710672e+13
4.871907193254870e-01 1.000658523605342e+14
4.872150788614532e-01 6.107349301608634e+13
4.872394396153963e-01 7.397811287308617e+13
4.872638015873771e-01 3.273585061497475e+13
4.872881647774564e-01 6.051601079376633e+13
4.873125291856953e-01 8.157737845827309e+13
4.873368948121545e-01 4.590385655446667e+13
4.873612616568952e-01 5.175982808806694e+13
4.873856297199780e-01 8.798083411786925e+13
4.874099990014640e-01 1.024626039214890e+14
4.874343695014141e-01 1.055468796033589e+14
4.874587412198891e-01 1.057019274820365e+14
4.874831141569501e-01 9.476537311306494e+13
4.875074883126580e-01 1.046466796371846e+14
4.875318636870736e-01 8.955518325311484e+13
4.875562402802580e-01 1.044637676391304e+14
4.875806180922720e-01 1.021504881903891e+14
4.876049971231766e-01 8.575868867100653e+13
4.876293773730327e-01 1.067510347087154e+14
4.876537588419014e-01 1.092728206619916e+14
4.876781415298435e-01 5.440193361022322e+13
4.877025254369199e-01 9.444978631423380e+13
4.877269105631918e-01 9.218950525224127e+13
4.877512969087199e-01 9.366652564448352e+13
4.877756844735653e-01 9.817487161160839e+13
4.878000732577890e-01 1.009515917074915e+14
4.878244632614519e-01 1.079875472418135e+14
4.878488544846151e-01 9.951873192641291e+13
4.878732469273393e-01 9.019937078710322e+13
4.878976405896857e-01 6.133766484720675e+13
4.879220354717151e-01 4.833793459968225e+13
4.879464315734887e-01 1.829192444932304e+13
4.879708288950674e-01 4.204865691244202e+13
4.879952274365121e-01 7.178782537330634e+13
4.880196271978840e-01 9.210056946093645e+13
4.880440281792439e-01 1.013528304093553e+14
4.880684303806528e-01 1.019846231977404e+14
4.880928338021719e-01 1.147181441798137e+14
4.881172384438620e-01 1.174215885410263e+14
4.881416443057842e-01 9.573895698280988e+13
4.881660513879995e-01 1.029610552419882e+14
4.881904596905688e-01 8.477673637201239e+13
4.882148692135534e-01 9.902501244815564e+13
4.882392799570140e-01 1.058011386958143e+14
4.882636919210119e-01 1.050501014806852e+14
4.882881051056079e-01 3.942526285781357e+13
4.883125195108632e-01 5.708762571617534e+13
4.883369351368388e-01 1.057417875796282e+14
4.883613519835956e-01 6.848258930294079e+13
4.883857700511948e-01 1.149029341471399e+14
4.884101893396974e-01 1.165293553252796e+14
4.884346098491644e-01 1.135134143120087e+14
4.884590315796568e-01 1.259623272591573e+14
4.884834545312358e-01 1.077710502892292e+14
4.885078787039624e-01 9.295485976864761e+13
4.885323040978976e-01 1.178950334659166e+14
4.885567307131025e-01 1.174074635692431e+14
4.885811585496382e-01 1.266713683844148e+14
4.886055876075657e-01 1.114640416143703e+14
4.886300178869460e-01 8.082038456907175e+13
4.886544493878403e-01 5.778822767761547e+13
4.886788821103097e-01 6.984515276947255e+13
4.887033160544152e-01 1.193284753787566e+14
4.887277512202179e-01 1.064148559438395e+14
4.887521876077790e-01 1.077945221898387e+14
4.887766252171594e-01 8.562039567791114e+13
4.888010640484202e-01 1.084285710522852e+14
4.888255041016226e-01 6.905571625060763e+13
4.888499453768277e-01 5.178281269707822e+13
4.888743878740966e-01 8.366083755629662e+13
4.888988315934903e-01 6.836326890568977e+13
4.889232765350700e-01 8.088071909301806e+13
4.889477226988968e-01 9.840869290194131e+13
4.889721700850318e-01 1.046897053106043e+14
4.889966186935359e-01 6.891361326603787e+13
4.890210685244707e-01 1.038735747967508e+14
4.890455195778969e-01 5.645596903473263e+13
4.890699718538757e-01 8.597168745645466e+13
4.890944253524684e-01 1.086473797760116e+14
4.891188800737361e-01 9.700929012822253e+13
4.891433360177398e-01 1.043135175456929e+14
4.891677931845407e-01 9.694325804677947e+13
4.891922515741998e-01 6.787200850109269e+13
4.892167111867786e-01 3.414206883359646e+13
4.892411720223379e-01 6.003653408978544e+13
4.892656340809391e-01 5.403553388786150e+13
4.892900973626432e-01 2.843265783960545e+13
4.893145618675113e-01 6.890868982673258e+13
4.893390275956047e-01 9.345011808501775e+13
4.893634945469845e-01 1.072861473996565e+14
4.893879627217118e-01 1.132025300291114e+14
4.894124321198479e-01 9.676498392270298e+13
4.894369027414538e-01 8.658582376250211e+13
4.894613745865909e-01 1.085166761854469e+14
4.894858476553202e-01 9.498813256745748e+13
4.895103219477030e-01 9.987393290771931e+13
4.895347974638004e-01 1.103131238194152e+14
4.895592742036736e-01 1.083789423400032e+14
4.895837521673838e-01 1.105348905769504e+14
4.896082313549922e-01 1.011296086076625e+14
4.896327117665600e-01 1.051033820804319e+14
4.896571934021483e-01 1.022666814650583e+14
4.896816762618184e-01 1.227041721988993e+14
4.897061603456315e-01 1.215895814749791e+14
4.897306456536487e-01 1.097811638229814e+14
4.897551321859314e-01 1.025314386201619e+14
4.897796199425408e-01 7.531258354025734e+13
4.898041089235379e-01 1.180712110672694e+14
4.898285991289841e-01 9.880919090194278e+13
4.898530905589405e-01 9.864428541298441e+13
4.898775832134685e-01 1.206903763151938e+14
4.899020770926291e-01 1.040845192034054e+14
4.899265721964837e-01 1.200936520047578e+14
4.899510685250935e-01 1.142839043120559e+14
4.899755660785198e-01 1.100384285643544e+14
4.900000648568237e-01 1.098791071697693e+14
4.900245648600665e-01 1.328760179630833e+14
4.900490660883096e-01 1.170868236011077e+14
4.900735685416140e-01 1.004008077297828e+14
4.900980722200410e-01 1.093287831865056e+14
4.901225771236520e-01 4.608313702517059e+13
4.901470832525083e-01 8.270205474033327e+13
4.901715906066709e-01 9.957839447431028e+13
4.901960991862012e-01 8.384348903134953e+13
4.902206089911605e-01 8.725494329065944e+13
4.902451200216100e-01 1.035413703050632e+14
4.902696322776111e-01 9.452766643338564e+13
4.902941457592250e-01 1.133198214350027e+14
4.903186604665129e-01 9.217864669168898e+13
4.903431763995363e-01 9.494037462340567e+13
4.903676935583562e-01 1.053156022977281e+14
4.903922119430342e-01 1.217293760421444e+14
4.904167315536313e-01 1.037832030968700e+14
4.904412523902090e-01 9.220928624558434e+13
4.904657744528285e-01 3.702302410783365e+13
4.904902977415511e-01 8.670281823255469e+13
4.905148222564382e-01 9.082550042890270e+13
4.905393479975511e-01 7.939509902889822e+13
4.905638749649510e-01 8.535116821983675e+13
4.905884031586992e-01 7.311674804771155e+13
4.906129325788570e-01 9.482662461277805e+13
4.906374632254860e-01 1.098820065949261e+14
4.906619950986473e-01 1.095862785525900e+14
4.906865281984022e-01 1.215252711715329e+14
4.907110625248122e-01 1.194900086458356e+14
4.907355980779384e-01 1.151689821631096e+14
4.907601348578423e-01 1.085700090787219e+14
4.907846728645851e-01 1.038881567348831e+14
4.908092120982284e-01 1.063922044809710e+14
4.908337525588332e-01 9.527822103024827e+13
4.908582942464612e-01 7.538709371206442e+13
4.908828371611735e-01 1.018057705953302e+14
4.909073813030316e-01 8.696373450550495e+13
4.909319266720968e-01 1.043205318454319e+14
4.909564732684304e-01 1.088971783666658e+14
4.909810210920939e-01 1.205249568195625e+14
4.910055701431485e-01 1.152060327847952e+14
4.910301204216557e-01 1.149912981577721e+14
4.910546719276767e-01 7.742468780342316e+13
4.910792246612732e-01 7.831194069937806e+13
4.911037786225062e-01 1.055379156868814e+14
4.911283338114373e-01 9.195482626968298e+13
4.911528902281279e-01 8.917086288477086e+13
4.911774478726393e-01 7.472194289228325e+13
4.912020067450329e-01 8.614847680144062e+13
4.912265668453702e-01 9.594774372092502e+13
4.912511281737125e-01 1.006220492556213e+14
4.912756907301212e-01 9.667602678827048e+13
4.913002545146577e-01 7.581275404723205e+13
4.913248195273834e-01 7.119458617175214e+13
4.913493857683597e-01 1.053285743533916e+14
4.913739532376482e-01 8.889676810725992e+13
4.913985219353100e-01 1.050416768995669e+14
4.914230918614069e-01 1.085313590964081e+14
4.914476630159998e-01 1.210798103093407e+14
4.914722353991506e-01 1.154221107880990e+14
4.914968090109206e-01 5.438072449231570e+13
4.915213838513711e-01 8.681636284017108e+13
4.915459599205637e-01 1.010024096225535e+14
4.915705372185597e-01 1.046568739660370e+14
4.915951157454205e-01 8.846036747175255e+13
4.916196955012078e-01 9.962767366969234e+13
4.916442764859829e-01 8.947020517870783e+13
4.916688586998071e-01 9.524640439824362e+13
4.916934421427421e-01 1.269231982431656e+14
4.917180268148493e-01 1.002629129219984e+14
4.917426127161901e-01 1.192437996015388e+14
4.917671998468258e-01 9.853285604872831e+13
4.917917882068182e-01 1.152962317672503e+14
4.918163777962285e-01 1.189003076617822e+14
4.918409686151183e-01 1.114660675408971e+14
4.918655606635491e-01 7.864015457813700e+13
4.918901539415823e-01 9.964217540120714e+13
4.919147484492793e-01 9.149449668540316e+13
4.919393441867018e-01 8.242719663636564e+13
4.919639411539111e-01 9.240352905136359e+13
4.919885393509689e-01 9.496525677461011e+13
4.920131387779364e-01 6.318497729350216e+13
4.920377394348753e-01 3.088336010338080e+13
4.920623413218470e-01 7.532500793573744e+13
4.920869444389131e-01 6.444028816539166e+13
4.921115487861351e-01 6.978332479312016e+13
4.921361543635744e-01 7.490153070936088e+13
4.921607611712926e-01 5.566190924348716e+13
4.921853692093512e-01 2.475263122352695e+13
4.922099784778117e-01 4.925270886439441e+13
4.922345889767356e-01 6.219126893170676e+13
4.922592007061843e-01 8.783621724117336e+13
4.922838136662196e-01 1.045510156164640e+14
4.923084278569030e-01 5.767449395558508e+13
4.923330432782959e-01 9.588252226888369e+13
4.923576599304598e-01 6.141452755261043e+13
4.923822778134563e-01 8.391298790567386e+13
4.924068969273470e-01 1.175999611113670e+14
4.924315172721933e-01 9.925948642189477e+13
4.924561388480569e-01 1.041182554698408e+14
4.924807616549993e-01 1.019208259491701e+14
4.925053856930820e-01 1.230744962739989e+14
4.925300109623666e-01 9.724132795917719e+13
4.925546374629148e-01 1.173915550491985e+14
4.925792651947880e-01 1.201955776245940e+14
4.926038941580476e-01 7.446231188278858e+13
4.926285243527556e-01 8.729628338596161e+13
4.926531557789732e-01 1.025757046168818e+14
4.926777884367622e-01 7.169262744996575e+13
4.927024223261840e-01 9.485756333237159e+13
4.927270574473003e-01 1.228826087503638e+14
4.927516938001726e-01 7.811069731016525e+13
4.927763313848627e-01 1.131356848477349e+14
4.928009702014319e-01 1.030948379665613e+14
4.928256102499420e-01 7.037340983188205e+13
4.928502515304545e-01 1.012098705975936e+14
4.928748940430310e-01 7.734333289380219e+13
4.928995377877332e-01 7.392395476138531e+13
4.929241827646226e-01 1.110324760138820e+14
4.929488289737608e-01 9.349339795457552e+13
4.929734764152094e-01 6.566200598726006e+13
4.929981250890302e-01 8.573001192462316e+13
4.930227749952846e-01 8.834519001214128e+13
4.930474261340344e-01 1.129504334367153e+14
4.930720785053411e-01 1.199239209340407e+14
4.930967321092663e-01 1.248221612683138e+14
4.931213869458719e-01 8.801296403107497e+13
4.931460430152192e-01 1.209778208373461e+14
4.931707003173699e-01 9.497005661461222e+13
4.931953588523857e-01 1.271135802548615e+14
4.932200186203284e-01 1.086333595379196e+14
4.932446796212595e-01 1.114694360903308e+14
4.932693418552405e-01 1.209474598633835e+14
4.932940053223333e-01 1.265007054214200e+14
4.933186700225994e-01 1.114498514445636e+14
4.933433359561006e-01 1.033745486779961e+14
4.933680031228984e-01 1.200098311613382e+14
4.933926715230545e-01 1.279074069581198e+14
4.934173411566307e-01 1.204438044052516e+14
4.934420120236885e-01 8.024126504581538e+13
4.934666841242897e-01 7.508219491632772e+13
4.934913574584959e-01 1.136304073761198e+14
4.935160320263688e-01 9.238872107419692e+13
4.935407078279700e-01 4.323422479992905e+13
4.935653848633615e-01 7.818337241152056e+13
4.935900631326046e-01 8.000878219110095e+13
4.936147426357612e-01 8.738925239425105e+13
4.936394233728930e-01 9.282696106476103e+13
4.936641053440617e-01 7.326708695439645e+13
4.936887885493288e-01 1.084794850954919e+14
4.937134729887564e-01 7.976786105371955e+13
4.937381586624058e-01 1.121744561783613e+14
4.937628455703389e-01 7.123284487574317e+13
4.937875337126175e-01 1.088322423462529e+14
4.938122230893031e-01 1.183877926491627e+14
4.938369137004575e-01 1.227771110975371e+14
4.938616055461425e-01 9.046674903036886e+13
4.938862986264199e-01 8.920832533260186e+13
4.939109929413511e-01 8.123920050923056e+13
4.939356884909982e-01 9.772449875967641e+13
4.939603852754228e-01 4.870266837169508e+13
4.939850832946865e-01 7.309386227892175e+13
4.940097825488513e-01 5.868518569511727e+13
4.940344830379788e-01 5.938668615810471e+13
4.940591847621307e-01 6.037545473891086e+13
4.940838877213687e-01 4.380292036309813e+13
4.941085919157548e-01 1.960015986810414e+13
4.941332973453506e-01 5.577590232502951e+13
4.941580040102178e-01 7.906226719508034e+13
4.941827119104183e-01 9.191789945934331e+13
4.942074210460138e-01 1.043298416660665e+14
4.942321314170661e-01 1.017280083010690e+14
4.942568430236370e-01 8.383541671515702e+13
4.942815558657882e-01 6.996173627706000e+13
4.943062699435815e-01 9.090874869951781e+13
4.943309852570787e-01 7.296081588256548e+13
4.943557018063416e-01 1.000910516314390e+14
4.943804195914319e-01 4.505962404892477e+13
4.944051386124115e-01 8.192199138318456e+13
4.944298588693421e-01 1.099520258243196e+14
4.944545803622856e-01 1.072248273427450e+14
4.944793030913037e-01 8.444958879739358e+13
4.945040270564582e-01 9.922800125861552e+13
4.945287522578111e-01 1.272089249203177e+14
4.945534786954240e-01 1.214437236305604e+14
4.945782063693588e-01 1.131605306421214e+14
4.946029352796773e-01 8.956663502730491e+13
4.946276654264413e-01 1.092771564324540e+14
4.946523968097127e-01 1.039393115875353e+14
4.946771294295532e-01 1.117589066357695e+14
4.947018632860246e-01 1.208838643360820e+14
4.947265983791889e-01 1.272328514647812e+14
4.947513347091079e-01 8.347199510279105e+13
4.947760722758433e-01 5.058073263573817e+13
4.948008110794571e-01 1.025594225970852e+14
4.948255511200110e-01 1.229170487312627e+14
4.948502923975671e-01 7.992545282537325e+13
4.948750349121870e-01 1.086737817499069e+14
4.948997786639326e-01 1.074080340068529e+14
4.949245236528658e-01 7.038851160384494e+13
4.949492698790484e-01 6.865904130186240e+13
4.949740173425424e-01 7.516790927696844e+13
4.949987660434095e-01 9.831976975840438e+13
4.950235159817117e-01 7.012635328224816e+13
4.950482671575108e-01 1.004018593837192e+14
4.950730195708687e-01 7.459242635637500e+13
4.950977732218472e-01 9.030729879042786e+13
4.951225281105084e-01 9.721535597785033e+13
4.951472842369140e-01 6.718198565013645e+13
4.951720416011258e-01 1.284685603926099e+14
4.951968002032058e-01 1.109520778733902e+14
4.952215600432160e-01 1.187365658101764e+14
4.952463211212182e-01 1.069211610277497e+14
4.952710834372742e-01 1.281441985725897e+14
4.952958469914461e-01 1.168580110926953e+14
4.953206117837957e-01 1.238418407551505e+14
4.953453778143848e-01 1.179110413381365e+14
4.953701450832755e-01 1.060709104033651e+14
4.953949135905297e-01 1.096019821933205e+14
4.954196833362092e-01 1.071821076355396e+14
4.954444543203760e-01 9.232686878434417e+13
4.954692265430920e-01 7.177020840037436e+13
4.954940000044191e-01 8.842174486713166e+13
4.955187747044193e-01 9.133825203412325e+13
4.955435506431546e-01 8.757895255216872e+13
4.955683278206867e-01 9.013253966582427e+13
4.955931062370778e-01 7.478118905880280e+13
4.956178858923897e-01 5.770707689042290e+13
4.956426667866843e-01 9.822554463258983e+13
4.956674489200236e-01 8.265563844255498e+13
4.956922322924696e-01 7.030233944909330e+13
4.957170169040843e-01 8.086362742279505e+13
4.957418027549294e-01 7.866443726306492e+13
4.957665898450672e-01 8.222802443116805e+13
4.957913781745594e-01 8.773051063076342e+13
4.958161677434681e-01 5.972664373235452e+13
4.958409585518552e-01 4.762702050618459e+13
4.958657505997828e-01 2.912111674428480e+13
4.958905438873129e-01 2.372092854375300e+13
4.959153384145072e-01 4.023855988909227e+13
4.959401341814279e-01 5.700753129625129e+13
4.959649311881371e-01 6.965689574374416e+13
4.959897294346964e-01 7.541326077310047e+13
4.960145289211681e-01 7.056609181613012e+13
4.960393296476142e-01 9.440892655527698e+13
4.960641316140965e-01 8.917954584875533e+13
4.960889348206772e-01 8.484203446793306e+13
4.961137392674183e-01 9.939977364468194e+13
4.961385449543816e-01 1.047110586637182e+14
4.961633518816294e-01 8.002271454566236e+13
4.961881600492235e-01 5.810727996853761e+13
4.962129694572260e-01 9.128748013648238e+13
4.962377801056989e-01 8.082731607575822e+13
4.962625919947041e-01 7.817006879473972e+13
4.962874051243039e-01 1.055220338400640e+14
4.963122194945601e-01 9.799926944121147e+13
4.963370351055348e-01 7.678105945729600e+13
4.963618519572900e-01 8.603446502055184e+13
4.963866700498880e-01 8.613651385900706e+13
4.964114893833904e-01 9.855034156441406e+13
4.964363099578596e-01 9.511804397768670e+13
4.964611317733575e-01 1.090413743080771e+14
4.964859548299462e-01 8.468870685711531e+13
4.965107791276876e-01 9.911048786386373e+13
4.965356046666440e-01 5.696358937862846e+13
4.965604314468774e-01 6.347768204680921e+13
4.965852594684497e-01 8.514175769455653e+13
4.966100887314231e-01 6.057869632085482e+13
4.966349192358597e-01 4.316816235050916e+13
4.966597509818216e-01 9.084342217339044e+13
4.966845839693707e-01 8.314684560869758e+13
4.967094181985691e-01 8.267020498191547e+13
4.967342536694790e-01 5.795675918823409e+13
4.967590903821625e-01 7.166922928180144e+13
4.967839283366816e-01 7.507978000909106e+13
4.968087675330984e-01 6.470011863725166e+13
4.968336079714751e-01 7.911485515791547e+13
4.968584496518738e-01 6.109212468907128e+13
4.968832925743564e-01 1.026680140390671e+14
4.969081367389850e-01 8.294362048924420e+13
4.969329821458220e-01 7.797614080306897e+13
4.969578287949293e-01 9.144006606605730e+13
4.969826766863691e-01 8.584041718586145e+13
4.970075258202034e-01 7.257950258774130e+13
4.970323761964944e-01 7.740374073871255e+13
4.970572278153043e-01 8.735584566190264e+13
4.970820806766950e-01 8.774960338945669e+13
4.971069347807289e-01 8.321537374428077e+13
4.971317901274679e-01 7.283108543095953e+13
4.971566467169743e-01 9.642179883755109e+13
4.971815045493102e-01 7.198018850885958e+13
4.972063636245376e-01 9.168983857875942e+13
4.972312239427188e-01 1.105116487199519e+14
4.972560855039160e-01 9.047798181145542e+13
4.972809483081911e-01 4.853051032533427e+13
4.973058123556065e-01 6.957413401144556e+13
4.973306776462244e-01 1.018580583890080e+14
4.973555441801066e-01 1.010040920184620e+14
4.973804119573156e-01 1.205778177053067e+14
4.974052809779135e-01 1.003203316562068e+14
4.974301512419624e-01 5.677787521208885e+13
4.974550227495245e-01 6.877648875430457e+13
4.974798955006621e-01 9.162737703530234e+13
4.975047694954371e-01 7.918612441606436e+13
4.975296447339119e-01 7.147002899096494e+13
4.975545212161486e-01 7.930548887135866e+13
4.975793989422094e-01 7.573057328762719e+13
4.976042779121565e-01 7.133466474049031e+13
4.976291581260522e-01 9.004379597714652e+13
4.976540395839585e-01 8.567090037494884e+13
4.976789222859377e-01 7.418200085757227e+13
4.977038062320520e-01 8.521280667573038e+13
4.977286914223635e-01 8.363886575372447e+13
4.977535778569346e-01 9.089510501563802e+13
4.977784655358275e-01 9.198132085429614e+13
4.978033544591043e-01 1.169558141493304e+14
4.978282446268273e-01 1.012018593772834e+14
4.978531360390586e-01 1.080728655292658e+14
4.978780286958606e-01 1.035506716917282e+14
4.979029225972953e-01 7.432915297073544e+13
4.979278177434252e-01 9.792697455960311e+13
4.979527141343124e-01 7.416636781393186e+13
4.979776117700190e-01 9.028628906092036e+13
4.980025106506076e-01 3.600510521034629e+13
4.980274107761402e-01 5.278645831046383e+13
4.980523121466789e-01 6.580330226041119e+13
4.980772147622863e-01 8.288898046205384e+13
4.981021186230244e-01 6.733588320111898e+13
4.981270237289555e-01 7.100037355768955e+13
4.981519300801420e-01 6.480933202305735e+13
4.981768376766461e-01 8.548684126647145e+13
4.982017465185299e-01 1.016674825195170e+14
4.982266566058559e-01 7.857320737184122e+13
4.982515679386862e-01 5.389026209983162e+13
4.982764805170831e-01 4.254792655575106e+13
4.983013943411090e-01 2.388858335461396e+13
4.983263094108260e-01 2.907390494572375e+13
4.983512257262966e-01 5.770056629082585e+13
4.983761432875828e-01 6.366125224939533e+13
4.984010620947473e-01 5.933173415305794e+13
4.984259821478520e-01 5.237093410474483e+13
4.984509034469593e-01 6.958384631253637e+13
4.984758259921317e-01 7.698745986812484e+13
4.985007497834312e-01 8.719271560119645e+13
4.985256748209204e-01 5.794959416849755e+13
4.985506011046614e-01 7.041069832995092e+13
4.985755286347167e-01 9.684681402297709e+13
4.986004574111484e-01 9.050417903295800e+13
4.986253874340189e-01 8.707351746210078e+13
4.986503187033906e-01 6.014493283506351e+13
4.986752512193257e-01 4.346639287970762e+13
4.987001849818867e-01 5.080346026796370e+13
4.987251199911358e-01 7.749358282728208e+13
4.987500562471354e-01 5.900489811935077e+13
4.987749937499478e-01 9.273892185572941e+13
4.987999324996353e-01 9.113358985907733e+13
4.988248724962602e-01 7.722217715512084e+13
4.988498137398851e-01 1.124462867338483e+14
4.988747562305721e-01 1.241344378647342e+14
4.988996999683836e-01 1.120693475960766e+14
4.989246449533821e-01 9.101155566221067e+13
4.989495911856297e-01 6.506938199785865e+13
4.989745386651890e-01 7.469976191568022e+13
4.989994873921222e-01 8.266966242960339e+13
4.990244373664918e-01 6.110450724636396e+13
4.990493885883601e-01 5.589338079491813e+13
4.990743410577895e-01 7.513106046993605e+13
4.990992947748425e-01 9.923304006572816e+13
4.991242497395813e-01 7.740440333109866e+13
4.991492059520682e-01 6.086501707771484e+13
4.991741634123659e-01 6.216909820796934e+13
4.991991221205366e-01 6.746805966506562e+13
4.992240820766426e-01 4.270710429855527e+13
4.992490432807464e-01 1.886659911838350e+13
4.992740057329105e-01 5.102151475441780e+13
4.992989694331972e-01 6.806223574570341e+13
4.993239343816688e-01 8.607550922367438e+13
4.993489005783879e-01 1.030279118744450e+14
4.993738680234169e-01 1.134566961198358e+14
4.993988367168181e-01 1.091670082349986e+14
4.994238066586539e-01 1.005625851011444e+14
4.994487778489868e-01 8.784329142142209e+13
4.994737502878793e-01 6.004723845054253e+13
4.994987239753937e-01 5.705291914021445e+13
4.995236989115925e-01 5.092414707218926e+13
4.995486750965381e-01 2.029908340784527e+13
4.995736525302929e-01 4.161282131282323e+13
4.995986312129194e-01 7.211298155837191e+13
4.996236111444800e-01 5.891166064154314e+13
4.996485923250372e-01 7.606444040149641e+13
4.996735747546535e-01 6.016092114670080e+13
4.996985584333912e-01 6.554668480156655e+13
4.997235433613129e-01 6.485372329773938e+13
4.997485295384809e-01 7.282579948648191e+13
4.997735169649579e-01 9.774100187775595e+13
4.997985056408062e-01 1.031972695181261e+14
4.998234955660882e-01 9.257950886787367e+13
4.998484867408665e-01 3.986993252705269e+13
4.998734791652035e-01 8.570716197622819e+13
4.998984728391618e-01 1.039714591701474e+14
4.999234677628037e-01 1.076568850753952e+14
4.999484639361918e-01 7.432026168925712e+13
4.999734613593886e-01 9.593646705319953e+13
4.999984600324566e-01 1.057077931288649e+14
5.000234599554582e-01 8.178869800249205e+13
5.000484611284560e-01 5.854174944791267e+13
5.000734635515124e-01 3.802036733587153e+13
5.000984672246900e-01 2.564628334579147e+13
5.001234721480512e-01 5.645547727234127e+13
5.001484783216587e-01 6.181303096565445e+13
5.001734857455747e-01 6.202971571166319e+13
5.001984944198620e-01 8.157010714965012e+13
5.002235043445831e-01 5.209362920071709e+13
5.002485155198002e-01 4.517518972143625e+13
5.002735279455762e-01 7.537978658451722e+13
5.002985416219734e-01 7.378414983049144e+13
5.003235565490545e-01 4.384171382144000e+13
5.003485727268819e-01 8.651329643764069e+13
5.003735901555183e-01 7.177706750975794e+13
5.003986088350262e-01 5.629583271612903e+13
5.004236287654679e-01 6.145984193073908e+13
5.004486499469062e-01 7.066045740750127e+13
5.004736723794035e-01 6.883533446142436e+13
5.004986960630226e-01 8.943117609607228e+13
5.005237209978257e-01 6.192781434313361e+13
5.005487471838755e-01 7.248189178666541e+13
5.005737746212348e-01 8.506127882135234e+13
5.005988033099658e-01 9.154885710677047e+13
5.006238332501313e-01 9.641911630760119e+13
5.006488644417938e-01 1.113014025813975e+14
5.006738968850158e-01 8.973188998975716e+13
5.006989305798600e-01 7.258315801157027e+13
5.007239655263890e-01 5.145011504395951e+13
5.007490017246654e-01 3.613494856920806e+13
5.007740391747516e-01 5.267059289194136e+13
5.007990778767103e-01 8.318287985195448e+13
5.008241178306041e-01 7.275429070389656e+13
5.008491590364957e-01 3.289706807372797e+13
5.008742014944475e-01 3.767578321434662e+13
5.008992452045222e-01 5.728731250560431e+13
5.009242901667825e-01 6.189605407749863e+13
5.009493363812909e-01 5.377670583441495e+13
5.009743838481100e-01 6.850247851605352e+13
5.009994325673023e-01 5.597185513906188e+13
5.010244825389308e-01 5.596069467151245e+13
5.010495337630577e-01 5.534251899426477e+13
5.010745862397459e-01 5.316957239153353e+13
5.010996399690579e-01 3.268870566066827e+13
5.011246949510563e-01 7.608988329693723e+13
5.011497511858038e-01 8.245149512899241e+13
5.011748086733632e-01 8.864367485868741e+13
5.011998674137967e-01 8.883751179949852e+13
5.012249274071675e-01 6.968656624742105e+13
5.012499886535379e-01 6.718347218340271e+13
5.012750511529706e-01 5.864447229305678e+13
5.013001149055282e-01 4.009312882524246e+13
5.013251799112736e-01 2.893858286676229e+13
5.013502461702691e-01 1.498494464670804e+13
5.013753136825776e-01 3.146201586341061e+13
5.014003824482618e-01 4.765346351790212e+13
5.014254524673841e-01 6.401387483952514e+13
5.014505237400074e-01 6.479734182806000e+13
5.014755962661945e-01 4.537616909271375e+13
5.015006700460078e-01 7.042813014249850e+13
5.015257450795102e-01 6.866817453543640e+13
5.015508213667641e-01 2.765743966631849e+13
5.015758989078324e-01 2.754514154535686e+13
5.016009777027778e-01 4.853392780862785e+13
5.016260577516629e-01 3.126086079337996e+13
5.016511390545505e-01 4.235273941467055e+13
5.016762216115033e-01 5.105329883649391e+13
5.017013054225838e-01 5.884314886354742e+13
5.017263904878548e-01 6.152534939221937e+13
5.017514768073793e-01 3.103151080903777e+13
5.017765643812196e-01 5.138458778311162e+13
5.018016532094387e-01 7.322673946106144e+13
5.018267432920992e-01 6.169370660099576e+13
5.018518346292637e-01 1.003786619168114e+14
5.018769272209952e-01 1.054615468568219e+14
5.019020210673563e-01 7.440669682264098e+13
5.019271161684097e-01 6.525710893686891e+13
5.019522125242181e-01 7.980035425497464e+13
5.019773101348443e-01 7.828198735505783e+13
5.020024090003510e-01 1.087115429877647e+14
5.020275091208011e-01 9.026663942765278e+13
5.020526104962572e-01 7.960787298143522e+13
5.020777131267820e-01 1.134461452791868e+14
5.021028170124383e-01 8.480544009023728e+13
5.021279221532889e-01 4.552897627405807e+13
5.021530285493967e-01 4.053156350859855e+13
5.021781362008242e-01 8.244203583617870e+13
5.022032451076341e-01 6.425606412269391e+13
5.022283552698896e-01 8.370397186623589e+13
5.022534666876531e-01 6.932900395175691e+13
5.022785793609875e-01 6.367904917552589e+13
5.023036932899555e-01 6.216111274047334e+13
5.023288084746200e-01 6.403836704176009e+13
5.023539249150437e-01 4.158168347741412e+13
5.023790426112895e-01 5.007170435311938e+13
5.024041615634200e-01 6.105601557190373e+13
5.024292817714983e-01 2.583162295190464e+13
5.024544032355868e-01 6.282306890886721e+13
5.024795259557485e-01 6.568668484947810e+13
5.025046499320462e-01 8.578077691415955e+13
