# wavelength_um  transit_depth
4.8396560855e+00 1.2378531118e-02
4.8590147098e+00 1.2368027016e-02
4.8784507687e+00 1.2373151164e-02
4.8979645717e+00 1.2349528839e-02
4.9175564300e+00 1.2355931273e-02
4.9372266557e+00 1.2357388240e-02
4.9569755624e+00 1.2357651393e-02
4.9768034646e+00 1.2326547036e-02
4.9967106785e+00 1.2331620162e-02
5.0166975212e+00 1.2334948910e-02
5.0367643113e+00 1.2313275260e-02
5.0569113685e+00 1.2305594965e-02
5.0771390140e+00 1.2304948936e-02
5.0974475700e+00 1.2275433736e-02
5.1178373603e+00 1.2300804706e-02
5.1383087098e+00 1.2354404866e-02
5.1588619446e+00 1.2289626854e-02
5.1794973924e+00 1.2291728306e-02
5.2002153819e+00 1.2305484200e-02
5.2210162435e+00 1.2310494949e-02
5.2419003085e+00 1.2287966124e-02
5.2628679097e+00 1.2280012441e-02
5.2839193813e+00 1.2358673951e-02
5.3050550588e+00 1.2274501886e-02
5.3262752791e+00 1.2278645910e-02
5.3475803802e+00 1.2334416986e-02
5.3689707017e+00 1.2318784808e-02
5.3904465845e+00 1.2301599596e-02
5.4120083709e+00 1.2388205582e-02
5.4336564043e+00 1.2343684929e-02
5.4553910300e+00 1.2325474075e-02
5.4772125941e+00 1.2332270831e-02
5.4991214445e+00 1.2292333613e-02
5.5211179302e+00 1.2370036153e-02
5.5432024020e+00 1.2347793490e-02
5.5653752116e+00 1.2362157778e-02
5.5876367124e+00 1.2340116228e-02
5.6099872593e+00 1.2359061207e-02
5.6324272083e+00 1.2317632213e-02
5.6549569171e+00 1.2364151346e-02
5.6775767448e+00 1.2356267331e-02
5.7002870518e+00 1.2359215359e-02
5.7230882000e+00 1.2386686105e-02
5.7459805528e+00 1.2331550533e-02
5.7689644750e+00 1.2380071174e-02
5.7920403329e+00 1.2325974722e-02
5.8152084942e+00 1.2348455637e-02
5.8384693282e+00 1.2393671889e-02
5.8618232055e+00 1.2344545017e-02
5.8852704983e+00 1.2385298015e-02
5.9088115803e+00 1.2331767570e-02
5.9324468267e+00 1.2359396830e-02
5.9561766140e+00 1.2350081900e-02
5.9800013204e+00 1.2336388626e-02
6.0039213257e+00 1.2287920102e-02
6.0279370110e+00 1.2320733680e-02
6.0520487591e+00 1.2371585031e-02
6.0762569541e+00 1.2298009592e-02
6.1005619819e+00 1.2284888411e-02
6.1249642298e+00 1.2265165151e-02
6.1494640868e+00 1.2286944740e-02
6.1740619431e+00 1.2309785975e-02
6.1987581909e+00 1.2245703180e-02
6.2235532236e+00 1.2245627217e-02
6.2484474365e+00 1.2271397318e-02
6.2734412263e+00 1.2248906458e-02
6.2985349912e+00 1.2226343577e-02
6.3237291311e+00 1.2236307603e-02
6.3490240477e+00 1.2279646865e-02
6.3744201439e+00 1.2273302993e-02
6.3999178244e+00 1.2304977595e-02
6.4255174957e+00 1.2355016374e-02
6.4512195657e+00 1.2316069614e-02
6.4770244440e+00 1.2419517309e-02
6.5029325418e+00 1.2397079384e-02
6.5289442719e+00 1.2376840679e-02
6.5550600490e+00 1.2410445347e-02
6.5812802892e+00 1.2431727023e-02
6.6076054104e+00 1.2460068481e-02
6.6340358320e+00 1.2505798480e-02
6.6605719753e+00 1.2398060062e-02
6.6872142632e+00 1.2388859816e-02
6.7139631203e+00 1.2411105783e-02
6.7408189728e+00 1.2378984295e-02
6.7677822487e+00 1.2361689512e-02
6.7948533777e+00 1.2411235760e-02
6.8220327912e+00 1.2439007190e-02
6.8493209223e+00 1.2405871741e-02
6.8767182060e+00 1.2427259634e-02
6.9042250788e+00 1.2314481359e-02
6.9318419792e+00 1.2359854663e-02
6.9595693471e+00 1.2379809615e-02
6.9874076245e+00 1.2328939122e-02
7.0153572550e+00 1.2392295489e-02
7.0434186840e+00 1.2402058501e-02
7.0715923587e+00 1.2376390002e-02
7.0998787281e+00 1.2373880877e-02
7.1282782431e+00 1.2376624102e-02
7.1567913560e+00 1.2378516470e-02
7.1854185215e+00 1.2355328238e-02
7.2141601955e+00 1.2392132679e-02
7.2430168363e+00 1.2413085392e-02
7.2719889037e+00 1.2376845768e-02
7.3010768593e+00 1.2393464930e-02
7.3302811667e+00 1.2408589434e-02
7.3596022914e+00 1.2401793553e-02
7.3890407006e+00 1.2387989255e-02
7.4185968634e+00 1.2390877747e-02
7.4482712508e+00 1.2394274606e-02
7.4780643358e+00 1.2420583684e-02
7.5079765932e+00 1.2347836804e-02
7.5380084995e+00 1.2388341840e-02
7.5681605335e+00 1.2360667058e-02
7.5984331757e+00 1.2417733397e-02
7.6288269084e+00 1.2337573882e-02
7.6593422160e+00 1.2400629814e-02
7.6899795849e+00 1.2395935473e-02
7.7207395032e+00 1.2429317993e-02
7.7516224612e+00 1.2462668958e-02
7.7826289511e+00 1.2397678117e-02
7.8137594669e+00 1.2404064817e-02
7.8450145047e+00 1.2376983856e-02
7.8763945628e+00 1.2414940424e-02
7.9079001410e+00 1.2401411666e-02
7.9395317416e+00 1.2339947022e-02
7.9712898685e+00 1.2375314506e-02
8.0031750280e+00 1.2325639426e-02
8.0351877281e+00 1.2358858865e-02
8.0673284790e+00 1.2334770723e-02
8.0995977929e+00 1.2320990651e-02
8.1319961841e+00 1.2305482027e-02
8.1645241689e+00 1.2355706890e-02
8.1971822655e+00 1.2344698315e-02
8.2299709946e+00 1.2311372249e-02
8.2628908786e+00 1.2324506408e-02
8.2959424421e+00 1.2281682396e-02
8.3291262119e+00 1.2335877348e-02
8.3624427167e+00 1.2319958405e-02
8.3958924876e+00 1.2271843161e-02
8.4294760575e+00 1.2288182570e-02
8.4631939617e+00 1.2259327501e-02
8.4970467376e+00 1.2284161703e-02
8.5310349245e+00 1.2277550957e-02
8.5651590642e+00 1.2257111864e-02
8.5994197005e+00 1.2231325531e-02
8.6338173793e+00 1.2229683317e-02
8.6683526488e+00 1.2241821411e-02
8.7030260594e+00 1.2225155606e-02
8.7378381637e+00 1.2225520835e-02
8.7727895163e+00 1.2218771393e-02
8.8078806744e+00 1.2248447777e-02
8.8431121971e+00 1.2198338190e-02
8.8784846459e+00 1.2188976314e-02
8.9139985844e+00 1.2183119938e-02
8.9496545788e+00 1.2201033774e-02
8.9854531971e+00 1.2214741652e-02
9.0213950099e+00 1.2197040708e-02
9.0574805899e+00 1.2175758642e-02
9.0937105123e+00 1.2172750803e-02
9.1300853543e+00 1.2155123653e-02
9.1666056957e+00 1.2180007515e-02
9.2032721185e+00 1.2148880863e-02
9.2400852070e+00 1.2169936972e-02
9.2770455478e+00 1.2173507801e-02
9.3141537300e+00 1.2148902605e-02
9.3514103449e+00 1.2133448406e-02
9.3888159863e+00 1.2182710956e-02
9.4263712503e+00 1.2171564377e-02
9.4640767353e+00 1.2157608296e-02
9.5019330422e+00 1.2156811004e-02
9.5399407744e+00 1.2114145478e-02
9.5781005375e+00 1.2141124880e-02
9.6164129396e+00 1.2157007922e-02
9.6548785914e+00 1.2145247610e-02
9.6934981058e+00 1.2141647491e-02
9.7322720982e+00 1.2125671208e-02
9.7712011866e+00 1.2115833921e-02
9.8102859913e+00 1.2150060633e-02
9.8495271353e+00 1.2131488427e-02
9.8889252438e+00 1.2198422370e-02
9.9284809448e+00 1.2120117726e-02
9.9681948686e+00 1.2119850935e-02
1.0008067648e+01 1.2136173837e-02
1.0048099919e+01 1.2130446898e-02
1.0088292318e+01 1.2123924231e-02
1.0128645488e+01 1.2113207650e-02
1.0169160070e+01 1.2112460830e-02
1.0209836710e+01 1.2092236815e-02
1.0250676057e+01 1.2105346278e-02
1.0291678761e+01 1.2158613990e-02
1.0332845476e+01 1.2146915255e-02
1.0374176858e+01 1.2140837421e-02
1.0415673565e+01 1.2216431255e-02
1.0457336260e+01 1.2124929844e-02
1.0499165605e+01 1.2130000384e-02
1.0541162267e+01 1.2109384382e-02
1.0583326916e+01 1.2169836485e-02
1.0625660224e+01 1.2131552243e-02
1.0668162865e+01 1.2113838608e-02
1.0710835516e+01 1.2108074498e-02
1.0753678858e+01 1.2129785620e-02
1.0796693574e+01 1.2093303493e-02
1.0839880348e+01 1.2125442644e-02
1.0883239869e+01 1.2151164409e-02
1.0926772829e+01 1.2136665663e-02
1.0970479920e+01 1.2191287569e-02
1.1014361840e+01 1.2204761387e-02
1.1058419287e+01 1.2158749949e-02
1.1102652964e+01 1.2116085177e-02
1.1147063576e+01 1.2122235803e-02
1.1191651830e+01 1.2132217408e-02
1.1236418438e+01 1.2145116363e-02
1.1281364111e+01 1.2118827450e-02
1.1326489568e+01 1.2163889834e-02
1.1371795526e+01 1.2114234946e-02
1.1417282708e+01 1.2105674502e-02
1.1462951839e+01 1.2136056860e-02
1.1508803646e+01 1.2092850428e-02
1.1554838861e+01 1.2182251547e-02
1.1601058217e+01 1.2125778622e-02
1.1647462449e+01 1.2181474746e-02
1.1694052299e+01 1.2141747319e-02
1.1740828508e+01 1.2270298738e-02
1.1787791822e+01 1.2145963378e-02
1.1834942990e+01 1.2152441971e-02
1.1882282762e+01 1.2168686120e-02
1.1929811893e+01 1.2138261014e-02
1.1977531140e+01 1.2146117474e-02
1.2025441265e+01 1.2142480180e-02
1.2073543030e+01 1.2173430258e-02
1.2121837202e+01 1.2149493609e-02
1.2170324551e+01 1.2113685128e-02
1.2219005849e+01 1.2131708862e-02
1.2267881872e+01 1.2225202907e-02
1.2316953400e+01 1.2128032709e-02
1.2366221214e+01 1.2174759100e-02
1.2415686098e+01 1.2212521048e-02
1.2465348843e+01 1.2207589083e-02
1.2515210238e+01 1.2229834174e-02
1.2565271079e+01 1.2181565977e-02
1.2615532163e+01 1.2222547790e-02
1.2665994292e+01 1.2172895403e-02
1.2716658269e+01 1.2157025715e-02
1.2767524902e+01 1.2218243537e-02
1.2818595002e+01 1.2178224343e-02
1.2869869382e+01 1.2184951239e-02
1.2921348859e+01 1.2168118425e-02
1.2973034255e+01 1.2187620276e-02
1.3024926392e+01 1.2221193452e-02
1.3077026097e+01 1.2154395514e-02
1.3129334202e+01 1.2203602829e-02
1.3181851539e+01 1.2162144138e-02
1.3234578945e+01 1.2252492163e-02
1.3287517261e+01 1.2253091994e-02
1.3340667330e+01 1.2196630527e-02
1.3394029999e+01 1.2169245033e-02
1.3447606119e+01 1.2290120885e-02
1.3501396543e+01 1.2267314046e-02
1.3555402130e+01 1.2233489214e-02
1.3609623738e+01 1.2218255092e-02
1.3664062233e+01 1.2217024776e-02
1.3718718482e+01 1.2247592223e-02
1.3773593356e+01 1.2217727053e-02
1.3828687729e+01 1.2242337758e-02
1.3884002480e+01 1.2248070657e-02
1.3939538490e+01 1.2235801640e-02
1.3995296644e+01 1.2274114307e-02
1.4051277831e+01 1.2223369704e-02
1.4107482942e+01 1.2236015223e-02
1.4163912874e+01 1.2275881134e-02
1.4220568525e+01 1.2298458296e-02
1.4277450799e+01 1.2181318508e-02
1.4334560603e+01 1.2312833575e-02
1.4391898845e+01 1.2262278379e-02
1.4449466440e+01 1.2284850101e-02
1.4507264306e+01 1.2327794558e-02
1.4565293363e+01 1.2268456893e-02
1.4623554537e+01 1.2259647915e-02
1.4682048755e+01 1.2288031665e-02
1.4740776950e+01 1.2217377432e-02
1.4799740058e+01 1.2287176178e-02
1.4858939018e+01 1.2309844899e-02
1.4918374774e+01 1.2371565649e-02
1.4978048273e+01 1.2345935288e-02
1.5037960466e+01 1.2256740923e-02
1.5098112308e+01 1.2239981051e-02
1.5158504757e+01 1.2326423848e-02
1.5219138776e+01 1.2237558170e-02
1.5280015332e+01 1.2246575332e-02
1.5341135393e+01 1.2304291745e-02
1.5402499934e+01 1.2287998715e-02
1.5464109934e+01 1.2299332364e-02
1.5525966374e+01 1.2265461106e-02
1.5588070239e+01 1.2318085008e-02
1.5650422520e+01 1.2298392796e-02
1.5713024210e+01 1.2286718568e-02
1.5775876307e+01 1.2342895915e-02
1.5838979813e+01 1.2274758548e-02
1.5902335732e+01 1.2199012123e-02
1.5965945075e+01 1.2312490681e-02
1.6029808855e+01 1.2311295323e-02
1.6093928090e+01 1.2317239185e-02
1.6158303803e+01 1.2246144216e-02
1.6222937018e+01 1.2301674519e-02
1.6287828766e+01 1.2311968535e-02
1.6352980081e+01 1.2263239837e-02
1.6418392001e+01 1.2312834771e-02
1.6484065569e+01 1.2317467588e-02
1.6550001832e+01 1.2262639116e-02
1.6616201839e+01 1.2354177609e-02
1.6682666646e+01 1.2321339058e-02
1.6749397313e+01 1.2300345175e-02
1.6816394902e+01 1.2252091936e-02
1.6883660482e+01 1.2293556145e-02
1.6951195124e+01 1.2302620796e-02
1.7018999904e+01 1.2256522888e-02
1.7087075904e+01 1.2328106022e-02
1.7155424208e+01 1.2267822633e-02
1.7224045904e+01 1.2367778205e-02
1.7292942088e+01 1.2272823106e-02
1.7362113856e+01 1.2366095589e-02
1.7431562312e+01 1.2311940088e-02
1.7501288561e+01 1.2319256388e-02
1.7571293715e+01 1.2280038160e-02
1.7641578890e+01 1.2295063979e-02
1.7712145206e+01 1.2346746191e-02
1.7782993786e+01 1.2266881330e-02
1.7854125762e+01 1.2284161378e-02
1.7925542265e+01 1.2361292059e-02
1.7997244434e+01 1.2255357104e-02
1.8069233411e+01 1.2286222283e-02
1.8141510345e+01 1.2360087997e-02
1.8214076386e+01 1.2294550830e-02
1.8286932692e+01 1.2305723255e-02
1.8360080423e+01 1.2296429707e-02
1.8433520744e+01 1.2280320929e-02
1.8507254827e+01 1.2379389757e-02
1.8581283847e+01 1.2375860266e-02
1.8655608982e+01 1.2347088441e-02
1.8730231418e+01 1.2385077076e-02
1.8805152344e+01 1.2247830343e-02
1.8880372953e+01 1.2240279579e-02
1.8955894445e+01 1.2334615820e-02
1.9031718023e+01 1.2336573552e-02
1.9107844895e+01 1.2269560016e-02
1.9184276274e+01 1.2269525339e-02
1.9261013379e+01 1.2393960201e-02
1.9338057433e+01 1.2352302580e-02
1.9415409663e+01 1.2438205782e-02
1.9493071301e+01 1.2308318353e-02
1.9571043587e+01 1.2362846594e-02
1.9649327761e+01 1.2331770809e-02
1.9727925072e+01 1.2294640588e-02
1.9806836772e+01 1.2329183971e-02
1.9886064119e+01 1.2387184307e-02
1.9965608376e+01 1.2353927846e-02
2.0045470809e+01 1.2275590349e-02
2.0125652693e+01 1.2302980562e-02
2.0206155303e+01 1.2375180162e-02
2.0286979925e+01 1.2333538297e-02
2.0368127844e+01 1.2365472456e-02
2.0449600356e+01 1.2369943696e-02
2.0531398757e+01 1.2346044334e-02
2.0613524352e+01 1.2306086011e-02
2.0695978450e+01 1.2262176420e-02
2.0778762363e+01 1.2372583940e-02
2.0861877413e+01 1.2271613500e-02
2.0945324922e+01 1.2339826517e-02
2.1029106222e+01 1.2391427416e-02
2.1113222647e+01 1.2383433299e-02
2.1197675538e+01 1.2385804007e-02
2.1282466240e+01 1.2343440123e-02
2.1367596105e+01 1.2441637593e-02
2.1453066489e+01 1.2264130172e-02
2.1538878755e+01 1.2320560062e-02
2.1625034270e+01 1.2386842337e-02
2.1711534407e+01 1.2384613656e-02
2.1798380545e+01 1.2361197366e-02
2.1885574067e+01 1.2387812689e-02
2.1973116363e+01 1.2368885365e-02
2.2061008829e+01 1.2371766595e-02
2.2149252864e+01 1.2318837928e-02
2.2237849875e+01 1.2383797826e-02
2.2326801275e+01 1.2355421873e-02
2.2416108480e+01 1.2427213497e-02
2.2505772914e+01 1.2393322714e-02
2.2595796006e+01 1.2388469281e-02
2.2686179190e+01 1.2309452409e-02
2.2776923906e+01 1.2269284224e-02
2.2868031602e+01 1.2377037132e-02
2.2959503728e+01 1.2436856682e-02
2.3051341743e+01 1.2301425581e-02
2.3143547110e+01 1.2281346381e-02
2.3236121299e+01 1.2306499053e-02
2.3329065784e+01 1.2307731536e-02
2.3422382047e+01 1.2284001036e-02
2.3516071575e+01 1.2444831879e-02
2.3610135862e+01 1.2448638065e-02
2.3704576405e+01 1.2345306418e-02
2.3799394711e+01 1.2372069408e-02
2.3894592290e+01 1.2487269185e-02
2.3990170659e+01 1.2348785420e-02
2.4086131341e+01 1.2323349645e-02
2.4182475867e+01 1.2285980036e-02
2.4279205770e+01 1.2286814703e-02
2.4376322593e+01 1.2294689426e-02
2.4473827884e+01 1.2368658631e-02
2.4571723195e+01 1.2369863007e-02
2.4670010088e+01 1.2316869352e-02
2.4768690128e+01 1.2334941565e-02
2.4867764889e+01 1.2321448868e-02
2.4967235948e+01 1.2459288138e-02
2.5067104892e+01 1.2447530847e-02
2.5167373312e+01 1.2451345406e-02
2.5268042805e+01 1.2351745196e-02
2.5369114976e+01 1.2456123322e-02
2.5470591436e+01 1.2335562895e-02
2.5572473802e+01 1.2444927128e-02
2.5674763697e+01 1.2317222590e-02
2.5777462752e+01 1.2275350115e-02
2.5880572603e+01 1.2304624632e-02
2.5984094893e+01 1.2422692981e-02
2.6088031273e+01 1.2355020848e-02
2.6192383398e+01 1.2328205021e-02
2.6297152931e+01 1.2313045993e-02
2.6402341543e+01 1.2311336144e-02
2.6507950909e+01 1.2383816905e-02
2.6613982713e+01 1.2526374987e-02
2.6720438644e+01 1.2500196367e-02
2.6827320398e+01 1.2375209656e-02
2.6934629680e+01 1.2303810688e-02
2.7042368199e+01 1.2395514714e-02
2.7150537672e+01 1.2338234974e-02
2.7259139822e+01 1.2326329424e-02
2.7368176382e+01 1.2272594830e-02
2.7477649087e+01 1.2262040047e-02
2.7587559683e+01 1.2287200412e-02
2.7697909922e+01 1.2295057569e-02
2.7808701562e+01 1.2321372720e-02
2.7919936368e+01 1.2408781629e-02
2.8031616114e+01 1.2421387985e-02
2.8143742578e+01 1.2431063438e-02
2.8256317548e+01 1.2480796714e-02
2.8369342818e+01 1.2489004899e-02
2.8482820190e+01 1.2432629218e-02
2.8596751471e+01 1.2478133411e-02
2.8711138476e+01 1.2350968227e-02
2.8825983030e+01 1.2293290042e-02
2.8941286962e+01 1.2299982198e-02
2.9057052110e+01 1.2328307095e-02
2.9173280319e+01 1.2390170838e-02
2.9289973440e+01 1.2316112116e-02
2.9407133334e+01 1.2376145407e-02
2.9524761867e+01 1.2473577754e-02
2.9642860915e+01 1.2305348288e-02
2.9761432358e+01 1.2317976071e-02
2.9880478088e+01 1.2418692234e-02
