#p (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            
1.3776507695e+01	1.0000000000e+03	1.8572734238e+20	9.9782839052e+19	2.3288356984e+00	5.8669738392e-04	6.1270964814e-11	6.1772318163e-08	4.9555307630e-04	3.9946071085e-05
1.4130259906e+01	1.0000000000e+03	1.9049675756e+20	1.0234505588e+20	2.3288396269e+00	5.8656092308e-04	5.8215033099e-11	5.8704999006e-08	4.9555698413e-04	4.0754110528e-05
1.4493095741e+01	1.0000000000e+03	1.9538865576e+20	1.0497306514e+20	2.3288436275e+00	5.8644245009e-04	5.5314897354e-11	5.5791686602e-08	4.9556075311e-04	4.1573067851e-05
1.4865248450e+01	1.0000000000e+03	2.0040618267e+20	1.0766855624e+20	2.3288477010e+00	5.8634210618e-04	5.2562478815e-11	5.3024579842e-08	4.9556439124e-04	4.2402824424e-05
1.5246957270e+01	1.0000000000e+03	2.0555256480e+20	1.1043326197e+20	2.3288518483e+00	5.8626001702e-04	4.9950120169e-11	5.0396273962e-08	4.9556790610e-04	4.3243245972e-05
1.5638467583e+01	1.0000000000e+03	2.1083111150e+20	1.1326895962e+20	2.3288560698e+00	5.8619629101e-04	4.7470563509e-11	4.7899740391e-08	4.9557130483e-04	4.4094182066e-05
1.6040031071e+01	1.0000000000e+03	2.1624521711e+20	1.1617747212e+20	2.3288603661e+00	5.8615101769e-04	4.5116929452e-11	4.5528307629e-08	4.9557459424e-04	4.4955465637e-05
1.6451905878e+01	1.0000000000e+03	2.2179836315e+20	1.1916066920e+20	2.3288647375e+00	5.8612426604e-04	4.2882697361e-11	4.3275643104e-08	4.9557778072e-04	4.5826912498e-05
1.6874356777e+01	1.0000000000e+03	2.2749412054e+20	1.2222046861e+20	2.3288691843e+00	5.8611608277e-04	4.0761686615e-11	4.1135735954e-08	4.9558087033e-04	4.6708320897e-05
1.7307655342e+01	1.0000000000e+03	2.3333615189e+20	1.2535883734e+20	2.3288737064e+00	5.8612649066e-04	3.8748038866e-11	3.9102880689e-08	4.9558386880e-04	4.7599471087e-05
1.7752080117e+01	1.0000000000e+03	2.3932821388e+20	1.2857779289e+20	2.3288783037e+00	5.8615548685e-04	3.6836201228e-11	3.7171661685e-08	4.9558678152e-04	4.8500124923e-05
1.8207916801e+01	1.0000000000e+03	2.4547415965e+20	1.3187940455e+20	2.3288829759e+00	5.8620304120e-04	3.5020910363e-11	3.5336938477e-08	4.9558961356e-04	4.9410025495e-05
1.8675458428e+01	1.0000000000e+03	2.5177794128e+20	1.3526579476e+20	2.3288877224e+00	5.8626909468e-04	3.3297177400e-11	3.3593831793e-08	4.9559236970e-04	5.0328896797e-05
1.9155005556e+01	1.0000000000e+03	2.5824361232e+20	1.3873914047e+20	2.3288925426e+00	5.8635355784e-04	3.1660273648e-11	3.1937710310e-08	4.9559505443e-04	5.1256443431e-05
1.9646866462e+01	1.0000000000e+03	2.6487533041e+20	1.4230167452e+20	2.3288974356e+00	5.8645630933e-04	3.0105717065e-11	3.0364178076e-08	4.9559767194e-04	5.2192350356e-05
2.0151357338e+01	1.0000000000e+03	2.7167735994e+20	1.4595568706e+20	2.3289024002e+00	5.8657719460e-04	2.8629259435e-11	2.8869062581e-08	4.9560022619e-04	5.3136282692e-05
2.0668802496e+01	1.0000000000e+03	2.7865407480e+20	1.4970352708e+20	2.3289074351e+00	5.8671602462e-04	2.7226874221e-11	2.7448403431e-08	4.9560272084e-04	5.4087885567e-05
2.1199534575e+01	1.0000000000e+03	2.8580996116e+20	1.5354760388e+20	2.3289125387e+00	5.8687257485e-04	2.5894745050e-11	2.6098441596e-08	4.9560515933e-04	5.5046784031e-05
2.1743894756e+01	1.0000000000e+03	2.9314962037e+20	1.5749038862e+20	2.3289177092e+00	5.8704658428e-04	2.4629254807e-11	2.4815609213e-08	4.9560754485e-04	5.6012583023e-05
2.2302232980e+01	1.0000000000e+03	3.0067777194e+20	1.6153441591e+20	2.3289229445e+00	5.8723775474e-04	2.3426975291e-11	2.3596519894e-08	4.9560988034e-04	5.6984867413e-05
2.2874908174e+01	1.0000000000e+03	3.0839925650e+20	1.6568228546e+20	2.3289282425e+00	5.8744575035e-04	2.2284657415e-11	2.2437959535e-08	4.9561216855e-04	5.7963202107e-05
2.3462288481e+01	1.0000000000e+03	3.1631903899e+20	1.6993666371e+20	2.3289336005e+00	5.8767019721e-04	2.1199221914e-11	2.1336877587e-08	4.9561441199e-04	5.8947132238e-05
2.4064751500e+01	1.0000000000e+03	3.2444221177e+20	1.7430028559e+20	2.3289390158e+00	5.8791068335e-04	2.0167750529e-11	2.0290378764e-08	4.9561661297e-04	5.9936183425e-05
2.4682684523e+01	1.0000000000e+03	3.3277399796e+20	1.7877595625e+20	2.3289444855e+00	5.8816675884e-04	1.9187477658e-11	1.9295715178e-08	4.9561877362e-04	6.0929862126e-05
2.5316484786e+01	1.0000000000e+03	3.4131975473e+20	1.8336655288e+20	2.3289500063e+00	5.8843793630e-04	1.8255782422e-11	1.8350278863e-08	4.9562089585e-04	6.1927656072e-05
2.5966559729e+01	1.0000000000e+03	3.5008497680e+20	1.8807502652e+20	2.3289555748e+00	5.8872369151e-04	1.7370181155e-11	1.7451594675e-08	4.9562298141e-04	6.2929034795e-05
2.6633327252e+01	1.0000000000e+03	3.5907529991e+20	1.9290440403e+20	2.3289611872e+00	5.8902346443e-04	1.6528320262e-11	1.6597313556e-08	4.9562503187e-04	6.3933450255e-05
2.7317215984e+01	1.0000000000e+03	3.6829650447e+20	1.9785778996e+20	2.3289668398e+00	5.8933666044e-04	1.5727969457e-11	1.5785206124e-08	4.9562704863e-04	6.4940337553e-05
2.8018665565e+01	1.0000000000e+03	3.7775451928e+20	2.0293836858e+20	2.3289725283e+00	5.8966265179e-04	1.4967015333e-11	1.5013156599e-08	4.9562903294e-04	6.5949115754e-05
2.8738126919e+01	1.0000000000e+03	3.8745542530e+20	2.0814940596e+20	2.3289782486e+00	5.9000077944e-04	1.4243455267e-11	1.4279157014e-08	4.9563098590e-04	6.6959188810e-05
2.9476062551e+01	1.0000000000e+03	3.9740545960e+20	2.1349425199e+20	2.3289839961e+00	5.9035035567e-04	1.3555391657e-11	1.3581301751e-08	4.9563290846e-04	6.7969946574e-05
3.0232946844e+01	1.0000000000e+03	4.0761101934e+20	2.1897634260e+20	2.3289897662e+00	5.9071066393e-04	1.2901026312e-11	1.2917782260e-08	4.9563480144e-04	6.8980765931e-05
3.1009266359e+01	1.0000000000e+03	4.1807866585e+20	2.2459920196e+20	2.3289955541e+00	5.9108096504e-04	1.2278655409e-11	1.2286882192e-08	4.9563666555e-04	6.9991012021e-05
3.1805520153e+01	1.0000000000e+03	4.2881512892e+20	2.3036644472e+20	2.3290013550e+00	5.9146049743e-04	1.1686664416e-11	1.1686972635e-08	4.9563850136e-04	7.1000039565e-05
3.2622220097e+01	1.0000000000e+03	4.3982731106e+20	2.3628177833e+20	2.3290071636e+00	5.9184848072e-04	1.1123523419e-11	1.1116507652e-08	4.9564030936e-04	7.2007194287e-05
3.3459891205e+01	1.0000000000e+03	4.5112229193e+20	2.4234900547e+20	2.3290129749e+00	5.9224411880e-04	1.0587782652e-11	1.0574020036e-08	4.9564208991e-04	7.3011814432e-05
3.4319071975e+01	1.0000000000e+03	4.6270733294e+20	2.4857202645e+20	2.3290187838e+00	5.9264660303e-04	1.0078068252e-11	1.0058117262e-08	4.9564384329e-04	7.4013232373e-05
3.5200314728e+01	1.0000000000e+03	4.7458988187e+20	2.5495484173e+20	2.3290245848e+00	5.9305511564e-04	9.5930782336e-12	9.5674776635e-09	4.9564556971e-04	7.5010776304e-05
3.6104185972e+01	1.0000000000e+03	4.8677757768e+20	2.6150155450e+20	2.3290303726e+00	5.9346883313e-04	9.1315786609e-12	9.1008467767e-09	4.9564726929e-04	7.6003772007e-05
3.7031266759e+01	1.0000000000e+03	4.9927825541e+20	2.6821637330e+20	2.3290361421e+00	5.9388692976e-04	8.6924000164e-12	8.6570338861e-09	4.9564894209e-04	7.6991544691e-05
3.7982153062e+01	1.0000000000e+03	5.1209995120e+20	2.7510361476e+20	2.3290418877e+00	5.9430858106e-04	8.2744337551e-12	8.2349087342e-09	4.9565058811e-04	7.7973420899e-05
3.8957456158e+01	1.0000000000e+03	5.2525090750e+20	2.8216770633e+20	2.3290476043e+00	5.9473296731e-04	7.8766290342e-12	7.8333983998e-09	4.9565220729e-04	7.8948730456e-05
3.9957803019e+01	1.0000000000e+03	5.3873957830e+20	2.8941318915e+20	2.3290532866e+00	5.9515927700e-04	7.4979896102e-12	7.4514843339e-09	4.9565379953e-04	7.9916808467e-05
4.0983836718e+01	1.0000000000e+03	5.5257463465e+20	2.9684472098e+20	2.3290589294e+00	5.9558671016e-04	7.1375708970e-12	7.0881995457e-09	4.9565536472e-04	8.0876997340e-05
4.2036216838e+01	1.0000000000e+03	5.6676497015e+20	3.0446707917e+20	2.3290645276e+00	5.9601448167e-04	6.7944771762e-12	6.7426259318e-09	4.9565690268e-04	8.1828648833e-05
4.3115619903e+01	1.0000000000e+03	5.8131970672e+20	3.1228516374e+20	2.3290700763e+00	5.9644182437e-04	6.4678589539e-12	6.4138917420e-09	4.9565841324e-04	8.2771126095e-05
4.4222739805e+01	1.0000000000e+03	5.9624820047e+20	3.2030400055e+20	2.3290755707e+00	5.9686799197e-04	6.1569104556e-12	6.1011691745e-09	4.9565989619e-04	8.3703805709e-05
4.5358288255e+01	1.0000000000e+03	6.1156004767e+20	3.2852874449e+20	2.3290810061e+00	5.9729226189e-04	5.8608672556e-12	5.8036720955e-09	4.9566135134e-04	8.4626079705e-05
4.6522995240e+01	1.0000000000e+03	6.2726509097e+20	3.3696468284e+20	2.3290863780e+00	5.9771393778e-04	5.5790040312e-12	5.5206538768e-09	4.9566277846e-04	8.5537357535e-05
4.7717609489e+01	1.0000000000e+03	6.4337342570e+20	3.4561723863e+20	2.3290916821e+00	5.9813235187e-04	5.3106324397e-12	5.2514053450e-09	4.9566417736e-04	8.6437067997e-05
4.8942898961e+01	1.0000000000e+03	6.5989540639e+20	3.5449197415e+20	2.3290969143e+00	5.9854686705e-04	5.0550991095e-12	4.9952528382e-09	4.9566554784e-04	8.7324661093e-05
5.0199651331e+01	1.0000000000e+03	6.7684165339e+20	3.6359459451e+20	2.3291020707e+00	5.9895687872e-04	4.8117837415e-12	4.7515563649e-09	4.9566688970e-04	8.8199609801e-05
5.1488674501e+01	1.0000000000e+03	6.9422305974e+20	3.7293095132e+20	2.3291071476e+00	5.9936181635e-04	4.5800973154e-12	4.5197078585e-09	4.9566820278e-04	8.9061411759e-05
5.2810797119e+01	1.0000000000e+03	7.1205079816e+20	3.8250704646e+20	2.3291121417e+00	5.9976114479e-04	4.3594803958e-12	4.2991295254e-09	4.9566948693e-04	8.9909590827e-05
5.4166869110e+01	1.0000000000e+03	7.3033632823e+20	3.9232903591e+20	2.3291170497e+00	6.0015436529e-04	4.1494015327e-12	4.0892722794e-09	4.9567074202e-04	9.0743698542e-05
5.5557762224e+01	1.0000000000e+03	7.4909140378e+20	4.0240323373e+20	2.3291218687e+00	6.0054101629e-04	3.9493557525e-12	3.8896142604e-09	4.9567196796e-04	9.1563315428e-05
5.6984370595e+01	1.0000000000e+03	7.6832808044e+20	4.1273611609e+20	2.3291265961e+00	6.0092067390e-04	3.7588631345e-12	3.6996594310e-09	4.9567316467e-04	9.2368052171e-05
5.8447611316e+01	1.0000000000e+03	7.8805872337e+20	4.2333432550e+20	2.3291312294e+00	6.0129295214e-04	3.5774674687e-12	3.5189362490e-09	4.9567433212e-04	9.3157550633e-05
5.9948425032e+01	1.0000000000e+03	8.0829601526e+20	4.3420467499e+20	2.3291357666e+00	6.0165750291e-04	3.4047349906e-12	3.3469964108e-09	4.9567547029e-04	9.3931484714e-05
6.1487776538e+01	1.0000000000e+03	8.2905296447e+20	4.4535415256e+20	2.3291402058e+00	6.0201401581e-04	3.2402531884e-12	3.1834136618e-09	4.9567657923e-04	9.4689561038e-05
6.3066655406e+01	1.0000000000e+03	8.5034291339e+20	4.5678992565e+20	2.3291445453e+00	6.0236221762e-04	3.0836296798e-12	3.0277826710e-09	4.9567765899e-04	9.5431519475e-05
6.4686076615e+01	1.0000000000e+03	8.7217954701e+20	4.6851934572e+20	2.3291487839e+00	6.0270187166e-04	2.9344911529e-12	2.8797179663e-09	4.9567870968e-04	9.6157133491e-05
6.6347081211e+01	1.0000000000e+03	8.9457690175e+20	4.8054995304e+20	2.3291529204e+00	6.0303277690e-04	2.7924823695e-12	2.7388529265e-09	4.9567973144e-04	9.6866210311e-05
6.8050736967e+01	1.0000000000e+03	9.1754937449e+20	4.9288948145e+20	2.3291569540e+00	6.0335476699e-04	2.6572652258e-12	2.6048388278e-09	4.9568072442e-04	9.7558590928e-05
6.9798139078e+01	1.0000000000e+03	9.4111173177e+20	5.0554586342e+20	2.3291608841e+00	6.0366770902e-04	2.5285178667e-12	2.4773439416e-09	4.9568168885e-04	9.8234149920e-05
7.1590410860e+01	1.0000000000e+03	9.6527911939e+20	5.1852723509e+20	2.3291647104e+00	6.0397150225e-04	2.4059338529e-12	2.3560526797e-09	4.9568262497e-04	9.8892795117e-05
7.3428704472e+01	1.0000000000e+03	9.9006707204e+20	5.3184194152e+20	2.3291684328e+00	6.0426607669e-04	2.2892213751e-12	2.2406647865e-09	4.9568353304e-04	9.9534467098e-05
7.5314201660e+01	1.0000000000e+03	1.0154915234e+21	5.4549854206e+20	2.3291720513e+00	6.0455139155e-04	2.1781025130e-12	2.1308945734e-09	4.9568441338e-04	1.0015913854e-04
7.7248114514e+01	1.0000000000e+03	1.0415688163e+21	5.5950581584e+20	2.3291755664e+00	6.0482743370e-04	2.0723125378e-12	2.0264701938e-09	4.9568526633e-04	1.0076681341e-04
7.9231686249e+01	1.0000000000e+03	1.0683157131e+21	5.7387276744e+20	2.3291789784e+00	6.0509421597e-04	1.9715992536e-12	1.9271329573e-09	4.9568609226e-04	1.0135752605e-04
8.1266192001e+01	1.0000000000e+03	1.0957494071e+21	5.8860863261e+20	2.3291822880e+00	6.0535177552e-04	1.8757223758e-12	1.8326366787e-09	4.9568689155e-04	1.0193134012e-04
8.3352939651e+01	1.0000000000e+03	1.1238875325e+21	6.0372288432e+20	2.3291854963e+00	6.0560017210e-04	1.7844529455e-12	1.7427470627e-09	4.9568766464e-04	1.0248834739e-04
8.5493270663e+01	1.0000000000e+03	1.1527481769e+21	6.1922523873e+20	2.3291886042e+00	6.0583948634e-04	1.6975727748e-12	1.6572411198e-09	4.9568841197e-04	1.0302866655e-04
8.7688560946e+01	1.0000000000e+03	1.1823498920e+21	6.3512566152e+20	2.3291916128e+00	6.0606981803e-04	1.6148739239e-12	1.5759066124e-09	4.9568913400e-04	1.0355244177e-04
8.9940221741e+01	1.0000000000e+03	1.2127117062e+21	6.5143437428e+20	2.3291945236e+00	6.0629128448e-04	1.5361582065e-12	1.4985415304e-09	4.9568983122e-04	1.0405984136e-04
9.2249700526e+01	1.0000000000e+03	1.2438531363e+21	6.6816186102e+20	2.3291973381e+00	6.0650401879e-04	1.4612367213e-12	1.4249535930e-09	4.9569050415e-04	1.0455105623e-04
9.4618481947e+01	1.0000000000e+03	1.2757942007e+21	6.8531887502e+20	2.3292000577e+00	6.0670816826e-04	1.3899294092e-12	1.3549597762e-09	4.9569115328e-04	1.0502629837e-04
9.7048088774e+01	1.0000000000e+03	1.3085554314e+21	7.0291644563e+20	2.3292026842e+00	6.0690389286e-04	1.3220646334e-12	1.2883858645e-09	4.9569177918e-04	1.0548579932e-04
9.9540082876e+01	1.0000000000e+03	1.3421578880e+21	7.2096588544e+20	2.3292052194e+00	6.0709136363e-04	1.2574787817e-12	1.2250660252e-09	4.9569238236e-04	1.0592980853e-04
1.0209606623e+02	1.0000000000e+03	1.3766231707e+21	7.3947879751e+20	2.3292076651e+00	6.0727076130e-04	1.1960158889e-12	1.1648424037e-09	4.9569296340e-04	1.0635859184e-04
1.0471768195e+02	1.0000000000e+03	1.4119734347e+21	7.5846708286e+20	2.3292100232e+00	6.0744227486e-04	1.1375272793e-12	1.1075647400e-09	4.9569352285e-04	1.0677242985e-04
1.0740661533e+02	1.0000000000e+03	1.4482314038e+21	7.7794294809e+20	2.3292122958e+00	6.0760610026e-04	1.0818712259e-12	1.0530900029e-09	4.9569406129e-04	1.0717161636e-04
1.1016459496e+02	1.0000000000e+03	1.4854203856e+21	7.9791891323e+20	2.3292144850e+00	6.0776243917e-04	1.0289126279e-12	1.0012820436e-09	4.9569457928e-04	1.0755645682e-04
1.1299339380e+02	1.0000000000e+03	1.5235642861e+21	8.1840781982e+20	2.3292165927e+00	6.0791149780e-04	9.7852270321e-13	9.5201126567e-10	4.9569507740e-04	1.0792726681e-04
1.1589483034e+02	1.0000000000e+03	1.5626876252e+21	8.3942283914e+20	2.3292186212e+00	6.0805348582e-04	9.3057869632e-13	9.0515431118e-10	4.9569555623e-04	1.0828437061e-04
1.1887076977e+02	1.0000000000e+03	1.6028155526e+21	8.6097748067e+20	2.3292205725e+00	6.0818861534e-04	8.8496360012e-13	8.6059376246e-10	4.9569601633e-04	1.0862809971e-04
1.2192312516e+02	1.0000000000e+03	1.6439738637e+21	8.8308560079e+20	2.3292224489e+00	6.0831709997e-04	8.4156589110e-13	8.1821785809e-10	4.9569645829e-04	1.0895879151e-04
1.2505385873e+02	1.0000000000e+03	1.6861890163e+21	9.0576141169e+20	2.3292242524e+00	6.0843915396e-04	8.0027927707e-13	7.7792022270e-10	4.9569688267e-04	1.0927678795e-04
1.2826498305e+02	1.0000000000e+03	1.7294881479e+21	9.2901949049e+20	2.3292259854e+00	6.0855499139e-04	7.6100245667e-13	7.3959960982e-10	4.9569729003e-04	1.0958243430e-04
1.3155856240e+02	1.0000000000e+03	1.7738990924e+21	9.5287478863e+20	2.3292276498e+00	6.0866482548e-04	7.2363889014e-13	7.0315965701e-10	4.9569768093e-04	1.0987607799e-04
1.3493671406e+02	1.0000000000e+03	1.8194503988e+21	9.7734264146e+20	2.3292292480e+00	6.0876886792e-04	6.8809658068e-13	6.6850865281e-10	4.9569805593e-04	1.1015806748e-04
1.3840160966e+02	1.0000000000e+03	1.8661713492e+21	1.0024387781e+21	2.3292307820e+00	6.0886732825e-04	6.5428786587e-13	6.3555931474e-10	4.9569841556e-04	1.1042875121e-04
1.4195547661e+02	1.0000000000e+03	1.9140919775e+21	1.0281793316e+21	2.3292322540e+00	6.0896041343e-04	6.2212921858e-13	6.0422857790e-10	4.9569876037e-04	1.1068847668e-04
1.4560059950e+02	1.0000000000e+03	1.9632430889e+21	1.0545808493e+21	2.3292336660e+00	6.0904832725e-04	5.9154105700e-13	5.7443739365e-10	4.9569909086e-04	1.1093758953e-04
1.4933932161e+02	1.0000000000e+03	2.0136562796e+21	1.0816603033e+21	2.3292350201e+00	6.0913127003e-04	5.6244756323e-13	5.4611053779e-10	4.9569940757e-04	1.1117643272e-04
1.5317404637e+02	1.0000000000e+03	2.0653639573e+21	1.1094351017e+21	2.3292363184e+00	6.0920943820e-04	5.3477651009e-13	5.1917642788e-10	4.9569971099e-04	1.1140534577e-04
1.5710723892e+02	1.0000000000e+03	2.1183993617e+21	1.1379230994e+21	2.3292375629e+00	6.0928302401e-04	5.0845909569e-13	4.9356694915e-10	4.9570000162e-04	1.1162466412e-04
1.6114142773e+02	1.0000000000e+03	2.1727965863e+21	1.1671426099e+21	2.3292387554e+00	6.0935221529e-04	4.8342978550e-13	4.6921728869e-10	4.9570027994e-04	1.1183471848e-04
1.6527920615e+02	1.0000000000e+03	2.2285905997e+21	1.1971124170e+21	2.3292398979e+00	6.0941719520e-04	4.5962616138e-13	4.4606577749e-10	4.9570054642e-04	1.1203583429e-04
1.6952323416e+02	1.0000000000e+03	2.2858172688e+21	1.2278517868e+21	2.3292409923e+00	6.0947814206e-04	4.3698877753e-13	4.2405373981e-10	4.9570080151e-04	1.1222833126e-04
1.7387624002e+02	1.0000000000e+03	2.3445133813e+21	1.2593804799e+21	2.3292420405e+00	6.0953522925e-04	4.1546102273e-13	4.0312534986e-10	4.9570104566e-04	1.1241252289e-04
1.7834102207e+02	1.0000000000e+03	2.4047166697e+21	1.2917187647e+21	2.3292430441e+00	6.0958862504e-04	3.9498898889e-13	3.8322749506e-10	4.9570127930e-04	1.1258871620e-04
1.8292045048e+02	1.0000000000e+03	2.4664658353e+21	1.3248874296e+21	2.3292440050e+00	6.0963849253e-04	3.7552134536e-13	3.6430964588e-10	4.9570150286e-04	1.1275721130e-04
1.8761746914e+02	1.0000000000e+03	2.5298005732e+21	1.3589077973e+21	2.3292449248e+00	6.0968498965e-04	3.5700921896e-13	3.4632373176e-10	4.9570171674e-04	1.1291830122e-04
1.9243509752e+02	1.0000000000e+03	2.5947615978e+21	1.3938017376e+21	2.3292458051e+00	6.0972826905e-04	3.3940607934e-13	3.2922402288e-10	4.9570192133e-04	1.1307227165e-04
1.9737643263e+02	1.0000000000e+03	2.6613906690e+21	1.4295916821e+21	2.3292466476e+00	6.0976847818e-04	3.2266762952e-13	3.1296701764e-10	4.9570211701e-04	1.1321940080e-04
2.0244465100e+02	1.0000000000e+03	2.7297306191e+21	1.4663006383e+21	2.3292474538e+00	6.0980575924e-04	3.0675170130e-13	2.9751133525e-10	4.9570230417e-04	1.1335995924e-04
2.0764301073e+02	1.0000000000e+03	2.7998253800e+21	1.5039522045e+21	2.3292482251e+00	6.0984024928e-04	2.9161815546e-13	2.8281761362e-10	4.9570248315e-04	1.1349420981e-04
2.1297485357e+02	1.0000000000e+03	2.8717200121e+21	1.5425705851e+21	2.3292489631e+00	6.0987208017e-04	2.7722878640e-13	2.6884841193e-10	4.9570265429e-04	1.1362240761e-04
2.1844360711e+02	1.0000000000e+03	2.9454607325e+21	1.5821806058e+21	2.3292496691e+00	6.0990137876e-04	2.6354723110e-13	2.5556811789e-10	4.9570281794e-04	1.1374479991e-04
2.2405278693e+02	1.0000000000e+03	3.0210949451e+21	1.6228077298e+21	2.3292503445e+00	6.0992826687e-04	2.5053888224e-13	2.4294285942e-10	4.9570297441e-04	1.1386162621e-04
2.2980599888e+02	1.0000000000e+03	3.0986712714e+21	1.6644780743e+21	2.3292509905e+00	6.0995286144e-04	2.3817080524e-13	2.3094042046e-10	4.9570312401e-04	1.1397311825e-04
2.3570694140e+02	1.0000000000e+03	3.1782395809e+21	1.7072184270e+21	2.3292516085e+00	6.0997527457e-04	2.2641165909e-13	2.1953016080e-10	4.9570326705e-04	1.1407950005e-04
2.4175940792e+02	1.0000000000e+03	3.2598510240e+21	1.7510562635e+21	2.3292521996e+00	6.0999561370e-04	2.1523162077e-13	2.0868293981e-10	4.9570340380e-04	1.1418098801e-04
2.4796728925e+02	1.0000000000e+03	3.3435580645e+21	1.7960197650e+21	2.3292527650e+00	6.1001398164e-04	2.0460231317e-13	1.9837104369e-10	4.9570353454e-04	1.1427779100e-04
2.5433457613e+02	1.0000000000e+03	3.4294145132e+21	1.8421378361e+21	2.3292533059e+00	6.1003047673e-04	1.9449673630e-13	1.8856811622e-10	4.9570365955e-04	1.1437011045e-04
2.6086536176e+02	1.0000000000e+03	3.5174755629e+21	1.8894401239e+21	2.3292538233e+00	6.1004519295e-04	1.8488920165e-13	1.7924909291e-10	4.9570377906e-04	1.1445814050e-04
2.6756384446e+02	1.0000000000e+03	3.6077978234e+21	1.9379570365e+21	2.3292543182e+00	6.1005822004e-04	1.7575526957e-13	1.7039013817e-10	4.9570389334e-04	1.1454206813e-04
2.7443433032e+02	1.0000000000e+03	3.7004393582e+21	1.9877197631e+21	2.3292547917e+00	6.1006964363e-04	1.6707168962e-13	1.6196858556e-10	4.9570400261e-04	1.1462207330e-04
2.8148123605e+02	1.0000000000e+03	3.7954597219e+21	2.0387602935e+21	2.3292552446e+00	6.1007954536e-04	1.5881634359e-13	1.5396288091e-10	4.9570410710e-04	1.1469832911e-04
2.8870909174e+02	1.0000000000e+03	3.8929199982e+21	2.0911114392e+21	2.3292556781e+00	6.1008800299e-04	1.5096819122e-13	1.4635252812e-10	4.9570420704e-04	1.1477100198e-04
2.9612254380e+02	1.0000000000e+03	3.9928828392e+21	2.1448068539e+21	2.3292560928e+00	6.1009509057e-04	1.4350721842e-13	1.3911803760e-10	4.9570430261e-04	1.1484025179e-04
3.0372635797e+02	1.0000000000e+03	4.0954125061e+21	2.1998810557e+21	2.3292564897e+00	6.1010087853e-04	1.3641438798e-13	1.3224087724e-10	4.9570439403e-04	1.1490623209e-04
3.1152542236e+02	1.0000000000e+03	4.2005749099e+21	2.2563694491e+21	2.3292568696e+00	6.1010543382e-04	1.2967159247e-13	1.2570342559e-10	4.9570448149e-04	1.1496909024e-04
3.1952475058e+02	1.0000000000e+03	4.3084376541e+21	2.3143083476e+21	2.3292572332e+00	6.1010882003e-04	1.2326160947e-13	1.1948892747e-10	4.9570456516e-04	1.1502896762e-04
3.2772948499e+02	1.0000000000e+03	4.4190700783e+21	2.3737349970e+21	2.3292575814e+00	6.1011109752e-04	1.1716805881e-13	1.1358145161e-10	4.9570464523e-04	1.1508599981e-04
3.3614490001e+02	1.0000000000e+03	4.5325433025e+21	2.4346875999e+21	2.3292579147e+00	6.1011232352e-04	1.1137536190e-13	1.0796585040e-10	4.9570472186e-04	1.1514031675e-04
3.4477640547e+02	1.0000000000e+03	4.6489302728e+21	2.4972053395e+21	2.3292582340e+00	6.1011255228e-04	1.0586870291e-13	1.0262772150e-10	4.9570479522e-04	1.1519204294e-04
3.5362955014e+02	1.0000000000e+03	4.7683058085e+21	2.5613284052e+21	2.3292585399e+00	6.1011183518e-04	1.0063399188e-13	9.7553371436e-11	4.9570486545e-04	1.1524129764e-04
3.6271002523e+02	1.0000000000e+03	4.8907466502e+21	2.6270980186e+21	2.3292588330e+00	6.1011022083e-04	9.5657829461e-14	9.2729780846e-11	4.9570493270e-04	1.1528819499e-04
3.7202366814e+02	1.0000000000e+03	5.0163315089e+21	2.6945564596e+21	2.3292591138e+00	6.1010775518e-04	9.0927473441e-14	8.8144571463e-11	4.9570499712e-04	1.1533284426e-04
3.8157646613e+02	1.0000000000e+03	5.1451411167e+21	2.7637470938e+21	2.3292593831e+00	6.1010448165e-04	8.6430806803e-14	8.3785974700e-11	4.9570505884e-04	1.1537534998e-04
3.9137456020e+02	1.0000000000e+03	5.2772582790e+21	2.8347144002e+21	2.3292596413e+00	6.1010044125e-04	8.2156307326e-14	7.9642801746e-11	4.9570511799e-04	1.1541581213e-04
4.0142424905e+02	1.0000000000e+03	5.4127679271e+21	2.9075040003e+21	2.3292598890e+00	6.1009567261e-04	7.8093018634e-14	7.5704415131e-11	4.9570517469e-04	1.1545432628e-04
4.1173199312e+02	1.0000000000e+03	5.5517571734e+21	2.9821626867e+21	2.3292601266e+00	6.1009021218e-04	7.4230522633e-14	7.1960701657e-11	4.9570522905e-04	1.1549098383e-04
4.2230441872e+02	1.0000000000e+03	5.6943153672e+21	3.0587384536e+21	2.3292603547e+00	6.1008409427e-04	7.0558913269e-14	6.8402046668e-11	4.9570528120e-04	1.1552587207e-04
4.3314832234e+02	1.0000000000e+03	5.8405341520e+21	3.1372805278e+21	2.3292605737e+00	6.1007735114e-04	6.7068771544e-14	6.5019309555e-11	4.9570533124e-04	1.1555907442e-04
4.4427067496e+02	1.0000000000e+03	5.9905075245e+21	3.2178393999e+21	2.3292607840e+00	6.1007001314e-04	6.3751141734e-14	6.1803800470e-11	4.9570537927e-04	1.1559067055e-04
4.5567862658e+02	1.0000000000e+03	6.1443318951e+21	3.3004668571e+21	2.3292609862e+00	6.1006210876e-04	6.0597508757e-14	5.8747258164e-11	4.9570542539e-04	1.1562073655e-04
