# wavelength_um  flux
4.8203745871e+00 3.3089238583e-09
4.8396560855e+00 3.2767456583e-09
4.8590147098e+00 3.4437524184e-09
4.8784507687e+00 3.1607861055e-09
4.8979645717e+00 3.1648873720e-09
4.9175564300e+00 3.1458712775e-09
4.9372266557e+00 2.9003241899e-09
4.9569755624e+00 2.6505315048e-09
4.9768034646e+00 2.8258067259e-09
4.9967106785e+00 2.7458058796e-09
5.0166975212e+00 2.3080026975e-09
5.0367643113e+00 2.4871095483e-09
5.0569113685e+00 2.3662178816e-09
5.0771390140e+00 2.2486058383e-09
5.0974475700e+00 2.3101515009e-09
5.1178373603e+00 2.1159618898e-09
5.1383087098e+00 1.8116526239e-09
5.1588619446e+00 1.9387819562e-09
5.1794973924e+00 1.9490089172e-09
5.2002153819e+00 1.8363898265e-09
5.2210162435e+00 1.6939384792e-09
5.2419003085e+00 1.8814136075e-09
5.2628679097e+00 1.7734885574e-09
5.2839193813e+00 1.5523980714e-09
5.3050550588e+00 1.6648269014e-09
5.3262752791e+00 1.6944528012e-09
5.3475803802e+00 1.3965760897e-09
5.3689707017e+00 1.4300212886e-09
5.3904465845e+00 1.4912650179e-09
5.4120083709e+00 1.2448500298e-09
5.4336564043e+00 1.2870794197e-09
5.4553910300e+00 1.3279261815e-09
5.4772125941e+00 1.2855712721e-09
5.4991214445e+00 1.2908840542e-09
5.5211179302e+00 1.1667607356e-09
5.5432024020e+00 1.1536584619e-09
5.5653752116e+00 1.1196129973e-09
5.5876367124e+00 1.1156320103e-09
5.6099872593e+00 1.0777065146e-09
5.6324272083e+00 1.1169807055e-09
5.6549569171e+00 1.0485798398e-09
5.6775767448e+00 1.0266791516e-09
5.7002870518e+00 1.0432323505e-09
5.7230882000e+00 9.9328497821e-10
5.7459805528e+00 1.0360330426e-09
5.7689644750e+00 9.7599345281e-10
5.7920403329e+00 1.0741042900e-09
5.8152084942e+00 9.5538234696e-10
5.8384693282e+00 8.8662463238e-10
5.8618232055e+00 9.5847240654e-10
5.8852704983e+00 9.2462968820e-10
5.9088115803e+00 9.9511137353e-10
5.9324468267e+00 9.3190696715e-10
5.9561766140e+00 9.3195325268e-10
5.9800013204e+00 9.6280531692e-10
6.0039213257e+00 9.9094172541e-10
6.0279370110e+00 8.9414063067e-10
6.0520487591e+00 8.1087426020e-10
6.0762569541e+00 8.0461073379e-10
6.1005619819e+00 7.8755244478e-10
6.1249642298e+00 7.1481854000e-10
6.1494640868e+00 6.6122371635e-10
6.1740619431e+00 6.5016292866e-10
6.1987581909e+00 7.2900444027e-10
6.2235532236e+00 7.4909152817e-10
6.2484474365e+00 6.8954496275e-10
6.2734412263e+00 7.0905037192e-10
6.2985349912e+00 7.8041304484e-10
6.3237291311e+00 7.6288213158e-10
6.3490240477e+00 7.4597892857e-10
6.3744201439e+00 7.6350173148e-10
6.3999178244e+00 7.1614927223e-10
6.4255174957e+00 6.9495092561e-10
6.4512195657e+00 7.3498210027e-10
6.4770244440e+00 6.3870160625e-10
6.5029325418e+00 6.7298235586e-10
6.5289442719e+00 7.1885675122e-10
6.5550600490e+00 6.9943780146e-10
6.5812802892e+00 6.7468072855e-10
6.6076054104e+00 6.6135882250e-10
6.6340358320e+00 5.9178824945e-10
6.6605719753e+00 6.9382067902e-10
6.6872142632e+00 7.2540183093e-10
6.7139631203e+00 6.7810594623e-10
6.7408189728e+00 6.5549520280e-10
6.7677822487e+00 6.9333745898e-10
6.7948533777e+00 6.3926179664e-10
6.8220327912e+00 6.4648562199e-10
6.8493209223e+00 6.5510794414e-10
6.8767182060e+00 6.0423480325e-10
6.9042250788e+00 6.9511393119e-10
6.9318419792e+00 6.7039992138e-10
6.9595693471e+00 6.3218493191e-10
6.9874076245e+00 6.4077069721e-10
7.0153572550e+00 6.0297904141e-10
7.0434186840e+00 5.7861112180e-10
7.0715923587e+00 5.7259021355e-10
7.0998787281e+00 5.6947353156e-10
7.1282782431e+00 5.8119785074e-10
7.1567913560e+00 5.4061861046e-10
7.1854185215e+00 5.5149635865e-10
7.2141601955e+00 5.2143258139e-10
7.2430168363e+00 5.1014123447e-10
7.2719889037e+00 5.1981722454e-10
7.3010768593e+00 5.0285942692e-10
7.3302811667e+00 4.9743410019e-10
7.3596022914e+00 4.8260345160e-10
7.3890407006e+00 4.7611540109e-10
7.4185968634e+00 4.8611147679e-10
7.4482712508e+00 4.8876776560e-10
7.4780643358e+00 4.7226968729e-10
7.5079765932e+00 5.0758729067e-10
7.5380084995e+00 5.3482678494e-10
7.5681605335e+00 5.3547746169e-10
7.5984331757e+00 5.1194022531e-10
7.6288269084e+00 5.6908313088e-10
7.6593422160e+00 4.2619855939e-10
7.6899795849e+00 3.8100995142e-10
7.7207395032e+00 3.8384933351e-10
7.7516224612e+00 3.8792477480e-10
7.7826289511e+00 4.1375243965e-10
7.8137594669e+00 4.1303295266e-10
7.8450145047e+00 4.5467968568e-10
7.8763945628e+00 4.4322975872e-10
7.9079001410e+00 4.2338803457e-10
7.9395317416e+00 4.7997622343e-10
7.9712898685e+00 4.6294248338e-10
8.0031750280e+00 4.5100031907e-10
8.0351877281e+00 4.5827758433e-10
8.0673284790e+00 4.5049164799e-10
8.0995977929e+00 4.4924561261e-10
8.1319961841e+00 4.3338228947e-10
8.1645241689e+00 4.5077189373e-10
8.1971822655e+00 4.3800404265e-10
8.2299709946e+00 4.3041888713e-10
8.2628908786e+00 4.2764245016e-10
8.2959424421e+00 4.6219801979e-10
8.3291262119e+00 4.4160769635e-10
8.3624427167e+00 4.1013280105e-10
8.3958924876e+00 4.4091582964e-10
8.4294760575e+00 4.6217845862e-10
8.4631939617e+00 4.6831660613e-10
8.4970467376e+00 4.1058304222e-10
8.5310349245e+00 4.2732763821e-10
8.5651590642e+00 4.6080447627e-10
8.5994197005e+00 4.7620363461e-10
8.6338173793e+00 3.9810892647e-10
8.6683526488e+00 4.4165849298e-10
8.7030260594e+00 4.4380087221e-10
8.7378381637e+00 4.6159621554e-10
8.7727895163e+00 4.2629076534e-10
8.8078806744e+00 4.0986241664e-10
8.8431121971e+00 4.4188543704e-10
8.8784846459e+00 4.7913265900e-10
8.9139985844e+00 4.3131283579e-10
8.9496545788e+00 3.8152004807e-10
8.9854531971e+00 4.2581129981e-10
9.0213950099e+00 4.5396759196e-10
9.0574805899e+00 4.2168714757e-10
9.0937105123e+00 4.1944535097e-10
9.1300853543e+00 3.9719622540e-10
9.1666056957e+00 4.2995978496e-10
9.2032721185e+00 3.8908176644e-10
9.2400852070e+00 4.7130830337e-10
9.2770455478e+00 3.8885541368e-10
9.3141537300e+00 3.8264934771e-10
9.3514103449e+00 4.3852606722e-10
9.3888159863e+00 4.3248152988e-10
9.4263712503e+00 4.1621348226e-10
9.4640767353e+00 3.8405653704e-10
9.5019330422e+00 4.0566914512e-10
9.5399407744e+00 4.1871300877e-10
9.5781005375e+00 4.3765317245e-10
9.6164129396e+00 3.9466322994e-10
9.6548785914e+00 3.8060709103e-10
9.6934981058e+00 3.8473244250e-10
9.7322720982e+00 4.3685805525e-10
9.7712011866e+00 4.1653264200e-10
9.8102859913e+00 4.0529982271e-10
9.8495271353e+00 4.0817543939e-10
9.8889252438e+00 3.6254403260e-10
9.9284809448e+00 3.8981688599e-10
9.9681948686e+00 4.2553958586e-10
1.0008067648e+01 3.9889561539e-10
1.0048099919e+01 3.7513457243e-10
1.0088292318e+01 3.2916428867e-10
1.0128645488e+01 3.6065599144e-10
1.0169160070e+01 3.5910935322e-10
1.0209836710e+01 3.4828831054e-10
1.0250676057e+01 3.3116794974e-10
1.0291678761e+01 3.0954535111e-10
1.0332845476e+01 2.4248381966e-10
1.0374176858e+01 1.9022223154e-10
1.0415673565e+01 2.0248649456e-10
1.0457336260e+01 2.0262509967e-10
1.0499165605e+01 2.1449714248e-10
1.0541162267e+01 2.1476931901e-10
1.0583326916e+01 2.2099895117e-10
1.0625660224e+01 2.2645671672e-10
1.0668162865e+01 2.1591841048e-10
1.0710835516e+01 1.9365934873e-10
1.0753678858e+01 1.8785644482e-10
1.0796693574e+01 2.0733545365e-10
1.0839880348e+01 2.2034143365e-10
1.0883239869e+01 2.1832422472e-10
1.0926772829e+01 2.0594485613e-10
1.0970479920e+01 2.1432395896e-10
1.1014361840e+01 2.1495958025e-10
1.1058419287e+01 2.2977638385e-10
1.1102652964e+01 2.3236641098e-10
1.1147063576e+01 2.3226347171e-10
1.1191651830e+01 2.3010455155e-10
1.1236418438e+01 2.2568451930e-10
1.1281364111e+01 2.2260310191e-10
1.1326489568e+01 2.4758933151e-10
1.1371795526e+01 2.2576224990e-10
1.1417282708e+01 2.4571326698e-10
1.1462951839e+01 2.2496194558e-10
1.1508803646e+01 2.1825417261e-10
1.1554838861e+01 2.3088071953e-10
1.1601058217e+01 2.3154346472e-10
1.1647462449e+01 2.2379491702e-10
1.1694052299e+01 2.0813117566e-10
1.1740828508e+01 1.9601994304e-10
1.1787791822e+01 2.0333077136e-10
1.1834942990e+01 2.0859344829e-10
1.1882282762e+01 2.1359220066e-10
1.1929811893e+01 2.1003062219e-10
1.1977531140e+01 1.8270010003e-10
1.2025441265e+01 1.8922806701e-10
1.2073543030e+01 1.7427866977e-10
1.2121837202e+01 1.8735893412e-10
1.2170324551e+01 1.9877826918e-10
1.2219005849e+01 1.8615075922e-10
1.2267881872e+01 1.6667833560e-10
1.2316953400e+01 1.8055518743e-10
1.2366221214e+01 1.6042796060e-10
1.2415686098e+01 1.6334145485e-10
1.2465348843e+01 1.8480235478e-10
1.2515210238e+01 1.6319350927e-10
1.2565271079e+01 1.6195537388e-10
1.2615532163e+01 1.6227266461e-10
1.2665994292e+01 1.6105691717e-10
1.2716658269e+01 1.4286130627e-10
1.2767524902e+01 1.6254942286e-10
1.2818595002e+01 1.4856455541e-10
1.2869869382e+01 1.5277034587e-10
1.2921348859e+01 1.4318018326e-10
1.2973034255e+01 1.4748981820e-10
1.3024926392e+01 1.3808865938e-10
1.3077026097e+01 1.4620666503e-10
1.3129334202e+01 1.4214894216e-10
1.3181851539e+01 1.4667555233e-10
1.3234578945e+01 1.3988520294e-10
1.3287517261e+01 1.3265775065e-10
1.3340667330e+01 1.2386154737e-10
1.3394029999e+01 1.2949131943e-10
1.3447606119e+01 1.2940787938e-10
1.3501396543e+01 1.4010709421e-10
1.3555402130e+01 1.2989103626e-10
1.3609623738e+01 1.3100382875e-10
1.3664062233e+01 1.2198783602e-10
1.3718718482e+01 1.2186888767e-10
1.3773593356e+01 1.2133873114e-10
1.3828687729e+01 1.1860349836e-10
1.3884002480e+01 1.3007714390e-10
1.3939538490e+01 1.2437514220e-10
1.3995296644e+01 1.2036486942e-10
1.4051277831e+01 1.1260009525e-10
1.4107482942e+01 1.1087188281e-10
1.4163912874e+01 1.1216277676e-10
1.4220568525e+01 1.1062075451e-10
1.4277450799e+01 1.1385073211e-10
1.4334560603e+01 1.0723242089e-10
1.4391898845e+01 1.1316461076e-10
1.4449466440e+01 9.9679898931e-11
1.4507264306e+01 9.9684920009e-11
1.4565293363e+01 1.0389968150e-10
1.4623554537e+01 1.0327604569e-10
1.4682048755e+01 1.0059115788e-10
1.4740776950e+01 1.0184611516e-10
1.4799740058e+01 9.8829627777e-11
1.4858939018e+01 9.8190273186e-11
1.4918374774e+01 9.2300050113e-11
1.4978048273e+01 9.8716312051e-11
1.5037960466e+01 9.1613422043e-11
1.5098112308e+01 9.1046816319e-11
1.5158504757e+01 8.9473836357e-11
1.5219138776e+01 9.1415496580e-11
1.5280015332e+01 9.2159991483e-11
1.5341135393e+01 8.7602545191e-11
1.5402499934e+01 8.6712789965e-11
1.5464109934e+01 8.1387559565e-11
1.5525966374e+01 8.5032890788e-11
1.5588070239e+01 8.0682660196e-11
1.5650422520e+01 8.2928252363e-11
1.5713024210e+01 7.5728065379e-11
1.5775876307e+01 7.3967791741e-11
1.5838979813e+01 7.3906609931e-11
1.5902335732e+01 7.0571165898e-11
1.5965945075e+01 7.1497282096e-11
1.6029808855e+01 7.3539633577e-11
1.6093928090e+01 7.4526974924e-11
1.6158303803e+01 7.4565595634e-11
1.6222937018e+01 7.1313767445e-11
1.6287828766e+01 6.8927615325e-11
1.6352980081e+01 6.8199914126e-11
1.6418392001e+01 6.9916680260e-11
1.6484065569e+01 7.0257231993e-11
1.6550001832e+01 6.5462827183e-11
1.6616201839e+01 6.5242598817e-11
1.6682666646e+01 6.5060829685e-11
1.6749397313e+01 6.6304592227e-11
1.6816394902e+01 6.5625811062e-11
1.6883660482e+01 6.6199177920e-11
1.6951195124e+01 6.4622405691e-11
1.7018999904e+01 6.6399169060e-11
1.7087075904e+01 6.2057713630e-11
1.7155424208e+01 6.3219371828e-11
1.7224045904e+01 5.8962290193e-11
1.7292942088e+01 6.2238363047e-11
1.7362113856e+01 5.6798613369e-11
1.7431562312e+01 6.0372111516e-11
1.7501288561e+01 5.6912498167e-11
1.7571293715e+01 5.8868029590e-11
1.7641578890e+01 5.6530623908e-11
1.7712145206e+01 5.5813343275e-11
1.7782993786e+01 5.8663833233e-11
1.7854125762e+01 5.4127325469e-11
1.7925542265e+01 5.1323260781e-11
1.7997244434e+01 5.4594182348e-11
1.8069233411e+01 5.2211380493e-11
1.8141510345e+01 5.0548323586e-11
1.8214076386e+01 5.0221101090e-11
1.8286932692e+01 5.0427386084e-11
1.8360080423e+01 5.0361025444e-11
1.8433520744e+01 5.0954522753e-11
1.8507254827e+01 4.7134576366e-11
1.8581283847e+01 4.6746402399e-11
1.8655608982e+01 4.6003593560e-11
1.8730231418e+01 4.4414894254e-11
1.8805152344e+01 4.7009581042e-11
1.8880372953e+01 4.7290440766e-11
1.8955894445e+01 4.5036339378e-11
1.9031718023e+01 4.1589119929e-11
1.9107844895e+01 4.3054200694e-11
1.9184276274e+01 4.1553405204e-11
1.9261013379e+01 3.8469429859e-11
1.9338057433e+01 4.0016803320e-11
1.9415409663e+01 3.5979345016e-11
1.9493071301e+01 4.0116200602e-11
1.9571043587e+01 3.6720650111e-11
1.9649327761e+01 3.7886752550e-11
1.9727925072e+01 3.7227954436e-11
1.9806836772e+01 3.4672099096e-11
1.9886064119e+01 3.2496786838e-11
1.9965608376e+01 3.2064882458e-11
2.0045470809e+01 3.2357234527e-11
2.0125652693e+01 3.3971579104e-11
2.0206155303e+01 3.2525982589e-11
2.0286979925e+01 3.2080789622e-11
2.0368127844e+01 3.0412278077e-11
2.0449600356e+01 3.1248383387e-11
2.0531398757e+01 3.0828256743e-11
2.0613524352e+01 3.1103390607e-11
2.0695978450e+01 3.3138438923e-11
2.0778762363e+01 3.0052352720e-11
2.0861877413e+01 3.2976960606e-11
2.0945324922e+01 3.0880003142e-11
2.1029106222e+01 2.9623378982e-11
2.1113222647e+01 2.8699285760e-11
2.1197675538e+01 2.8047445192e-11
2.1282466240e+01 2.8965440628e-11
2.1367596105e+01 2.5846775322e-11
2.1453066489e+01 2.8870080298e-11
2.1538878755e+01 2.8723179834e-11
2.1625034270e+01 2.5877143918e-11
2.1711534407e+01 2.6038051024e-11
2.1798380545e+01 2.6568757289e-11
2.1885574067e+01 2.5209177568e-11
2.1973116363e+01 2.6774034032e-11
2.2061008829e+01 2.4040434052e-11
2.2149252864e+01 2.6344101094e-11
2.2237849875e+01 2.4245428642e-11
2.2326801275e+01 2.4384236558e-11
2.2416108480e+01 2.2012731731e-11
2.2505772914e+01 2.2263052493e-11
2.2595796006e+01 2.2269166959e-11
2.2686179190e+01 2.3649833681e-11
2.2776923906e+01 2.3574378948e-11
2.2868031602e+01 2.1876878408e-11
2.2959503728e+01 2.0146447386e-11
2.3051341743e+01 2.2461454372e-11
2.3143547110e+01 2.2144299286e-11
2.3236121299e+01 2.1682857936e-11
2.3329065784e+01 2.1676904286e-11
2.3422382047e+01 2.1317402140e-11
2.3516071575e+01 1.8493626490e-11
2.3610135862e+01 1.7709389851e-11
2.3704576405e+01 1.9231818332e-11
2.3799394711e+01 1.8472041643e-11
2.3894592290e+01 1.6047011825e-11
2.3990170659e+01 1.9031068275e-11
2.4086131341e+01 1.9100949821e-11
2.4182475867e+01 1.9111137538e-11
2.4279205770e+01 1.8277387728e-11
2.4376322593e+01 1.8035635106e-11
2.4473827884e+01 1.7471953393e-11
2.4571723195e+01 1.7181688542e-11
2.4670010088e+01 1.7114397858e-11
2.4768690128e+01 1.7198079700e-11
2.4867764889e+01 1.6412389403e-11
2.4967235948e+01 1.4927343040e-11
2.5067104892e+01 1.4245226740e-11
2.5167373312e+01 1.3915088152e-11
2.5268042805e+01 1.5745770751e-11
2.5369114976e+01 1.3537920992e-11
2.5470591436e+01 1.4981520097e-11
2.5572473802e+01 1.4478916752e-11
2.5674763697e+01 1.5091375883e-11
2.5777462752e+01 1.5059881708e-11
2.5880572603e+01 1.4746795570e-11
2.5984094893e+01 1.3311333645e-11
2.6088031273e+01 1.3655754463e-11
2.6192383398e+01 1.3702512877e-11
2.6297152931e+01 1.3431846338e-11
2.6402341543e+01 1.3190710243e-11
2.6507950909e+01 1.2664143792e-11
2.6613982713e+01 1.0814306717e-11
2.6720438644e+01 1.1077558538e-11
2.6827320398e+01 1.2376669906e-11
2.6934629680e+01 1.2669877435e-11
2.7042368199e+01 1.1552358696e-11
2.7150537672e+01 1.2091081918e-11
2.7259139822e+01 1.2287407199e-11
2.7368176382e+01 1.2184366298e-11
2.7477649087e+01 1.1583402098e-11
2.7587559683e+01 1.1498879011e-11
2.7697909922e+01 1.1277935816e-11
2.7808701562e+01 1.0424148593e-11
2.7919936368e+01 9.7838389253e-12
2.8031616114e+01 1.0108443116e-11
2.8143742578e+01 9.9090516506e-12
2.8256317548e+01 9.0779905768e-12
2.8369342818e+01 9.0650865639e-12
2.8482820190e+01 9.1579616839e-12
2.8596751471e+01 8.6865831304e-12
2.8711138476e+01 9.6123130443e-12
2.8825983030e+01 9.5140330808e-12
2.8941286962e+01 9.4303655658e-12
2.9057052110e+01 9.1224653858e-12
2.9173280319e+01 8.6119424595e-12
2.9289973440e+01 8.4026778603e-12
2.9407133334e+01 8.8039145068e-12
2.9524761867e+01 8.1575996549e-12
2.9642860915e+01 9.3222843897e-12
2.9761432358e+01 8.9438623907e-12
2.9880478088e+01 7.8289777859e-12
